gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
b3471	3609217	3609882	1	gene		3609217	0	P37619							110.730908037	403895.952635
b3472	3609955	3610512	1	gene		3609955	0	P0AEE1	Protein dcrB OS=Escherichia coli (strain K12) GN=dcrB PE=1 SV=1	dcrB	Periplasm	0.0713856220747	0.0707461954325	0.0729720982834	110.730908037	404006.683543
b3473	3610516	3611733	-1	gene		3610516	0	P37621							110.730908037	404117.414451
b3474	3611865	3612914	1	gene		3611865	0	P0AGM0							110.730908037	404228.145359
b3475	3612969	3613556	1	gene		3612969	0	P37623							110.730908037	404338.876267
PM0-10466	3613439	3613666	1	promoter	[b3480, b3481, b3479, b3478, b3477, b3476]	3613556	0								10.0	404348.876267
PM881	3613628	3613666	1	promoter	[b3481, b3476, b3477, b3478, b3479, b3480]	3613666	0								10.0	404358.876267
b3476	3613667	3615241	1	gene		3613667	0	P33590	Nickel-binding periplasmic protein OS=Escherichia coli (strain K12) GN=nikA PE=1 SV=1	nikA	Periplasm	0.000408682188191	0.000315311652447	0.000466973425542	110.730908037	404469.607175
b3477	3615241	3616185	1	gene		3615241	0	P33591							110.730908037	404580.338083
b3478	3616182	3617015	1	gene		3616185	0	P0AFA9	Nickel transport system permease protein nikC OS=Escherichia coli (strain K12) GN=nikC PE=1 SV=1	nikC	Cell inner membrane	0.000125578012156	0.000269182764549	0.000525832737229	110.730908037	404691.068991
b3479	3617015	3617779	1	gene		3617015	0	P33593							110.730908037	404801.799899
b3480	3617776	3618582	1	gene		3617779	0	P33594							110.730908037	404912.530807
PM786	3618537	3618587	1	promoter	[b3481]	3618582	0								10.0	404922.530807
b3481	3618588	3618989	1	gene		3618588	0	P0A6Z6							110.730908037	405033.261715
b3482	3619192	3623427	1	gene		3619192	0	P16917							110.730908037	405143.992623
b3483	3623399	3623782	1	gene		3623427	0	P28911							110.730908037	405254.723532
b4552	3623887	3624237	1	gene		3623887	0								110.730908037	405365.45444
b3484	3624378	3625514	1	gene		3624378	0	P28912							110.730908037	405476.185348
b3485	3625679	3626803	-1	gene		3625679	0	P0AGH1							110.730908037	405586.916256
b3486	3626803	3629538	-1	gene		3626803	0	P37624							110.730908037	405697.647164
b3487	3629535	3630602	-1	gene		3629538	0	P37626							110.730908037	405808.378072
b3488	3630968	3632590	-1	gene		3630968	0	P37627							110.730908037	405919.10898
b4660	3632852	3634458	-1	gene		3632852	0								110.730908037	406029.839888
PM0-36192	3634743	3634840	1	promoter	[b3491]	3634743	0								10.0	406039.839888
b3491	3634841	3635893	1	gene		3634841	0	P37630							110.730908037	406150.570796
b3492	3636208	3637410	-1	gene		3636208	0	P37631							110.730908037	406261.301704
PM0-8927	3637612	3637641	1	promoter	[b3493]	3637612	0								10.0	406271.301704
b3493	3637642	3639141	1	gene		3637642	0	P0AFJ7	Low-affinity inorganic phosphate transporter 1 OS=Escherichia coli (strain K12) GN=pitA PE=1 SV=1	pitA	Cell inner membrane	0.0184617294836	0.0190195596738	0.0141406638891	110.730908037	406382.032612
b3494	3639385	3639720	-1	gene		3639385	0	P0A8S5							110.730908037	406492.76352
PM0-1358	3639721	3639848	-1	promoter	[b3494]	3639721	0								10.0	406502.76352
PM00451	3639983	3640110	1	promoter	[b3495]	3639983	0								10.0	406512.76352
b3495	3640111	3640545	1	gene		3640111	0	P0AED0	Universal stress protein A OS=Escherichia coli (strain K12) GN=uspA PE=1 SV=2	uspA	Cytoplasm	0.986787246067	1.06829768565	0.999218944659	110.730908037	406623.494428
b3496	3640862	3642331	1	gene		3640862	0	P36837							110.730908037	406734.225336
b3497	3642380	3643132	-1	gene		3642380	0	P68567	UPF0341 protein yhiQ OS=Escherichia coli (strain K12) GN=yhiQ PE=1 SV=1	rsmJ	Cytoplasm	0.00162488075999	0.00154963121319	0.00132172225778	110.730908037	406844.956244
b3498	3643140	3645182	-1	gene		3643140	0	P27298							110.730908037	406955.687152
PM0-9720	3645183	3645238	-1	promoter	[b3498, b3497]	3645183	0								10.0	406965.687152
PM0-10146	3645350	3645384	1	promoter	[b3499]	3645350	0								10.0	406975.687152
b3499	3645385	3646227	1	gene		3645385	0	P37634							110.730908037	407086.41806
PM0-15	3646112	3646298	1	promoter	[b3500]	3646227	0								10.0	407096.41806
b3500	3646299	3647651	1	gene		3646299	0	P06715	Glutathione reductase OS=Escherichia coli (strain K12) GN=gor PE=1 SV=1	gor	Cytoplasm	0.0787486121733	0.0797605414522	0.0827806837312	110.730908037	407207.148968
b4613	3647705	3647788	-1	gene		3647705	0	A5A624							110.730908037	407317.879876
PM0-8643	3647789	3647982	-1	promoter	[b4613]	3647789	0								10.0	407327.879876
PM0-46267	3648063	3648062	1	promoter	[b4712]	3648063	1								10.0	407337.879876
b4712	3648063	3648146	1	gene		3648063	0								110.730908037	407448.610784
PM0-46268	3648294	3648293	1	promoter	[b4713]	3648294	1								10.0	407458.610784
b4713	3648294	3648377	1	gene		3648294	0								110.730908037	407569.341692
PM336	3648512	3648527	1	promoter	[b3501, b3502, b3503]	3648512	0								10.0	407579.341692
b3501	3648528	3648881	1	gene		3648528	0	P37309							110.730908037	407690.0726
b3502	3648935	3650224	1	gene		3648935	0	P0AB93							110.730908037	407800.803508
b3503	3650237	3650662	1	gene		3650237	0	P0AB96							110.730908037	407911.534416
b3504	3651291	3653713	1	gene		3651291	0								110.730908037	408022.265324
b3505	3652182	3653198	-1	gene		3653713	1	P0CE58							110.730908037	408132.996232
PM00137	3653936	3653960	1	promoter	[b3507, b3506]	3653936	0								10.0	408142.996232
b3506	3653961	3654527	1	gene		3653961	0	P37194	Outer membrane protein slp OS=Escherichia coli (strain K12) GN=slp PE=1 SV=1	slp	Cell outer membrane	0.0213153764963	0.0191884574095	0.0177193280909	110.730908037	408253.72714
b3507	3654683	3655213	1	gene		3654683	0	P37195							110.730908037	408364.458049
b3508	3655255	3655902	-1	gene		3655255	0	P0AFV2							110.730908037	408475.188957
b3509	3655966	3656292	-1	gene		3655966	0	P0AET2	Protein hdeB OS=Escherichia coli (strain K12) GN=hdeB PE=1 SV=1	hdeB	Periplasm	0.00149612181136	0.00140539434241	0.00169186392282	110.730908037	408585.919865
b3510	3656408	3656740	-1	gene		3656408	0	P0AES9	Chaperone-like protein hdeA OS=Escherichia coli (strain K12) GN=hdeA PE=1 SV=1	hdeA	Periplasm	0.0412377155805	0.0398747601726	0.0437048714545	110.730908037	408696.650773
PM928	3656741	3656791	-1	promoter	[b3508, b3509, b3510]	3656741	0								10.0	408706.650773
PM0-5143	3656960	3656994	1	promoter	[b3511]	3656960	0								10.0	408716.650773
b3511	3656995	3657567	1	gene		3656995	0	P0AET5	Protein hdeD OS=Escherichia coli (strain K12) GN=hdeD PE=1 SV=1	hdeD	Cell inner membrane	0.000121005817164	7.13159969759e-05	5.94664338061e-05	110.730908037	408827.381681
PM0-10349	3657800	3658365	1	promoter	[b3512]	3657800	0								10.0	408837.381681
b4704	3657986	3658054	-1	gene		3658365	1								110.730908037	408948.112589
PM0-36220	3658055	3658054	-1	promoter	[b4704]	3658365	1								10.0	408958.112589
PM0-10366	3658062	3658365	1	promoter	[b3514, b3513, b3512]	3658365	0								10.0	408968.112589
PM0-5141	3658242	3658365	1	promoter	[b3512]	3658365	0								10.0	408978.112589
PM0-5982	3658345	3658365	1	promoter	[b3514, b3513, b3512]	3658365	0								10.0	408988.112589
b3512	3658366	3658893	1	gene		3658366	0	P63204							110.730908037	409098.843497
PM0-10251	3659084	3659231	1	promoter	[b3514, b3513]	3659084	0								10.0	409108.843497
b3513	3659232	3660389	1	gene		3659232	0	P37636	Multidrug resistance protein mdtE OS=Escherichia coli (strain K12) GN=mdtE PE=1 SV=1	mdtE	Cell inner membrane	0.0010564267632	0.000883975472788	0.000846847190837	110.730908037	409219.574405
b3514	3660414	3663527	1	gene		3660414	0	P37637	Multidrug resistance protein MdtF OS=Escherichia coli (strain K12) GN=mdtF PE=1 SV=1	mdtF	Cell inner membrane	3.18624505217e-06	3.10238687832e-05	7.81321114067e-05	110.730908037	409330.305313
b3515	3663890	3664618	-1	gene		3663890	0	P63201							110.730908037	409441.036221
PM0-10288	3664619	3664781	-1	promoter	[b3515]	3664619	0								10.0	409451.036221
PM0-6061	3664864	3664863	1	promoter	[b4452]	3664864	1								10.0	409461.036221
b4452	3664864	3664968	1	gene		3664864	0								110.730908037	409571.767129
b3516	3664986	3665810	-1	gene		3664986	0	P37639							110.730908037	409682.498037
PM0-2441	3665811	3665839	-1	promoter	[b3515, b3516]	3665811	0								10.0	409692.498037
b3517	3666180	3667580	-1	gene		3666180	0	P69908	Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) GN=gadA PE=1 SV=1	gadA	Cytoplasm	0.00234616311587	0.00181484683987	0.00218750319284	110.730908037	409803.228945
PM461	3667581	3667607	-1	promoter	[b3516, b3517]	3667581	0								10.0	409813.228945
b3518	3667791	3669188	-1	gene		3667791	0	P37197							110.730908037	409923.959853
PM0-9588	3669189	3669261	-1	promoter	[b3518]	3669189	0								10.0	409933.959853
PM0-46122	3669551	3669591	1	promoter	[b3519]	3669551	0								10.0	409943.959853
b3519	3669592	3671241	1	gene		3669592	0	P62601							110.730908037	410054.690761
b3520	3671292	3671894	-1	gene		3671292	0	P37640							110.730908037	410165.421669
PM0-10468	3672136	3672413	1	promoter	[b3521]	3672136	0								10.0	410175.421669
b3521	3672414	3673313	1	gene		3672414	0	P37641							110.730908037	410286.152577
b3522	3673362	3674375	1	gene		3673362	0	P37642	Inner membrane protein yhjD OS=Escherichia coli (strain K12) GN=yhjD PE=1 SV=1	yhjD	Cell inner membrane	0.00158354087799	0.00156960215121	0.00175116692477	110.730908037	410396.883485
b3523	3674786	3676108	1	gene		3674786	0	P37643	Inner membrane metabolite transport protein yhjE OS=Escherichia coli (strain K12) GN=yhjE PE=1 SV=1	yhjE	Cell inner membrane	0.0365998101301	0.0423282130304	0.0363863165974	110.730908037	410507.614393
b3524	3676290	3678350	-1	gene		3676290	0	P37645	Uncharacterized protein yhjG OS=Escherichia coli (strain K12) GN=yhjG PE=4 SV=3	yhjG	Cell membrane	0.00198345694577	0.0018661025352	0.00218666601703	110.730908037	410618.345301
PM0-9766	3678351	3678412	-1	promoter	[b3524]	3678351	0								10.0	410628.345301
b3525	3678420	3679187	-1	gene		3678420	0	P37646							110.730908037	410739.076209
PM0-1730	3679188	3679229	-1	promoter	[b3525]	3679188	0								10.0	410749.076209
b3526	3679419	3680348	1	gene		3679419	0	P37647							110.730908037	410859.807117
b3527	3680444	3681940	-1	gene		3680444	0	P37648	Protein yhjJ OS=Escherichia coli (strain K12) GN=yhjJ PE=1 SV=1	yhjJ	Periplasm	0.00987382791646	0.0107272157595	0.010784829167	110.730908037	410970.538025
PM-8803	3681941	3682016	-1	promoter	[b3527]	3681941	0								10.0	410980.538025
b3528	3682161	3683447	-1	gene		3682161	0	P0A830	Aerobic C4-dicarboxylate transport protein OS=Escherichia coli (strain K12) GN=dctA PE=1 SV=1	dctA	Cell inner membrane	0.00347500069439	0.00272914763458	0.00277517134066	110.730908037	411091.268933
PM0-1621	3683448	3683498	-1	promoter	[b3528]	3683448	0								10.0	411101.268933
b3529	3683630	3685618	-1	gene		3683630	0	P37649	Protein YhjK OS=Escherichia coli (strain K12) GN=yhjK PE=1 SV=3	yhjK	Cell membrane	0.000492657833873	0.000317049440452	0.000371446322146	110.730908037	411211.999841
b3530	3685700	3689173	-1	gene		3685700	0	P37650							110.730908037	411322.730749
b3531	3689155	3690261	-1	gene		3689173	0	P37651							110.730908037	411433.461657
b3532	3690268	3692607	-1	gene		3690268	0	P37652							110.730908037	411544.192566
PM0-8735	3692608	3692673	-1	promoter	[b3531, b3532]	3692608	0								10.0	411554.192566
b3533	3692618	3695236	-1	gene		3692673	0	P37653							110.730908037	411664.923474
b3534	3695233	3695985	-1	gene		3695236	0	P37655							110.730908037	411775.654382
b3535	3695997	3696185	-1	gene		3695997	0	P0ADJ3							110.730908037	411886.38529
PM0-46354	3696186	3696364	-1	promoter	[b3535]	3696186	0								10.0	411896.38529
PM0-46353	3696443	3696457	1	promoter	[b3538, b3537, b3536]	3696443	0								10.0	411906.38529
b3536	3696458	3698029	1	gene		3696458	0	P37657							110.730908037	412017.116198
b3537	3698026	3698217	1	gene		3698029	0	P0ADJ5							110.730908037	412127.847106
b3538	3698214	3699893	1	gene		3698217	0	P37659	Uncharacterized protein yhjU OS=Escherichia coli (strain K12) GN=yhjU PE=4 SV=1	bcsG	Cell membrane	0.00435808739956	0.0045037947132	0.00333435033011	110.730908037	412238.578014
b4453	3699980	3700087	-1	gene		3699980	0	Q6BF25							110.730908037	412349.308922
PM0-9604	3700088	3700272	-1	promoter	[b4453]	3700088	0								10.0	412359.308922
PM0-9605	3700136	3700135	1	promoter	[b4454]	3700272	1								10.0	412369.308922
b4454	3700136	3700201	1	gene		3700272	1								110.730908037	412480.03983
b3539	3700563	3701834	1	gene		3700563	0	P37660							110.730908037	412590.770738
b3540	3701864	3702868	-1	gene		3701864	0	P37313	Dipeptide transport ATP-binding protein DppF OS=Escherichia coli (strain K12) GN=dppF PE=3 SV=1	dppF	Cell inner membrane	0.0175130222093	0.0273168094699	0.0192301337266	110.730908037	412701.501646
b3541	3702865	3703848	-1	gene		3702868	0	P0AAG0	Dipeptide transport ATP-binding protein DppD OS=Escherichia coli (strain K12) GN=dppD PE=3 SV=1	dppD	Cell inner membrane	0.0217943765676	0.0213873952829	0.0223713533036	110.730908037	412812.232554
b3542	3703859	3704761	-1	gene		3703859	0	P0AEG1	Dipeptide transport system permease protein dppC OS=Escherichia coli (strain K12) GN=dppC PE=1 SV=1	dppC	Cell inner membrane	0.00264527841017	0.00350113068032	0.00240614630309	110.730908037	412922.963462
b3543	3704771	3705790	-1	gene		3704771	0	P0AEF8	Dipeptide transport system permease protein dppB OS=Escherichia coli (strain K12) GN=dppB PE=1 SV=1	dppB	Cell inner membrane	0.00106294824123	0.000932559296547	0.000818919716642	110.730908037	413033.69437
b3544	3706098	3707705	-1	gene		3706098	0	P23847	Periplasmic dipeptide transport protein OS=Escherichia coli (strain K12) GN=dppA PE=1 SV=1	dppA	Periplasm	0.489094927583	0.543436978524	0.493983020494	110.730908037	413144.425278
PM00546	3707706	3707870	-1	promoter	[b3540, b3541, b3542, b3543, b3544]	3707706	0								10.0	413154.425278
b3545	3708616	3708692	-1	gene		3708616	0								110.730908037	413265.156186
PM00674	3708693	3708694	-1	promoter	[b3545]	3708693	0								10.0	413275.156186
b3546	3708784	3710475	-1	gene		3708784	0	P37661	Phosphoethanolamine transferase eptB OS=Escherichia coli (strain K12) GN=eptB PE=1 SV=3	eptB	Cell inner membrane	6.78247346803e-05	9.03881348085e-05	0.00011522485778	110.730908037	413385.887094
PM0-10506	3710476	3710581	-1	promoter	[b3546]	3710476	0								10.0	413395.887094
b3547	3710799	3712007	-1	gene		3710799	0	P37662							110.730908037	413506.618002
PM0-46200	3712008	3712043	-1	promoter	[b3547]	3712008	0								10.0	413516.618002
b3548	3712236	3712934	-1	gene		3712236	0	P37663							110.730908037	413627.34891
b3549	3713092	3713655	1	gene		3713092	0	P05100							110.730908037	413738.079818
b3550	3713652	3714092	1	gene		3713655	0	P37664							110.730908037	413848.810726
b3551	3714061	3716394	-1	gene		3714092	0	P20099							110.730908037	413959.541634
b3552	3716547	3717206	1	gene		3716547	0	P37665	Inner membrane lipoprotein yiaD OS=Escherichia coli (strain K12) GN=yiaD PE=1 SV=2	yiaD	Cell inner membrane	0.0120974288557	0.0131602425861	0.0126704196063	110.730908037	414070.272542
b3553	3717310	3718284	1	gene		3717310	0	P37666	Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) GN=ghrB PE=1 SV=3	ghrB	Cytoplasm	0.115005692302	0.102530652776	0.104953311858	110.730908037	414181.00345
b3554	3718334	3719044	-1	gene		3718334	0	P0ADK0							110.730908037	414291.734358
PM0-10148	3719045	3719097	-1	promoter	[b3554]	3719045	0								10.0	414301.734358
PM0-8525	3719431	3719477	1	promoter	[b3555]	3719431	0								10.0	414311.734358
b3555	3719478	3719768	1	gene		3719478	0	P0A9V5							110.730908037	414422.465266
PM00452	3719889	3720048	1	promoter	[b3556]	3719889	0								10.0	414432.465266
b3556	3720049	3720261	1	gene		3720049	0	P0A9X9	Cold shock protein CspA OS=Escherichia coli (strain K12) GN=cspA PE=1 SV=2	cspA	Cytoplasm	0.0302056050942	0.0291080280643	0.0265494091351	110.730908037	414543.196174
b4647	3720448	3720632	-1	gene		3720448	0								110.730908037	414653.927083
b4455	3720448	3720600	-1	gene		3720632	1	P37305							110.730908037	414764.657991
b3557	3720680	3721201	1	gene		3720680	0	P19768							110.730908037	414875.388899
PM0-8642	3721065	3721153	1	promoter	[b3558]	3721201	1								10.0	414885.388899
b3558	3721198	3722049	1	gene		3721201	0	P19769							110.730908037	414996.119807
b4614	3722076	3722105	1	gene		3722076	0								110.730908037	415106.850715
b3559	3722328	3724397	-1	gene		3722328	0	P00961	Glycyl-tRNA synthetase beta subunit OS=Escherichia coli (strain K12) GN=glyS PE=1 SV=4	glyS	Cytoplasm	0.373949109335	0.371315272065	0.366920137744	110.730908037	415217.581623
b3560	3724407	3725318	-1	gene		3724407	0	P00960	Glycyl-tRNA synthetase alpha subunit OS=Escherichia coli (strain K12) GN=glyQ PE=1 SV=2	glyQ	Cytoplasm	0.0981527268675	0.0957376061996	0.093449281896	110.730908037	415328.312531
PM0-8862	3725319	3725354	-1	promoter	[b3559, b3560]	3725319	0								10.0	415338.312531
b4553	3725413	3725712	-1	gene		3725413	0	Q2M7M3							110.730908037	415449.043439
b3561	3725887	3726882	1	gene		3725887	0	P37669							110.730908037	415559.774347
b3562	3726924	3727361	-1	gene		3726924	0	P0ADJ8							110.730908037	415670.505255
b3563	3727407	3727748	-1	gene		3727407	0	P11286							110.730908037	415781.236163
b3564	3727917	3729371	-1	gene		3727917	0	P09099							110.730908037	415891.967071
b3565	3729443	3730765	-1	gene		3729443	0	P00944	Xylose isomerase OS=Escherichia coli (strain K12) GN=xylA PE=3 SV=1	xylA	Cytoplasm	0.0210139499051	0.0232061958517	0.0214606107179	110.730908037	416002.697979
PM68	3730766	3730807	-1	promoter	[b3564, b3565]	3730766	0								10.0	416012.697979
PM70	3731069	3731130	1	promoter	[b3566, b3567, b3568, b3569]	3731069	0								10.0	416022.697979
b3566	3731131	3732123	1	gene		3731131	0	P37387	D-xylose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=xylF PE=1 SV=1	xylF	Periplasm	0.00452026718735	0.00557269899863	0.00597897254037	110.730908037	416133.428887
b3567	3732201	3733742	1	gene		3732201	0	P37388	Xylose import ATP-binding protein XylG OS=Escherichia coli (strain K12) GN=xylG PE=1 SV=1	xylG	Cell inner membrane	8.24211285299e-05	0.00010303880022	8.70390297773e-05	110.730908037	416244.159795
b3568	3733720	3734901	1	gene		3733742	0	P0AGI4	Xylose transport system permease protein xylH OS=Escherichia coli (strain K12) GN=xylH PE=1 SV=1	xylH	Cell inner membrane	0.000216191980373	4.3412049534e-06	1.60193909693e-06	110.730908037	416354.890703
PM69	3734906	3734978	1	promoter	[b3569]	3734906	0								10.0	416364.890703
b3569	3734979	3736157	1	gene		3734979	0	P0ACI3							110.730908037	416475.621611
b3570	3736353	3737177	-1	gene		3736353	0	P27297							110.730908037	416586.352519
PM00185	3737470	3737496	1	promoter	[b3571]	3737470	0								10.0	416596.352519
b3571	3737497	3739527	1	gene		3737497	0	P25718							110.730908037	416707.083427
PM0-10149	3739674	3739704	1	promoter	[b3572]	3739674	0								10.0	416717.083427
b3572	3739705	3740958	1	gene		3739705	0	P09053	Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=3 SV=3	avtA	Cytoplasm	0.0428674260954	0.041200307781	0.0464269195004	110.730908037	416827.814335
b3573	3741109	3741582	-1	gene		3741109	0	P56256							110.730908037	416938.545243
b3574	3741684	3742532	-1	gene		3741684	0	P37671							110.730908037	417049.276151
PM449	3742533	3742618	-1	promoter	[b3574]	3742533	0								10.0	417059.276151
PM692	3742674	3742732	1	promoter	[b3577, b3583, b3582, b3581, b3580, b3579, b3578, b3576, b3575]	3742674	0								10.0	417069.276151
PM0-9695	3742720	3742732	1	promoter	[b3583, b3582, b3581, b3580, b3579, b3578, b3577, b3576, b3575]	3742732	0								10.0	417079.276151
b3575	3742733	3743731	1	gene		3742733	0	P37672							110.730908037	417190.007059
b3576	3743743	3744210	1	gene		3743743	0	P37673							110.730908037	417300.737967
b3577	3744328	3744801	1	gene		3744328	0	P37674							110.730908037	417411.468875
b3578	3744804	3746081	1	gene		3744804	0	P37675							110.730908037	417522.199783
b3579	3746094	3747080	1	gene		3746094	0	P37676							110.730908037	417632.930691
b3580	3747084	3748580	1	gene		3747084	0	P37677							110.730908037	417743.6616
b3581	3748577	3749239	1	gene		3748580	0	P37678							110.730908037	417854.392508
b3582	3749232	3750092	1	gene		3749239	0	P37679							110.730908037	417965.123416
b3583	3750086	3750781	1	gene		3750092	0	P37680							110.730908037	418075.854324
b4648	3750813	3750914	-1	gene		3750813	0								110.730908037	418186.585232
b4649	3750918	3751109	1	gene		3750918	0								110.730908037	418297.31614
b3584	3751128	3751868	-1	gene		3751128	0	P37681							110.730908037	418408.047048
b3585	3751992	3752966	1	gene		3751992	0	P37682							110.730908037	418518.777956
b3586	3752963	3754099	-1	gene		3752966	0	P37683							110.730908037	418629.508864
b3587	3754105	3754428	-1	gene		3754105	0	P0ADK4							110.730908037	418740.239772
b3588	3754973	3756511	-1	gene		3754973	0	P37685							110.730908037	418850.97068
PM00187	3756512	3756535	-1	promoter	[b3588]	3756512	0								10.0	418860.97068
b3589	3756676	3757827	-1	gene		3756676	0	P37686							110.730908037	418971.701588
b3590	3758017	3759861	-1	gene		3758017	0	P14081	Selenocysteine-specific elongation factor OS=Escherichia coli (strain K12) GN=selB PE=1 SV=3	selB	Cytoplasm	0.00426868485796	0.00556202811569	0.00561442870637	110.730908037	419082.432496
b3591	3759858	3761249	-1	gene		3759861	0	P0A821	L-seryl-tRNA(Sec) selenium transferase OS=Escherichia coli (strain K12) GN=selA PE=1 SV=1	selA	Cytoplasm	0.0137107026137	0.0156427284472	0.0151864567971	110.730908037	419193.163404
PM0-10509	3761250	3761297	-1	promoter	[b3590, b3591]	3761250	0								10.0	419203.163404
b3592	3761347	3761955	-1	gene		3761347	0	P0ACA1							110.730908037	419313.894312
PM0-10150	3761956	3761975	-1	promoter	[b3592]	3761956	0								10.0	419323.894312
b3593	3762183	3766316	1	gene		3762183	0	P16916							110.730908037	419434.62522
b3594	3766337	3767179	1	gene		3766337	0	P0ADK6							110.730908037	419545.356128
b3595	3767221	3768165	1	gene		3767221	0	P32109							110.730908037	419656.087036
b3596	3768177	3768638	1	gene		3768177	0	P32106							110.730908037	419766.817944
b4650	3768639	3768890	1	gene		3768639	0								110.730908037	419877.548852
b4651	3768892	3769256	1	gene		3768892	0								110.730908037	419988.27976
b4615	3769345	3769783	1	gene		3769345	0	A5A625							110.730908037	420099.010668
b4652	3769948	3770146	1	gene		3769948	0								110.730908037	420209.741576
b3597	3770243	3771379	-1	gene		3770243	0	P0AFV0							110.730908037	420320.472484
b3598	3771382	3771744	-1	gene		3771382	0	P32108							110.730908037	420431.203392
PM00272	3772188	3772280	1	promoter	[b3599, b3600, b3601]	3772188	0								10.0	420441.203392
b3599	3772281	3774194	1	gene		3772281	0	P00550	PTS system mannitol-specific EIICBA component OS=Escherichia coli (strain K12) GN=mtlA PE=1 SV=1	mtlA	Cell inner membrane	0.0522707144313	0.06549601089	0.0642678627841	110.730908037	420551.9343
b3600	3774424	3775572	1	gene		3774424	0	P09424							110.730908037	420662.665208
b3601	3775572	3776159	1	gene		3775572	0	P0AF10							110.730908037	420773.396117
b4554	3776171	3776380	-1	gene		3776171	0	Q2M7R5							110.730908037	420884.127025
b3602	3776665	3777027	1	gene		3776665	0	P0ADK8	Uncharacterized protein yibL OS=Escherichia coli (strain K12) GN=yibL PE=1 SV=1	yibL	Cytoplasm	0.0408046712367	0.0349136295984	0.034326339712	110.730908037	420994.857933
PM224	3777289	3777398	1	promoter	[b3605, b3604, b3603]	3777289	0								10.0	421004.857933
b3603	3777399	3779054	1	gene		3777399	0	P33231							110.730908037	421115.588841
b3604	3779054	3779830	1	gene		3779054	0	P0ACL7							110.730908037	421226.319749
b3605	3779827	3781017	1	gene		3779830	0	P33232	L-lactate dehydrogenase [cytochrome] OS=Escherichia coli (strain K12) GN=lldD PE=1 SV=1	lldD	Cell inner membrane	0.0104712107408	0.00964604607418	0.0107521067848	110.730908037	421337.050657
b3606	3781215	3781688	1	gene		3781215	0	P0AGJ7	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL OS=Escherichia coli (strain K12) GN=trmL PE=1 SV=1	trmL	Cytoplasm	0.00114396063253	0.0011699641149	0.00141935145406	110.730908037	421447.781565
b3607	3781741	3782562	-1	gene		3781741	0	P0A9D4	Serine acetyltransferase OS=Escherichia coli (strain K12) GN=cysE PE=1 SV=1	cysE	Cytoplasm	0.0171659243967	0.0197818959227	0.0194466097508	110.730908037	421558.512473
PM00454	3782563	3782681	-1	promoter	[b3607]	3782563	0								10.0	421568.512473
b3608	3782642	3783661	-1	gene		3782681	0	P0A6S7	Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain K12) GN=gpsA PE=3 SV=1	gpsA	Cytoplasm	0.0205592229648	0.0196983693216	0.0188267756307	110.730908037	421679.243381
b3609	3783661	3784128	-1	gene		3783661	0	P0AG86	Protein-export protein SecB OS=Escherichia coli (strain K12) GN=secB PE=1 SV=1	secB	Cytoplasm	0.387580531056	0.479318905442	0.480458911736	110.730908037	421789.974289
PM0-46344	3784129	3784203	-1	promoter	[b3609, b3608]	3784129	0								10.0	421799.974289
b3610	3784191	3784442	-1	gene		3784203	0								110.730908037	421910.705197
b3611	3784584	3785015	-1	gene		3784584	0	P0AG27							110.730908037	422021.436105
PM0-46345	3785016	3785195	-1	promoter	[b3610, b3611, b3608, b3609]	3785016	0								10.0	422031.436105
PM0-46132	3785187	3785259	1	promoter	[b3614, b3613, b3612]	3785195	0								10.0	422041.436105
b3612	3785260	3786804	1	gene		3785260	0	P37689							110.730908037	422152.167013
b3613	3786838	3788097	1	gene		3786838	0	P37690	Uncharacterized protein yibP OS=Escherichia coli (strain K12) GN=yibP PE=4 SV=2	envC	Periplasm	0.00438479258849	0.00548903271901	0.00414408117624	110.730908037	422262.897921
b3614	3788101	3789060	1	gene		3788101	0	P37691							110.730908037	422373.628829
b3615	3789047	3790081	-1	gene		3789060	0	P11290							110.730908037	422484.359737
PM0-9640	3790082	3790149	-1	promoter	[b3615]	3790082	0								10.0	422494.359737
b3616	3790320	3791345	-1	gene		3790320	0	P07913	L-threonine 3-dehydrogenase OS=Escherichia coli (strain K12) GN=tdh PE=1 SV=1	tdh	Cytoplasm	0.00993943631713	0.0115694369053	0.0111657467783	110.730908037	422605.090645
b3617	3791355	3792551	-1	gene		3791355	0	P0AB77							110.730908037	422715.821553
PM00115	3792552	3792577	-1	promoter	[b3616, b3617]	3792552	0								10.0	422725.821553
b3618	3792826	3793683	-1	gene		3792826	0	P25666							110.730908037	422836.552461
PM00513	3793865	3793986	1	promoter	[b3619, b3620, b3621, b3622]	3793865	0								10.0	422846.552461
PM0-4422	3793896	3793986	1	promoter	[b3622, b3621, b3620, b3619]	3793986	0								10.0	422856.552461
