gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	proteinMW	Copies/Cell_MG1655.Glucose	g/Protein	cumulativeAbudance
b3136	3281976	3283130	1	gene		3281976	0	P42907					5809958.571344681	91955038237.62871
b3137	3283143	3284003	1	gene		3283143	0	P0AB74					5809958.571344681	91960848196.20006
b3138	3284170	3284646	1	gene		3284170	0	P42909					5809958.571344681	91966658154.77141
b3139	3284685	3285488	1	gene		3284685	0	P42910					5809958.571344681	91972468113.34276
b3140	3285478	3286269	1	gene		3285488	0	P42911					5809958.571344681	91978278071.91411
b3141	3286270	3287025	1	gene		3286270	0	P42912					5809958.571344681	91984088030.48546
b3142	3287426	3288010	1	gene		3287426	0	P42913					5809958.571344681	91989897989.05681
b3143	3288090	3288785	1	gene		3288090	0	P42914					5809958.571344681	91995707947.62816
b3144	3288814	3291330	1	gene		3288814	0	P42915					5809958.571344681	92001517906.19951
b3145	3291341	3292432	1	gene		3291341	0	P43319					5809958.571344681	92007327864.77086
b3146	3292475	3293335	-1	gene		3292475	0	P67087	Ribosomal RNA small subunit methyltransferase I OS=Escherichia coli (strain K12) GN=rsmI PE=1 SV=1	rsmI	31310.56676	415.3074889321001	13003512.858136483	92020331377.629
b3147	3293400	3295436	1	gene		3293400	0	P45464	Penicillin-binding protein activator LpoA OS=Escherichia coli (strain K12) GN=lpoA PE=1 SV=1	lpoA	72761.97123	413.0423506714055	30053775.636324376	92050385153.26532
b3148	3295394	3295789	1	gene		3295436	0	P45465					5809958.571344681	92056195111.83667
b3149	3295809	3296399	1	gene		3295809	0	P66817	DnaA initiator-associating protein diaA OS=Escherichia coli (strain K12) GN=diaA PE=1 SV=1	diaA	21074.66913	92.9424804613656	1958732.0238447697	92058153843.86052
PM-8779	3296072	3296408	1	promoter	[b3150]	3296399	0						5809958.571344681	92063963802.43187
b3150	3296409	3296984	1	gene		3296409	0	P64596	Uncharacterized protein yraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1	yraP	19997.67198	757.103025800325	15140297.965020375	92079104100.3969
b3151	3297098	3298138	-1	gene		3297098	0	P45468	UPF0718 protein yraQ OS=Escherichia coli (strain K12) GN=yraQ PE=3 SV=1	yraQ	37213.82031	6.719013081512709	250040.14547595335	92079354140.54237
b3152	3298211	3298846	-1	gene		3298211	0	P45469					5809958.571344681	92085164099.11372
PM0-36252	3298847	3298897	-1	promoter	[b3152]	3298847	0						5809958.571344681	92090974057.68507
b3153	3298974	3299492	1	gene		3298974	0	P45470					5809958.571344681	92096784016.25642
b3154	3299472	3299915	-1	gene		3299492	0	P67762					5809958.571344681	92102593974.82777
b3155	3299966	3300268	1	gene		3299966	0	P45472					5809958.571344681	92108403933.39912
b3156	3300255	3300758	-1	gene		3300268	0	P63417	Uncharacterized N-acetyltransferase YhbS OS=Escherichia coli (strain K12) GN=yhbS PE=3 SV=1	yhbS	18504.27117	461.6030168632555	8541627.396927763	92116945560.79605
b3157	3300752	3301276	-1	gene		3300758	0	P64599	Uncharacterized protein yhbT OS=Escherichia coli (strain K12) GN=yhbT PE=1 SV=1	yhbT	19641.28483	0.006417733826974645	126.05253805873494	92116945686.84859
PM0-10131	3301277	3301301	-1	promoter	[b3156, b3157]	3301277	0						5809958.571344681	92122755645.41994
PM0-10130	3301277	3301368	-1	promoter	[b3157, b3156]	3301301	0						5809958.571344681	92128565603.99129
b3158	3301485	3302480	1	gene		3301485	0	P45527					5809958.571344681	92134375562.56264
b3159	3302489	3303367	1	gene		3302489	0	P45475					5809958.571344681	92140185521.13399
b3160	3303448	3304455	1	gene		3303448	0	P0ADV5	Uncharacterized protein yhbW OS=Escherichia coli (strain K12) GN=yhbW PE=4 SV=1	yhbW	37087.72888	128.1268845593933	4751935.156777837	92144937456.29077
b3161	3304573	3305817	-1	gene		3304573	0	P0AAD2					5809958.571344681	92150747414.86212
PM0-9417	3305818	3305932	-1	promoter	[b3161]	3305818	0						5809958.571344681	92156557373.43347
b3162	3305971	3307860	-1	gene		3305971	0	P0A9P6	Cold-shock DEAD box protein A OS=Escherichia coli (strain K12) GN=deaD PE=1 SV=2	deaD	70484.62084	421.9455272342327	29740670.502238788	92186298043.93571
b4685	3307853	3307933	-1	gene		3307860	0	C1P618					5809958.571344681	92192108002.50706
PM0-10411	3307934	3308086	-1	promoter	[b3162, b4685]	3307934	0						5809958.571344681	92197917961.07841
b3163	3308040	3308924	-1	gene		3308086	0	P0AFB1	Lipoprotein nlpI OS=Escherichia coli (strain K12) GN=nlpI PE=1 SV=1	nlpI	33581.82179	123.94940975013556	4162446.989204741	92202080408.06763
b3164	3309033	3311168	-1	gene		3309033	0	P05055	Polyribonucleotide nucleotidyltransferase OS=Escherichia coli (strain K12) GN=pnp PE=1 SV=3	pnp	77034.97797	2207.9247614584906	170087435.35837233	92372167843.426
PM00438	3311169	3311326	-1	promoter	[b3164]	3311169	0						5809958.571344681	92377977801.99734
b4449	3311225	3311398	1	gene		3311326	0						5809958.571344681	92383787760.5687
b3165	3311415	3311684	-1	gene		3311415	0	P0ADZ4	30S ribosomal protein S15 OS=Escherichia coli (strain K12) GN=rpsO PE=1 SV=2	rpsO	10244.49567	43051.85631486699	441044555.60311705	92824832316.17181
PM00439	3311685	3311786	-1	promoter	[b3164, b3165]	3311685	0						5809958.571344681	92830642274.74316
b3166	3311833	3312777	-1	gene		3311833	0	P60340	tRNA pseudouridine synthase B OS=Escherichia coli (strain K12) GN=truB PE=1 SV=1	truB	35047.11747	130.78526838807534	4583646.664542354	92835225921.4077
b3167	3312777	3313178	-1	gene		3312777	0	P0A7G2	Ribosome-binding factor A OS=Escherichia coli (strain K12) GN=rbfA PE=1 SV=2	rbfA	15126.78278	1545.9045818397185	23384562.808096156	92858610484.21579
b3168	3313342	3316014	-1	gene		3313342	0	P0A705	Translation initiation factor IF-2 OS=Escherichia coli (strain K12) GN=infB PE=1 SV=1	infB	97272.32602	1544.6421559954367	150250935.3822238	93008861419.598
b3169	3316039	3317526	-1	gene		3316039	0	P0AFF6	Transcription elongation protein nusA OS=Escherichia coli (strain K12) GN=nusA PE=1 SV=1	nusA	54819.06259	5037.029021362565	276125209.18972087	93284986628.78773
b3170	3317554	3318006	-1	gene		3317554	0	P0A8A8	Ribosome maturation factor rimP OS=Escherichia coli (strain K12) GN=rimP PE=1 SV=2	rimP	16622.51589	730.606623842953	12144520.214168739	93297131149.0019
PM0-8873	3318007	3318175	-1	promoter	[b3170, b3168, b3169]	3318007	0						5809958.571344681	93302941107.57326
b3171	3318213	3318289	-1	gene		3318213	0						5809958.571344681	93308751066.1446
PM00672	3318290	3318375	-1	promoter	[b3164, b3165, b3166, b3167, b3168, b3169, b3170, b3171]	3318290	0						5809958.571344681	93314561024.71596
PM0-5741	3318562	3318636	1	promoter	[b3172]	3318562	0						5809958.571344681	93320370983.28731
b3172	3318637	3319980	1	gene		3318637	0	P0A6E4	Argininosuccinate synthase OS=Escherichia coli (strain K12) GN=argG PE=1 SV=2	argG	49848.81733	8158.008538699588	406667077.422216	93727038060.70952
b3173	3319988	3321613	-1	gene		3319988	0	P42640					5809958.571344681	93732848019.28087
b3174	3322072	3322158	-1	gene		3322072	0						5809958.571344681	93738657977.85222
PM00673	3322159	3322278	-1	promoter	[b3174]	3322159	0						5809958.571344681	93744467936.42357
b3175	3322173	3322505	-1	gene		3322278	0	P0AG99	Protein-export membrane protein SecG OS=Escherichia coli (strain K12) GN=secG PE=1 SV=1	secG	11339.85638	2170.942994983546	24618181.772280473	93769086118.19585
PM0-9881	3322506	3322590	-1	promoter	[b3174, b3175]	3322506	0						5809958.571344681	93774896076.7672
b3176	3322733	3324070	-1	gene		3322733	0	P31120	Phosphoglucosamine mutase OS=Escherichia coli (strain K12) GN=glmM PE=1 SV=3	glmM	47495.53374	1020.6641556292166	48476988.84089606	93823373065.6081
b3177	3324063	3324911	-1	gene		3324070	0	P0AC13	Dihydropteroate synthase OS=Escherichia coli (strain K12) GN=folP PE=1 SV=1	folP	30577.67761	245.99165055392476	7521853.385389688	93830894918.99348
b3178	3325001	3326935	-1	gene		3325001	0	P0AAI3	ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli (strain K12) GN=ftsH PE=1 SV=1	ftsH	70645.4092	1758.2824682312034	124214584.45737936	93955109503.45087
b3179	3327035	3327664	-1	gene		3327035	0	P0C0R7	Ribosomal RNA large subunit methyltransferase E OS=Escherichia coli (strain K12) GN=rlmE PE=1 SV=1	rlmE	23302.1049	214.99882120000535	5009925.084978868	93960119428.53584
PM00562	3327665	3327760	-1	promoter	[b3178, b3179]	3327665	0						5809958.571344681	93965929387.1072
PM0-10132	3327759	3327789	1	promoter	[b3180]	3327760	0						5809958.571344681	93971739345.67854
b3180	3327790	3328083	1	gene		3327790	0	P0AGK4	RNA-binding protein YhbY OS=Escherichia coli (strain K12) GN=yhbY PE=1 SV=1	yhbY	10759.04069	209.19364327486292	2250722.920083595	93973990068.59863
b3181	3328239	3328715	-1	gene		3328239	0	P0A6W5	Transcription elongation factor greA OS=Escherichia coli (strain K12) GN=greA PE=1 SV=1	greA	17612.06622	3059.1497130790735	53877947.32364265	94027868015.92227
PM0-10488	3328716	3328864	-1	promoter	[b3181]	3328716	0						5809958.571344681	94033677974.49362
b3182	3328963	3330396	1	gene		3328963	0	P24228	D-alanyl-D-alanine carboxypeptidase dacB OS=Escherichia coli (strain K12) GN=dacB PE=1 SV=2	dacB	51747.53005	20.415698706720242	1056461.982317752	94034734436.47594
b3183	3330582	3331754	-1	gene		3330582	0	P42641	GTPase ObgE/CgtA OS=Escherichia coli (strain K12) GN=obgE PE=1 SV=1	obgE	43240.69916	467.56957453990253	20218035.30904912	94054952471.78499
b3184	3331770	3332735	-1	gene		3331770	0	P0AA73					5809958.571344681	94060762430.35634
b3185	3332862	3333119	-1	gene		3332862	0	P0A7L8	50S ribosomal protein L27 OS=Escherichia coli (strain K12) GN=rpmA PE=1 SV=2	rpmA	9100.87084	23050.926869648352	209783508.18295518	94270545938.53929
b3186	3333140	3333451	-1	gene		3333140	0	P0AG48	50S ribosomal protein L21 OS=Escherichia coli (strain K12) GN=rplU PE=1 SV=1	rplU	11539.18454	7433.581484281446	85777468.54025072	94356323407.07954
PM0-36158	3333452	3333516	-1	promoter	[b3183, b3184, b3185, b3186]	3333452	0						5809958.571344681	94362133365.6509
b3187	3333710	3334681	1	gene		3333710	0	P0AD57	Octaprenyl-diphosphate synthase OS=Escherichia coli (strain K12) GN=ispB PE=1 SV=1	ispB	35176.70652	54.6049692374542	1920822.9773995546	94364054188.6283
PM0-46314	3334858	3334908	1	promoter	[b3188]	3334858	0						5809958.571344681	94369864147.19965
b3188	3334909	3335187	1	gene		3334909	0	P0ACH1					5809958.571344681	94375674105.771
b3189	3335235	3336494	-1	gene		3335235	0	P0A749	UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) GN=murA PE=1 SV=1	murA	44771.46454	698.350002090844	31266152.355119146	94406940258.12611
b3190	3336549	3336803	-1	gene		3336549	0	P0A9W6	Uncharacterized protein YrbA OS=Escherichia coli (strain K12) GN=yrbA PE=1 SV=1	yrbA	9427.72188	466.4659016278301	4397710.787050621	94411337968.91316
PM0-46203	3336804	3336833	-1	promoter	[b3189, b3190]	3336804	0						5809958.571344681	94417147927.48451
PM0-36160	3336804	3336886	-1	promoter	[b3190]	3336833	0						5809958.571344681	94422957886.05586
b3191	3336963	3337256	-1	gene		3336963	0	P64602	Probable phospholipid ABC transporter-binding protein mlaB OS=Escherichia coli (strain K12) GN=mlaB PE=1 SV=1	mlaB	10655.59462	158.0312148408411	1683916.5626501306	94424641802.61852
b3192	3337256	3337891	-1	gene		3337256	0	P0ADV7	Probable phospholipid-binding protein mlaC OS=Escherichia coli (strain K12) GN=mlaC PE=1 SV=1	mlaC	23929.47447	1306.3200711854154	31259552.79307998	94455901355.41159
b3193	3337910	3338461	-1	gene		3337910	0	P64604	Probable phospholipid ABC transporter-binding protein mlaD OS=Escherichia coli (strain K12) GN=mlaD PE=1 SV=1	mlaD	19546.14199	853.9656484421376	16691733.819032446	94472593089.23062
b3194	3338466	3339248	-1	gene		3338466	0	P64606	Probable phospholipid ABC transporter permease protein mlaE OS=Escherichia coli (strain K12) GN=mlaE PE=1 SV=1	mlaE	27827.06062	14.552417442036576	404951.0023270972	94472998040.23296
b3195	3339256	3340065	-1	gene		3339256	0	P63386	Probable phospholipid import ATP-binding protein MlaF OS=Escherichia coli (strain K12) GN=mlaF PE=1 SV=1	mlaF	29060.05549	57.017933484592575	1656944.3109873892	94474654984.54395
PM0-9420	3340211	3340274	1	promoter	[b3197, b3196]	3340211	0						5809958.571344681	94480464943.1153
b3196	3340275	3341252	1	gene		3340275	0	P45394					5809958.571344681	94486274901.68665
b3197	3341266	3342252	1	gene		3341266	0	P45395	Arabinose 5-phosphate isomerase OS=Escherichia coli (strain K12) GN=kdsD PE=1 SV=1	kdsD	35155.07892	285.95510327745126	10052774.223295549	94496327675.90994
PM0-36210	3341719	3342272	1	promoter	[b3201, b3200, b3199, b3198]	3342252	0						5809958.571344681	94502137634.4813
b3198	3342273	3342839	1	gene		3342273	0	P0ABZ4	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase OS=Escherichia coli (strain K12) GN=kdsC PE=1 SV=1	kdsC	19966.50451	713.9507829952108	14255101.528591907	94516392736.00989
b3199	3342836	3343411	1	gene		3342839	0	P0ADV9	Lipopolysaccharide export system protein lptC OS=Escherichia coli (strain K12) GN=lptC PE=1 SV=1	lptC	21671.13798	51.863369305781646	1123938.2323332909	94517516674.24222
PM0-36211	3343299	3343379	1	promoter	[b3201, b3200]	3343411	1						5809958.571344681	94523326632.81357
b3200	3343380	3343937	1	gene		3343411	0	P0ADV1	Lipopolysaccharide export system protein lptA OS=Escherichia coli (strain K12) GN=lptA PE=1 SV=1	lptA	20096.38618	926.4417850900625	18618131.886458464	94541944764.70003
PM-8781	3343396	3343943	1	promoter	[b3205, b3204, b3203, b3202, b3201]	3343937	0						5809958.571344681	94547754723.27138
b3201	3343944	3344669	1	gene		3343944	0	P0A9V1	Lipopolysaccharide export system ATP-binding protein LptB OS=Escherichia coli (strain K12) GN=lptB PE=1 SV=2	lptB	26766.07681	1407.0960611520748	37662441.25184489	94585417164.52322
PM00639	3344662	3344716	1	promoter	[b3202, b3203, b3204, b3205, b3206]	3344669	0						5809958.571344681	94591227123.09457
b3202	3344717	3346150	1	gene		3344717	0	P24255	RNA polymerase sigma-54 factor OS=Escherichia coli (strain K12) GN=rpoN PE=3 SV=2	rpoN	53938.38989	252.22488230478103	13604604.04171464	94604831727.13629
b3203	3346173	3346460	1	gene		3346173	0	P0AFX0	Probable sigma(54) modulation protein OS=Escherichia coli (strain K12) GN=yhbH PE=1 SV=1	yhbH	10725.60191	2121.7038513159455	22756550.88012866	94627588278.01642
b3204	3346578	3347069	1	gene		3346578	0						5809958.571344681	94633398236.58777
b3205	3347115	3347969	1	gene		3347115	0	P0A894	UPF0042 nucleotide-binding protein yhbJ OS=Escherichia coli (strain K12) GN=yhbJ PE=1 SV=1	yhbJ	32453.73402	132.89698482416392	4313003.397543392	94637711239.9853
b3206	3347966	3348238	1	gene		3347969	0						5809958.571344681	94643521198.55666
PM0-8161	3348421	3348451	1	promoter	[b3207]	3348421	0						5809958.571344681	94649331157.128
b3207	3348452	3349084	1	gene		3348452	0	P64610	Uncharacterized protein yrbL OS=Escherichia coli (strain K12) GN=yrbL PE=2 SV=1	yrbL	24311.57908	12.083618260377694	293771.84090970433	94649624928.96892
b3208	3349081	3349809	-1	gene		3349084	0	P46022					5809958.571344681	94655434887.54027
b3209	3349806	3350459	-1	gene		3349809	0	P0ABU5	Enhancing lycopene biosynthesis protein 2 OS=Escherichia coli (strain K12) GN=elbB PE=1 SV=1	elbB	22948.79863	1255.6421586214233	28815479.049541563	94684250366.58981
PM0-9687	3350577	3350576	1	promoter	[b4450]	3350577	1						5809958.571344681	94690060325.16116
b4450	3350577	3350697	1	gene		3350577	0						5809958.571344681	94695870283.73251
b3210	3350689	3353025	-1	gene		3350697	0						5809958.571344681	94701680242.30386
PM0-10133	3353026	3353049	-1	promoter	[b3210]	3353026	0						5809958.571344681	94707490200.87521
b3211	3353121	3354050	-1	gene		3353121	0	P0ADW6					5809958.571344681	94713300159.44656
PM00254	3354509	3354724	1	promoter	[b3212, b3213, b3214]	3354509	0						5809958.571344681	94719110118.01791
b3212	3354725	3359185	1	gene		3354725	0	P09831	Glutamate synthase [NADPH] large chain OS=Escherichia coli (strain K12) GN=gltB PE=1 SV=3	gltB	163176.3153	1815.0609981658645	296174965.7254458	95015285083.74336
b3213	3359198	3360616	1	gene		3359198	0	P09832	Glutamate synthase [NADPH] small chain OS=Escherichia coli (strain K12) GN=gltD PE=1 SV=3	gltD	51964.01557	3613.1344443765333	187752974.5240855	95203038058.26744
b3214	3361176	3361940	1	gene		3361176	0	P28721					5809958.571344681	95208848016.83879
b3215	3362112	3362786	1	gene		3362112	0	P28722					5809958.571344681	95214657975.41014
b3216	3362807	3365188	1	gene		3362807	0	P45420					5809958.571344681	95220467933.98149
b4569	3365185	3366929	1	gene		3365188	0						5809958.571344681	95226277892.55284
b3218	3365702	3366718	-1	gene		3366929	1	P0CE57					5809958.571344681	95232087851.12419
b3219	3366926	3367642	1	gene		3366929	0	P45422					5809958.571344681	95237897809.69554
b3220	3367827	3368954	1	gene		3367827	0	P45423					5809958.571344681	95243707768.26689
b3221	3369014	3369478	-1	gene		3369014	0	P45424	Uncharacterized protein yhcH OS=Escherichia coli (strain K12) GN=yhcH PE=1 SV=1	yhcH	17008.4626	212.29198728336937	3610760.325988863	95247318528.59288
b3222	3369475	3370350	-1	gene		3369478	0	P45425	N-acetylmannosamine kinase OS=Escherichia coli (strain K12) GN=nanK PE=1 SV=2	nanK	29607.46552	76.7728991372962	2273050.964077935	95249591579.55696
b3223	3370347	3371036	-1	gene		3370350	0	P0A761	Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Escherichia coli (strain K12) GN=nanE PE=1 SV=1	nanE	24040.45142	48.559957644440416	1167403.3027084274	95250758982.85966
b3224	3371084	3372574	-1	gene		3371084	0	P41036	Putative sialic acid transporter OS=Escherichia coli (strain K12) GN=nanT PE=1 SV=2	nanT	53498.40439	3.6544698420756516	195508.30544242266	95250954491.1651
b3225	3372683	3373576	-1	gene		3372683	0	P0A6L4	N-acetylneuraminate lyase OS=Escherichia coli (strain K12) GN=nanA PE=1 SV=2	nanA	32554.82139	149.32291459237877	4861180.813989116	95255815671.9791
PM0-1781	3373577	3373620	-1	promoter	[b3221, b3222, b3223, b3224, b3225]	3373577	0						5809958.571344681	95261625630.55045
b3226	3373698	3374489	-1	gene		3373698	0	P0A8W0	Transcriptional regulator nanR OS=Escherichia coli (strain K12) GN=nanR PE=3 SV=1	nanR	29488.0806	166.38642407122572	4906416.283758084	95266532046.8342
PM0-9197	3374583	3374868	1	promoter	[b3227]	3374583	0						5809958.571344681	95272342005.40555
b3227	3374869	3376236	1	gene		3374869	0	P45428					5809958.571344681	95278151963.9769
b3228	3376279	3376776	-1	gene		3376279	0	P0AFZ3	Stringent starvation protein B OS=Escherichia coli (strain K12) GN=sspB PE=1 SV=1	sspB	18233.05384	433.85200777636203	7910447.016378508	95286062410.99327
b3229	3376782	3377420	-1	gene		3376782	0	P0ACA3	Stringent starvation protein A OS=Escherichia coli (strain K12) GN=sspA PE=1 SV=2	sspA	24271.40368	4212.3214033445865	102238953.21048056	95388301364.20375
PM00641	3377421	3377569	-1	promoter	[b3228, b3229]	3377421	0						5809958.571344681	95394111322.7751
b3230	3377815	3378207	-1	gene		3377815	0	P0A7X3	30S ribosomal protein S9 OS=Escherichia coli (strain K12) GN=rpsI PE=1 SV=2	rpsI	14829.0118	6032.804215678259	89460524.90138265	95483571847.67648
b3231	3378223	3378651	-1	gene		3378223	0	P0AA10	50S ribosomal protein L13 OS=Escherichia coli (strain K12) GN=rplM PE=1 SV=1	rplM	15990.53156	29578.14034023343	472970186.59661174	95956542034.2731
PM404	3378652	3378672	-1	promoter	[b3230, b3231]	3378652	0						5809958.571344681	95962351992.84445
b3232	3378870	3379997	-1	gene		3378870	0	P64612	Uncharacterized protein YhcM OS=Escherichia coli (strain K12) GN=yhcM PE=1 SV=1	yhcM	43018.03749	31.409490111827644	1351174.6231723859	95963703167.46762
PM0-10134	3380182	3380190	1	promoter	[b3233]	3380182	0						5809958.571344681	95969513126.03897
b3233	3380191	3380589	1	gene		3380191	0	P0ADW3	Putative cytochrome d ubiquinol oxidase subunit 3 OS=Escherichia coli (strain K12) GN=yhcB PE=1 SV=2	yhcB	14933.50295	4451.214787127045	66472229.15464535	96035985355.19362
PM0-10135	3380654	3380742	1	promoter	[b3235, b3234]	3380654	0						5809958.571344681	96041795313.76497
PM0-46305	3380698	3380742	1	promoter	[b3234]	3380742	0						5809958.571344681	96047605272.33632
b3234	3380743	3382110	1	gene		3380743	0	P39099	Protease degQ OS=Escherichia coli (strain K12) GN=degQ PE=1 SV=1	degQ	47158.1467	589.1661294801851	27783982.76469776	96075389255.10101
PM0-46306	3382173	3382199	1	promoter	[b3235]	3382173	0						5809958.571344681	96081199213.67236
b3235	3382200	3383267	1	gene		3382200	0	P0AEE3	Protease degS OS=Escherichia coli (strain K12) GN=degS PE=1 SV=1	degS	37539.88162	48.62217689394808	1825270.76470551	96083024484.43707
b3236	3383330	3384268	-1	gene		3383330	0	P61889	Malate dehydrogenase OS=Escherichia coli (strain K12) GN=mdh PE=1 SV=1	mdh	32299.20422	45044.31271938134	1454895455.4728415	97537919939.90991
PM0-10371	3384269	3384470	-1	promoter	[b3236]	3384269	0						5809958.571344681	97543729898.48126
PM00442	3384602	3384702	1	promoter	[b3237]	3384602	0						5809958.571344681	97549539857.05261
b3237	3384703	3385173	1	gene		3384703	0	P0A6D0	Arginine repressor OS=Escherichia coli (strain K12) GN=argR PE=1 SV=1	argR	16965.84566	574.1701650739595	9741282.40322152	97559281139.45584
b3238	3385538	3385801	1	gene		3385538	0	P64614					5809958.571344681	97565091098.02719
b3239	3385857	3386129	-1	gene		3385857	0	P64616					5809958.571344681	97570901056.59854
b3240	3386221	3388188	-1	gene		3386221	0	P46481					5809958.571344681	97576711015.16989
b3241	3388194	3389126	-1	gene		3388194	0	P46482					5809958.571344681	97582520973.74124
b3242	3389134	3389337	-1	gene		3389134	0	P46478					5809958.571344681	97588330932.31259
PM0-36253	3389338	3389430	-1	promoter	[b3242, b3241, b3240]	3389338	0						5809958.571344681	97594140890.88394
PM0-36254	3389496	3389519	1	promoter	[b3243]	3389496	0						5809958.571344681	97599950849.45529
b3243	3389520	3390449	1	gene		3389520	0	P67662					5809958.571344681	97605760808.02664
b3244	3390583	3392028	-1	gene		3390583	0	P0AGG8	Protein tldD OS=Escherichia coli (strain K12) GN=tldD PE=1 SV=1	tldD	51314.11743	199.97573718257732	10261578.46093759	97616022386.48758
b4472	3392458	3396258	-1	gene		3392458	0	P46474	Uncharacterized protein yhdP OS=Escherichia coli (strain K12) GN=yhdP PE=4 SV=4	yhdP	138949.1541	0.41339304580685815	57440.6140256855	97616079827.10161
b3247	3396326	3397795	-1	gene		3396326	0	P0A9J0	Ribonuclease G OS=Escherichia coli (strain K12) GN=rng PE=1 SV=2	rng	55311.45087	189.103257437626	10459575.533118213	97626539402.63472
b3248	3397785	3398378	-1	gene		3397795	0	P25536	Maf-like protein yhdE OS=Escherichia coli (strain K12) GN=yhdE PE=1 SV=1	yhdE	21484.15183	106.8630409882482	2295861.7976070377	97628835264.43233
b3249	3398387	3398875	-1	gene		3398387	0	P0ABH4					5809958.571344681	97634645223.00368
b3250	3398875	3399978	-1	gene		3398875	0	P16926	Rod shape-determining protein mreC OS=Escherichia coli (strain K12) GN=mreC PE=3 SV=1	mreC	39487.79943	44.300091683091956	1749313.1351125462	97636394536.1388
b3251	3400044	3401087	-1	gene		3400044	0	P0A9X4	Rod shape-determining protein mreB OS=Escherichia coli (strain K12) GN=mreB PE=1 SV=1	mreB	36911.03451	3752.0662312189597	138492646.14432865	97774887182.28313
PM0-9540	3401088	3401356	-1	promoter	[b3249, b3250, b3251]	3401088	0						5809958.571344681	97780697140.85448
b3252	3401392	3403332	-1	gene		3401392	0	P13518					5809958.571344681	97786507099.42583
b3253	3403484	3404458	1	gene		3403484	0	P26646	Putative quinone oxidoreductase YhdH OS=Escherichia coli (strain K12) GN=yhdH PE=1 SV=1	yhdH	34683.88067	524.1509398091423	18179588.649408642	97804686688.07524
b4697	3404495	3404637	1	gene		3404495	0						5809958.571344681	97810496646.64659
b4646	3404638	3405031	1	gene		3404638	0						5809958.571344681	97816306605.21794
PM00525	3405140	3405435	1	promoter	[b3255, b3256]	3405140	0						5809958.571344681	97822116563.78929
PM0-46357	3405172	3405435	1	promoter	[b3256, b3255]	3405435	0						5809958.571344681	97827926522.36064
b3255	3405436	3405906	1	gene		3405436	0	P0ABD8	Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Escherichia coli (strain K12) GN=accB PE=1 SV=1	accB	16658.41639	2822.428059729256	47017181.84978973	97874943704.21043
b3256	3405917	3407266	1	gene		3405917	0	P24182	Biotin carboxylase OS=Escherichia coli (strain K12) GN=accC PE=1 SV=2	accC	49271.30273	2214.8653093430785	109129299.16281793	97984073003.37325
PM0-8875	3407351	3407374	1	promoter	[b3257, b3258, b3259]	3407351	0						5809958.571344681	97989882961.9446
b3257	3407375	3407617	1	gene		3407375	0	P45566					5809958.571344681	97995692920.51595
b3258	3407607	3409058	1	gene		3407617	0	P16256					5809958.571344681	98001502879.0873
b3259	3409070	3409951	1	gene		3409070	0	P0A8T1	Ribosomal protein L11 methyltransferase OS=Escherichia coli (strain K12) GN=prmA PE=1 SV=1	prmA	31838.89513	184.2682474093733	5866897.405055931	98007369776.49236
PM00028	3410246	3410279	1	promoter	[b3260, b3261]	3410246	0						5809958.571344681	98013179735.0637
b3260	3410280	3411245	1	gene		3410280	0	P0ABT5	tRNA-dihydrouridine synthase B OS=Escherichia coli (strain K12) GN=dusB PE=1 SV=1	dusB	35825.34133	11.619715459463194	416280.27249274676	98013596015.3362
b3261	3411271	3411567	1	gene		3411271	0	P0A6R3	DNA-binding protein fis OS=Escherichia coli (strain K12) GN=fis PE=1 SV=1	fis	11214.75515	3219.8297670273855	36109602.46189368	98049705617.7981
b3262	3411653	3412537	1	gene		3411653	0	P28638					5809958.571344681	98055515576.36945
b3263	3412621	3412800	1	gene		3412621	0	P64619					5809958.571344681	98061325534.9408
b3264	3412803	3413465	-1	gene		3412803	0	P0ACT2					5809958.571344681	98067135493.51215
PM0-8727	3413702	3413863	1	promoter	[b3265, b3266]	3413702	0						5809958.571344681	98072945452.0835
b3265	3413864	3415021	1	gene		3413864	0	P24180					5809958.571344681	98078755410.65485
b3266	3415033	3418137	1	gene		3415033	0	P24181					5809958.571344681	98084565369.2262
b3267	3418390	3418611	1	gene		3418390	0	P64622					5809958.571344681	98090375327.79755
PM0-3822	3418972	3419148	1	promoter	[b3271, b3270, b3269, b3268]	3418972	0						5809958.571344681	98096185286.3689
b3268	3419042	3420066	1	gene		3419148	0						5809958.571344681	98101995244.94025
b3269	3420134	3421315	1	gene		3420134	0	P45767					5809958.571344681	98107805203.5116
b3270	3421325	3422428	1	gene		3421325	0	P45768					5809958.571344681	98113615162.08295
b3271	3422436	3423194	1	gene		3422436	0	P45769					5809958.571344681	98119425120.6543
b3272	3423423	3423542	-1	gene		3423423	0						5809958.571344681	98125235079.22565
b3273	3423580	3423655	-1	gene		3423580	0						5809958.571344681	98131045037.797
b3274	3423668	3423787	-1	gene		3423668	0						5809958.571344681	98136854996.36835
