gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	iBAQ_W3110	iBAQ_W3110_cumulative_abundance	iBAQ_Step04	iBAQ_Step04_cumulative_abundance	iBAQ_Step05	iBAQ_Step05_cumulative_abundance	iBAQ_Step09	iBAQ_Step09_cumulative_abundance	iBAQ_Step10	iBAQ_Step10_cumulative_abundance
PM00570	3600784	3601003	-1	promoter	[b3461]	3600784	0					4.59165577905e-07			150.69181947	-8.1839794332e-07	0.791381665818	-3.56448835719e-07	0.78433339395	-0.0	0.781531817763	-0.0	0.788653843828	-0.0	0.789659665085
b3462	3601028	3602086	-1	gene		3601028	0	P0AC30	Cell division protein ftsX OS=Escherichia coli (strain K12) GN=ftsX PE=1 SV=1	ftsX	Cell inner membrane	0.00214984574119	0.00249005524699	0.00197878617109	150.691819929	0.000108331967042	0.79138084742	0.000133942995413	0.784333037501	0.000178629839007	0.781531817763	9.06078156191e-05	0.788653843828	0.00015031195479	0.789659665085
b3463	3602079	3602747	-1	gene		3602086	0	P0A9R7	Cell division ATP-binding protein FtsE OS=Escherichia coli (strain K12) GN=ftsE PE=1 SV=1	ftsE	Cell inner membrane	0.00976954090999	0.0129705241284	0.0101134829183	150.693969775	0.000121116079044	0.791489179387	0.00011836156213	0.784466980496	7.4509313673e-05	0.781710447602	7.05134553753e-05	0.788744451643	9.39660433707e-05	0.78980997704
b3464	3602750	3604243	-1	gene		3602750	0	P10121	Cell division protein ftsY OS=Escherichia coli (strain K12) GN=ftsY PE=1 SV=1	ftsY	Cell inner membrane	0.105051863043	0.0974789847004	0.103933235023	150.703739316	0.0001767254124	0.791610295466	0.000161650268621	0.784585342058	0.000142718757678	0.781784956916	0.000158327839137	0.788814965099	0.000156646255235	0.789903943083
b3465	3604393	3604989	1	gene		3604393	0	P0ADX9				4.59165577905e-07			150.808791179	1.03643681813e-05	0.791787020879	1.59955457269e-05	0.784746992327	1.69410471125e-05	0.781927675673	2.47813940042e-05	0.788973292938	1.56112904726e-05	0.790060589338
b3466	3604979	3605248	1	gene		3604989	0	P37614				4.59165577905e-07			150.808791638	-8.1839794332e-07	0.791797385247	-3.56448835719e-07	0.784762987873	-0.0	0.78194461672	-0.0	0.788998074332	-0.0	0.790076200629
b3467	3605251	3605610	-1	gene		3605251	0	P37615				4.59165577905e-07			150.808792097	1.46911665174e-05	0.791796566849	1.49853165627e-05	0.784762631424	1.57430684958e-05	0.78194461672	1.55075837306e-05	0.788998074332	2.36880099861e-05	0.790076200629
b3468	3605751	3606377	1	gene		3605751	0	P0ADI9				4.59165577905e-07			150.808792556	-8.1839794332e-07	0.791811258016	-3.56448835719e-07	0.78477761674	-0.0	0.781960359789	-0.0	0.789013581916	-0.0	0.790099888639
PM0-4863	3606422	3606450	1	promoter	[b3469]	3606422	0					4.59165577905e-07			150.808793015	-8.1839794332e-07	0.791810439618	-3.56448835719e-07	0.784777260292	-0.0	0.781960359789	-0.0	0.789013581916	-0.0	0.790099888639
b3469	3606451	3608649	1	gene		3606451	0	P37617	Lead, cadmium, zinc and mercury-transporting ATPase OS=Escherichia coli (strain K12) GN=zntA PE=1 SV=1	zntA	Cell inner membrane	0.0014759564433	0.0017729260035	0.00140713169122	150.808793475	6.31628568545e-06	0.79180962122	1.08608300085e-05	0.784776903843	1.44730713822e-05	0.781960359789	9.89639014699e-06	0.789013581916	8.3836951717e-06	0.790099888639
b3470	3608751	3608996	-1	gene		3608751	0	P0A890	Sulfurtransferase tusA OS=Escherichia coli (strain K12) GN=tusA PE=1 SV=1	tusA	Cytoplasm	0.00614054882167	0.00412105977344	0.00367313970831	150.810269431	1.58406977178e-05	0.791815937505	2.7086972537e-05	0.784787764673	5.66035472961e-05	0.78197483286	2.25068390967e-05	0.789023478306	2.21429145279e-05	0.790108272334
b3471	3609217	3609882	1	gene		3609217	0	P37619				4.59165577905e-07			150.81640998	-8.1839794332e-07	0.791831778203	-3.56448835719e-07	0.784814851645	-0.0	0.782031436408	-0.0	0.789045985145	-0.0	0.790130415248
b3472	3609955	3610512	1	gene		3609955	0	P0AEE1	Protein dcrB OS=Escherichia coli (strain K12) GN=dcrB PE=1 SV=1	dcrB	Periplasm	0.0713856220747	0.0707461954325	0.0729720982834	150.816410439	0.00045447808664	0.791830959805	0.000450338958997	0.784814495196	0.000315810662976	0.782031436408	0.000489652944849	0.789045985145	0.00049229885582	0.790130415248
b3473	3610516	3611733	-1	gene		3610516	0	P37621				4.59165577905e-07			150.887796061	-8.1839794332e-07	0.792285437892	-3.56448835719e-07	0.785264834155	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
b3474	3611865	3612914	1	gene		3611865	0	P0AGM0				4.59165577905e-07			150.88779652	-8.1839794332e-07	0.792284619494	-3.56448835719e-07	0.785264477707	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
b3475	3612969	3613556	1	gene		3612969	0	P37623				4.59165577905e-07			150.887796979	-8.1839794332e-07	0.792283801096	-3.56448835719e-07	0.785264121258	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
PM0-10466	3613439	3613666	1	promoter	[b3480, b3481, b3479, b3478, b3477, b3476]	3613556	0					4.59165577905e-07			150.887797439	-8.1839794332e-07	0.792282982698	-3.56448835719e-07	0.785263764809	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
PM881	3613628	3613666	1	promoter	[b3481, b3476, b3477, b3478, b3479, b3480]	3613666	0					4.59165577905e-07			150.887797898	-8.1839794332e-07	0.7922821643	-3.56448835719e-07	0.78526340836	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
b3476	3613667	3615241	1	gene		3613667	0	P33590	Nickel-binding periplasmic protein OS=Escherichia coli (strain K12) GN=nikA PE=1 SV=1	nikA	Periplasm	0.000408682188191	0.000315311652447	0.000466973425542	150.887798357	-8.1839794332e-07	0.792281345902	-3.56448835719e-07	0.785263051911	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
b3477	3615241	3616185	1	gene		3615241	0	P33591				4.59165577905e-07			150.888207039	-8.1839794332e-07	0.792280527504	-3.56448835719e-07	0.785262695462	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
b3478	3616182	3617015	1	gene		3616185	0	P0AFA9	Nickel transport system permease protein nikC OS=Escherichia coli (strain K12) GN=nikC PE=1 SV=1	nikC	Cell inner membrane	0.000125578012156	0.000269182764549	0.000525832737229	150.888207498	-8.1839794332e-07	0.792279709106	-3.56448835719e-07	0.785262339014	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
b3479	3617015	3617779	1	gene		3617015	0	P33593				4.59165577905e-07			150.888333076	-8.1839794332e-07	0.792278890708	-3.56448835719e-07	0.785261982565	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
b3480	3617776	3618582	1	gene		3617779	0	P33594				4.59165577905e-07			150.888333535	-8.1839794332e-07	0.79227807231	-3.56448835719e-07	0.785261626116	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
PM786	3618537	3618587	1	promoter	[b3481]	3618582	0					4.59165577905e-07			150.888333995	-8.1839794332e-07	0.792277253912	-3.56448835719e-07	0.785261269667	-0.0	0.78234724707	-0.0	0.78953563809	-0.0	0.790622714104
b3481	3618588	3618989	1	gene		3618588	0	P0A6Z6				4.59165577905e-07			150.888334454	8.70212923838e-05	0.792276435514	6.04031542633e-05	0.785260913218	7.80016414884e-05	0.78234724707	8.1735636029e-05	0.78953563809	9.18173903764e-05	0.790622714104
b3482	3619192	3623427	1	gene		3619192	0	P16917				4.59165577905e-07			150.888334913	-8.1839794332e-07	0.792363456807	-3.56448835719e-07	0.785321316372	-0.0	0.782425248712	-0.0	0.789617373726	-0.0	0.790714531495
b3483	3623399	3623782	1	gene		3623427	0	P28911				4.59165577905e-07			150.888335372	-8.1839794332e-07	0.792362638409	-3.56448835719e-07	0.785320959924	-0.0	0.782425248712	-0.0	0.789617373726	-0.0	0.790714531495
b4552	3623887	3624237	1	gene		3623887	0					4.59165577905e-07			150.888335831	-8.1839794332e-07	0.792361820011	-3.56448835719e-07	0.785320603475	-0.0	0.782425248712	-0.0	0.789617373726	-0.0	0.790714531495
b3484	3624378	3625514	1	gene		3624378	0	P28912				4.59165577905e-07			150.88833629	-8.1839794332e-07	0.792361001613	-3.56448835719e-07	0.785320247026	-0.0	0.782425248712	-0.0	0.789617373726	-0.0	0.790714531495
b3485	3625679	3626803	-1	gene		3625679	0	P0AGH1				4.59165577905e-07			150.88833675	-8.1839794332e-07	0.792360183215	-3.56448835719e-07	0.785319890577	-0.0	0.782425248712	-0.0	0.789617373726	-0.0	0.790714531495
b3486	3626803	3629538	-1	gene		3626803	0	P37624				4.59165577905e-07			150.888337209	1.97921904553e-05	0.792359364817	6.35038762148e-06	0.785319534128	2.17559683489e-05	0.782425248712	1.27664232835e-05	0.789617373726	1.18035135036e-05	0.790714531495
b3487	3629535	3630602	-1	gene		3629538	0	P37626				4.59165577905e-07			150.888337668	5.88466033118e-05	0.792379157008	7.41941266695e-05	0.785325884516	8.48549467158e-05	0.78244700468	0.00011253332152	0.789630140149	0.000107499516403	0.790726335008
b3488	3630968	3632590	-1	gene		3630968	0	P37627				4.59165577905e-07			150.888338127	-8.1839794332e-07	0.792438003611	-3.56448835719e-07	0.785400078643	-0.0	0.782531859627	-0.0	0.789742673471	-0.0	0.790833834525
b4660	3632852	3634458	-1	gene		3632852	0					4.59165577905e-07			150.888338586	-8.1839794332e-07	0.792437185213	-3.56448835719e-07	0.785399722194	-0.0	0.782531859627	-0.0	0.789742673471	-0.0	0.790833834525
PM0-36192	3634743	3634840	1	promoter	[b3491]	3634743	0					4.59165577905e-07			150.888339045	-8.1839794332e-07	0.792436366815	-3.56448835719e-07	0.785399365745	-0.0	0.782531859627	-0.0	0.789742673471	-0.0	0.790833834525
b3491	3634841	3635893	1	gene		3634841	0	P37630				4.59165577905e-07			150.888339505	-8.1839794332e-07	0.792435548417	-3.56448835719e-07	0.785399009296	-0.0	0.782531859627	-0.0	0.789742673471	-0.0	0.790833834525
b3492	3636208	3637410	-1	gene		3636208	0	P37631				4.59165577905e-07			150.888339964	8.94489195587e-06	0.792434730019	3.01895466999e-06	0.785398652847	8.43385815422e-06	0.782531859627	5.47449086581e-06	0.789742673471	4.13066355993e-06	0.790833834525
PM0-8927	3637612	3637641	1	promoter	[b3493]	3637612	0					4.59165577905e-07			150.888340423	-8.1839794332e-07	0.792443674911	-3.56448835719e-07	0.785401671802	-0.0	0.782540293485	-0.0	0.789748147961	-0.0	0.790837965188
b3493	3637642	3639141	1	gene		3637642	0	P0AFJ7	Low-affinity inorganic phosphate transporter 1 OS=Escherichia coli (strain K12) GN=pitA PE=1 SV=1	pitA	Cell inner membrane	0.0184617294836	0.0190195596738	0.0141406638891	150.888340882	7.70197280633e-05	0.792442856513	7.30820904572e-05	0.785401315353	0.00010231265611	0.782540293485	6.43485663583e-05	0.789748147961	4.15423949784e-05	0.790837965188
b3494	3639385	3639720	-1	gene		3639385	0	P0A8S5				4.59165577905e-07			150.906802612	-8.1839794332e-07	0.792519876241	-3.56448835719e-07	0.785474397444	-0.0	0.782642606141	-0.0	0.789812496528	-0.0	0.790879507583
PM0-1358	3639721	3639848	-1	promoter	[b3494]	3639721	0					4.59165577905e-07			150.906803071	-8.1839794332e-07	0.792519057843	-3.56448835719e-07	0.785474040995	-0.0	0.782642606141	-0.0	0.789812496528	-0.0	0.790879507583
PM00451	3639983	3640110	1	promoter	[b3495]	3639983	0					4.59165577905e-07			150.90680353	-8.1839794332e-07	0.792518239445	-3.56448835719e-07	0.785473684546	-0.0	0.782642606141	-0.0	0.789812496528	-0.0	0.790879507583
b3495	3640111	3640545	1	gene		3640111	0	P0AED0	Universal stress protein A OS=Escherichia coli (strain K12) GN=uspA PE=1 SV=2	uspA	Cytoplasm	0.986787246067	1.06829768565	0.999218944659	150.906803989	0.00956526917111	0.792517421047	0.00648620459874	0.785473328097	0.00688394787259	0.782642606141	0.00646439555695	0.789812496528	0.00765200561747	0.790879507583
b3496	3640862	3642331	1	gene		3640862	0	P36837				4.59165577905e-07			151.893591235	-8.1839794332e-07	0.802082690218	-3.56448835719e-07	0.791959532696	-0.0	0.789526554014	-0.0	0.796276892085	-0.0	0.798531513201
b3497	3642380	3643132	-1	gene		3642380	0	P68567	UPF0341 protein yhiQ OS=Escherichia coli (strain K12) GN=yhiQ PE=1 SV=1	rsmJ	Cytoplasm	0.00162488075999	0.00154963121319	0.00132172225778	151.893591694	-8.1839794332e-07	0.80208187182	-3.56448835719e-07	0.791959176247	-0.0	0.789526554014	-0.0	0.796276892085	-0.0	0.798531513201
b3498	3643140	3645182	-1	gene		3643140	0	P27298				4.59165577905e-07			151.895216575	0.000233383143333	0.802081053423	0.000221688615023	0.791958819798	0.00019664617993	0.789526554014	0.000179493324268	0.796276892085	0.000204742466046	0.798531513201
PM0-9720	3645183	3645238	-1	promoter	[b3498, b3497]	3645183	0					4.59165577905e-07			151.895217034	-8.1839794332e-07	0.802314436566	-3.56448835719e-07	0.792180508413	-0.0	0.789723200194	-0.0	0.796456385409	-0.0	0.798736255667
PM0-10146	3645350	3645384	1	promoter	[b3499]	3645350	0					4.59165577905e-07			151.895217493	-8.1839794332e-07	0.802313618168	-3.56448835719e-07	0.792180151964	-0.0	0.789723200194	-0.0	0.796456385409	-0.0	0.798736255667
b3499	3645385	3646227	1	gene		3645385	0	P37634				4.59165577905e-07			151.895217953	2.79677968193e-05	0.80231279977	3.29516291005e-05	0.792179795515	2.47585513883e-05	0.789723200194	2.55515489171e-05	0.796456385409	3.01640047157e-05	0.798736255667
PM0-15	3646112	3646298	1	promoter	[b3500]	3646227	0					4.59165577905e-07			151.895218412	-8.1839794332e-07	0.802340767567	-3.56448835719e-07	0.792212747145	-0.0	0.789747958745	-0.0	0.796481936958	-0.0	0.798766419671
b3500	3646299	3647651	1	gene		3646299	0	P06715	Glutathione reductase OS=Escherichia coli (strain K12) GN=gor PE=1 SV=1	gor	Cytoplasm	0.0787486121733	0.0797605414522	0.0827806837312	151.895218871	0.000284760024347	0.802339949169	0.000242351678193	0.792212390696	0.000297707704479	0.789747958745	0.000247018504663	0.796481936958	0.000252227645209	0.798766419671
b4613	3647705	3647788	-1	gene		3647705	0	A5A624				4.59165577905e-07			151.973967483	-8.1839794332e-07	0.802624709193	-3.56448835719e-07	0.792454742374	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
PM0-8643	3647789	3647982	-1	promoter	[b4613]	3647789	0					4.59165577905e-07			151.973967942	-8.1839794332e-07	0.802623890795	-3.56448835719e-07	0.792454385925	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
b4712	3648063	3648146	1	gene		3648063	0					4.59165577905e-07			151.973968861	-8.1839794332e-07	0.802622253999	-3.56448835719e-07	0.792453673027	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
PM0-46267	3648063	3648062	1	promoter	[b4712]	3648063	1					4.59165577905e-07			151.973968401	-8.1839794332e-07	0.802623072397	-3.56448835719e-07	0.792454029476	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
b4713	3648294	3648377	1	gene		3648294	0					4.59165577905e-07			151.973969779	-8.1839794332e-07	0.802621435601	-3.56448835719e-07	0.792453316579	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
PM0-46268	3648294	3648293	1	promoter	[b4713]	3648294	1					4.59165577905e-07			151.97396932	-8.1839794332e-07	0.802620617204	-3.56448835719e-07	0.79245296013	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
PM336	3648512	3648527	1	promoter	[b3501, b3502, b3503]	3648512	0					4.59165577905e-07			151.973970238	-8.1839794332e-07	0.802619798806	-3.56448835719e-07	0.792452603681	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
b3501	3648528	3648881	1	gene		3648528	0	P37309				4.59165577905e-07			151.973970697	-8.1839794332e-07	0.802618980408	-3.56448835719e-07	0.792452247232	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
b3502	3648935	3650224	1	gene		3648935	0	P0AB93				4.59165577905e-07			151.973971156	-8.1839794332e-07	0.80261816201	-3.56448835719e-07	0.792451890783	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
b3503	3650237	3650662	1	gene		3650237	0	P0AB96				4.59165577905e-07			151.973971616	-8.1839794332e-07	0.802617343612	-3.56448835719e-07	0.792451534334	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
b3504	3651291	3653713	1	gene		3651291	0					4.59165577905e-07			151.973972075	-8.1839794332e-07	0.802616525214	-3.56448835719e-07	0.792451177886	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
b3505	3652182	3653198	-1	gene		3653713	1	P0CE58				4.59165577905e-07			151.973972534	-8.1839794332e-07	0.802615706816	-3.56448835719e-07	0.792450821437	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
PM00137	3653936	3653960	1	promoter	[b3507, b3506]	3653936	0					4.59165577905e-07			151.973972993	-8.1839794332e-07	0.802614888418	-3.56448835719e-07	0.792450464988	-0.0	0.79004566645	-0.0	0.796728955463	-0.0	0.799018647316
b3506	3653961	3654527	1	gene		3653961	0	P37194	Outer membrane protein slp OS=Escherichia coli (strain K12) GN=slp PE=1 SV=1	slp	Cell outer membrane	0.0213153764963	0.0191884574095	0.0177193280909	151.973973452	0.000259519523451	0.80261407002	0.000425973686074	0.792450108539	0.000230252124434	0.79004566645	1.60983084022e-05	0.796728955463	2.60456297111e-05	0.799018647316
b3507	3654683	3655213	1	gene		3654683	0	P37195				4.59165577905e-07			151.995288829	-8.1839794332e-07	0.802873589543	-3.56448835719e-07	0.792876082225	-0.0	0.790275918574	-0.0	0.796745053771	-0.0	0.799044692946
b3508	3655255	3655902	-1	gene		3655255	0	P0AFV2				4.59165577905e-07			151.995289288	-8.1839794332e-07	0.802872771145	-3.56448835719e-07	0.792875725776	-0.0	0.790275918574	-0.0	0.796745053771	-0.0	0.799044692946
b3509	3655966	3656292	-1	gene		3655966	0	P0AET2	Protein hdeB OS=Escherichia coli (strain K12) GN=hdeB PE=1 SV=1	hdeB	Periplasm	0.00149612181136	0.00140539434241	0.00169186392282	151.995289747	0.000910694782675	0.802871952748	0.00114128701506	0.792875369327	0.000482924676136	0.790275918574	4.14165247451e-05	0.796745053771	5.9303971293e-05	0.799044692946
b3510	3656408	3656740	-1	gene		3656408	0	P0AES9	Chaperone-like protein hdeA OS=Escherichia coli (strain K12) GN=hdeA PE=1 SV=1	hdeA	Periplasm	0.0412377155805	0.0398747601726	0.0437048714545	151.996785869	0.000985867462138	0.80378264753	0.000915341400987	0.794016656342	0.00040207024719	0.79075884325	6.05399361816e-05	0.796786470296	5.60578079638e-05	0.799103996918
PM928	3656741	3656791	-1	promoter	[b3508, b3509, b3510]	3656741	0					4.59165577905e-07			152.038023584	-8.1839794332e-07	0.804768514992	-3.56448835719e-07	0.794931997743	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
PM0-5143	3656960	3656994	1	promoter	[b3511]	3656960	0					4.59165577905e-07			152.038024044	-8.1839794332e-07	0.804767696594	-3.56448835719e-07	0.794931641295	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
b3511	3656995	3657567	1	gene		3656995	0	P0AET5	Protein hdeD OS=Escherichia coli (strain K12) GN=hdeD PE=1 SV=1	hdeD	Cell inner membrane	0.000121005817164	7.13159969759e-05	5.94664338061e-05	152.038024503	-8.1839794332e-07	0.804766878196	-3.56448835719e-07	0.794931284846	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
PM0-10349	3657800	3658365	1	promoter	[b3512]	3657800	0					4.59165577905e-07			152.038145509	-8.1839794332e-07	0.804766059799	-3.56448835719e-07	0.794930928397	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
b4704	3657986	3658054	-1	gene		3658365	1					4.59165577905e-07			152.038145968	-8.1839794332e-07	0.804765241401	-3.56448835719e-07	0.794930571948	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
PM0-36220	3658055	3658054	-1	promoter	[b4704]	3658365	1					4.59165577905e-07			152.038146427	-8.1839794332e-07	0.804764423003	-3.56448835719e-07	0.794930215499	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
PM0-10366	3658062	3658365	1	promoter	[b3514, b3513, b3512]	3658365	0					4.59165577905e-07			152.038146886	-8.1839794332e-07	0.804763604605	-3.56448835719e-07	0.79492985905	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
PM0-5141	3658242	3658365	1	promoter	[b3512]	3658365	0					4.59165577905e-07			152.038147345	-8.1839794332e-07	0.804762786207	-3.56448835719e-07	0.794929502602	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
PM0-5982	3658345	3658365	1	promoter	[b3514, b3513, b3512]	3658365	0					4.59165577905e-07			152.038147804	-8.1839794332e-07	0.804761967809	-3.56448835719e-07	0.794929146153	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
b3512	3658366	3658893	1	gene		3658366	0	P63204				4.59165577905e-07			152.038148264	-8.1839794332e-07	0.804761149411	-3.56448835719e-07	0.794928789704	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
PM0-10251	3659084	3659231	1	promoter	[b3514, b3513]	3659084	0					4.59165577905e-07			152.038148723	-8.1839794332e-07	0.804760331013	-3.56448835719e-07	0.794928433255	-0.0	0.791160913497	-0.0	0.796847010232	-0.0	0.799160054725
b3513	3659232	3660389	1	gene		3659232	0	P37636	Multidrug resistance protein mdtE OS=Escherichia coli (strain K12) GN=mdtE PE=1 SV=1	mdtE	Cell inner membrane	0.0010564267632	0.000883975472788	0.000846847190837	152.038149182	2.00571398693e-05	0.804759512615	3.00525055433e-05	0.794928076806	1.99170773991e-05	0.791160913497	1.40437126724e-05	0.796847010232	9.90270940308e-06	0.799160054725
b3514	3660414	3663527	1	gene		3660414	0	P37637	Multidrug resistance protein MdtF OS=Escherichia coli (strain K12) GN=mdtF PE=1 SV=1	mdtF	Cell inner membrane	3.18624505217e-06	3.10238687832e-05	7.81321114067e-05	152.039205609	9.24535268565e-07	0.804779569755	1.17527753813e-06	0.794958129312	9.34638551088e-06	0.791180830575	1.49434557382e-05	0.796861053945	1.50896279442e-05	0.799169957435
b3515	3663890	3664618	-1	gene		3663890	0	P63201				4.59165577905e-07			152.039208795	-8.1839794332e-07	0.80478049429	-3.56448835719e-07	0.794959304589	-0.0	0.79119017696	-0.0	0.7968759974	-0.0	0.799185047063
PM0-10288	3664619	3664781	-1	promoter	[b3515]	3664619	0					4.59165577905e-07			152.039209254	-8.1839794332e-07	0.804779675892	-3.56448835719e-07	0.794958948141	-0.0	0.79119017696	-0.0	0.7968759974	-0.0	0.799185047063
PM0-6061	3664864	3664863	1	promoter	[b4452]	3664864	1					4.59165577905e-07			152.039209713	-8.1839794332e-07	0.804778039096	-3.56448835719e-07	0.794958235243	-0.0	0.79119017696	-0.0	0.7968759974	-0.0	0.799185047063
b4452	3664864	3664968	1	gene		3664864	0					4.59165577905e-07			152.039210172	-8.1839794332e-07	0.804778857494	-3.56448835719e-07	0.794958591692	-0.0	0.79119017696	-0.0	0.7968759974	-0.0	0.799185047063
b3516	3664986	3665810	-1	gene		3664986	0	P37639				4.59165577905e-07			152.039210632	-8.1839794332e-07	0.804777220698	-3.56448835719e-07	0.794957878794	-0.0	0.79119017696	-0.0	0.7968759974	-0.0	0.799185047063
PM0-2441	3665811	3665839	-1	promoter	[b3515, b3516]	3665811	0					4.59165577905e-07			152.039211091	-8.1839794332e-07	0.8047764023	-3.56448835719e-07	0.794957522345	-0.0	0.79119017696	-0.0	0.7968759974	-0.0	0.799185047063
b3517	3666180	3667580	-1	gene		3666180	0	P69908	Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) GN=gadA PE=1 SV=1	gadA	Cytoplasm	0.00234616311587	0.00181484683987	0.00218750319284	152.03921155	1.25961299643e-05	0.804775583902	5.65505994081e-06	0.794957165896	7.32299022675e-06	0.79119017696	1.23095973573e-05	0.7968759974	1.50896279442e-05	0.799185047063
PM461	3667581	3667607	-1	promoter	[b3516, b3517]	3667581	0					4.59165577905e-07			152.041557713	-8.1839794332e-07	0.804788180032	-3.56448835719e-07	0.794962820956	-0.0	0.791197499951	-0.0	0.796888306998	-0.0	0.799200136691
b3518	3667791	3669188	-1	gene		3667791	0	P37197				4.59165577905e-07			152.041558172	-8.1839794332e-07	0.804787361634	-3.56448835719e-07	0.794962464507	-0.0	0.791197499951	-0.0	0.796888306998	-0.0	0.799200136691
PM0-9588	3669189	3669261	-1	promoter	[b3518]	3669189	0					4.59165577905e-07			152.041558631	-8.1839794332e-07	0.804786543237	-3.56448835719e-07	0.794962108059	-0.0	0.791197499951	-0.0	0.796888306998	-0.0	0.799200136691
PM0-46122	3669551	3669591	1	promoter	[b3519]	3669551	0					4.59165577905e-07			152.041559091	-8.1839794332e-07	0.804785724839	-3.56448835719e-07	0.79496175161	-0.0	0.791197499951	-0.0	0.796888306998	-0.0	0.799200136691
b3519	3669592	3671241	1	gene		3669592	0	P62601				4.59165577905e-07			152.04155955	1.54111805463e-05	0.804784906441	7.83313924417e-06	0.794961395161	2.14304141029e-06	0.791197499951	7.2431391043e-06	0.796888306998	4.58656555029e-06	0.799200136691
b3520	3671292	3671894	-1	gene		3671292	0	P37640				4.59165577905e-07			152.041560009	-8.1839794332e-07	0.804800317621	-3.56448835719e-07	0.7949692283	-0.0	0.791199642992	-0.0	0.796895550137	-0.0	0.799204723256
PM0-10468	3672136	3672413	1	promoter	[b3521]	3672136	0					4.59165577905e-07			152.041560468	-8.1839794332e-07	0.804799499223	-3.56448835719e-07	0.794968871851	-0.0	0.791199642992	-0.0	0.796895550137	-0.0	0.799204723256
b3521	3672414	3673313	1	gene		3672414	0	P37641				4.59165577905e-07			152.041560927	-8.1839794332e-07	0.804798680825	-3.56448835719e-07	0.794968515403	-0.0	0.791199642992	-0.0	0.796895550137	-0.0	0.799204723256
b3522	3673362	3674375	1	gene		3673362	0	P37642	Inner membrane protein yhjD OS=Escherichia coli (strain K12) GN=yhjD PE=1 SV=1	yhjD	Cell inner membrane	0.00158354087799	0.00156960215121	0.00175116692477	152.041561386	6.58025534312e-06	0.804797862427	3.76975113585e-06	0.794968158954	9.71467893842e-06	0.791199642992	4.84396924469e-06	0.796895550137	6.01310649292e-06	0.799204723256
b3523	3674786	3676108	1	gene		3674786	0	P37643	Inner membrane metabolite transport protein yhjE OS=Escherichia coli (strain K12) GN=yhjE PE=1 SV=1	yhjE	Cell inner membrane	0.0365998101301	0.0423282130304	0.0363863165974	152.043144927	0.000584052814945	0.804804442683	0.000500060948397	0.794971928705	0.000372437731437	0.791209357671	0.000350317257519	0.796900394106	0.000350440856579	0.799210736363
b3524	3676290	3678350	-1	gene		3676290	0	P37645	Uncharacterized protein yhjG OS=Escherichia coli (strain K12) GN=yhjG PE=4 SV=3	yhjG	Cell membrane	0.00198345694577	0.0018661025352	0.00218666601703	152.079744737	2.26339565481e-05	0.805388495498	1.77775864983e-05	0.795471989653	1.30262528916e-05	0.791581795402	9.07004867617e-06	0.797250711364	5.56711081496e-06	0.799561177219
