gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass
b3523	3674786	3676108	1	gene		3674786	0	P37643	Inner membrane metabolite transport protein yhjE OS=Escherichia coli (strain K12) GN=yhjE PE=1 SV=1	yhjE	Cell inner membrane	0.03659981013007791	0.04232821303036623	0.03638631659743399	152.0431449272728
b3524	3676290	3678350	-1	gene		3676290	0	P37645	Uncharacterized protein yhjG OS=Escherichia coli (strain K12) GN=yhjG PE=4 SV=3	yhjG	Cell membrane	0.0019834569457671224	0.0018661025352006673	0.0021866660170291354	152.07974473740288
PM0-9766	3678351	3678412	-1	promoter	[b3524]	3678351	0					4.591655779049255e-07			152.08172819434864
b3525	3678420	3679187	-1	gene		3678420	0	P37646				4.591655779049255e-07			152.08172865351423
PM0-1730	3679188	3679229	-1	promoter	[b3525]	3679188	0					4.591655779049255e-07			152.08172911267982
b3526	3679419	3680348	1	gene		3679419	0	P37647				4.591655779049255e-07			152.08172957184541
b3527	3680444	3681940	-1	gene		3680444	0	P37648	Protein yhjJ OS=Escherichia coli (strain K12) GN=yhjJ PE=1 SV=1	yhjJ	Periplasm	0.009873827916463896	0.010727215759521064	0.01078482916697272	152.081730031011
PM-8803	3681941	3682016	-1	promoter	[b3527]	3681941	0					4.591655779049255e-07			152.09160385892747
b3528	3682161	3683447	-1	gene		3682161	0	P0A830	Aerobic C4-dicarboxylate transport protein OS=Escherichia coli (strain K12) GN=dctA PE=1 SV=1	dctA	Cell inner membrane	0.0034750006943935338	0.0027291476345797905	0.0027751713406585768	152.09160431809306
PM0-1621	3683448	3683498	-1	promoter	[b3528]	3683448	0					4.591655779049255e-07			152.09507931878744
b3529	3683630	3685618	-1	gene		3683630	0	P37649	Protein YhjK OS=Escherichia coli (strain K12) GN=yhjK PE=1 SV=3	yhjK	Cell membrane	0.000492657833873021	0.0003170494404524543	0.0003714463221458908	152.09507977795303
b3530	3685700	3689173	-1	gene		3685700	0	P37650				4.591655779049255e-07			152.0955724357869
b3531	3689155	3690261	-1	gene		3689173	0	P37651				4.591655779049255e-07			152.09557289495248
b3532	3690268	3692607	-1	gene		3690268	0	P37652				4.591655779049255e-07			152.09557335411807
PM0-8735	3692608	3692673	-1	promoter	[b3531, b3532]	3692608	0					4.591655779049255e-07			152.09557381328366
b3533	3692618	3695236	-1	gene		3692673	0	P37653				4.591655779049255e-07			152.09557427244926
b3534	3695233	3695985	-1	gene		3695236	0	P37655				4.591655779049255e-07			152.09557473161485
b3535	3695997	3696185	-1	gene		3695997	0	P0ADJ3				4.591655779049255e-07			152.09557519078044
PM0-46354	3696186	3696364	-1	promoter	[b3535]	3696186	0					4.591655779049255e-07			152.09557564994603
PM0-46353	3696443	3696457	1	promoter	[b3538, b3537, b3536]	3696443	0					4.591655779049255e-07			152.09557610911162
b3536	3696458	3698029	1	gene		3696458	0	P37657				4.591655779049255e-07			152.0955765682772
b3537	3698026	3698217	1	gene		3698029	0	P0ADJ5				4.591655779049255e-07			152.0955770274428
b3538	3698214	3699893	1	gene		3698217	0	P37659	Uncharacterized protein yhjU OS=Escherichia coli (strain K12) GN=yhjU PE=4 SV=1	bcsG	Cell membrane	0.004358087399559754	0.004503794713198064	0.003334350330105664	152.0955774866084
b4453	3699980	3700087	-1	gene		3699980	0	Q6BF25				4.591655779049255e-07			152.09993557400796
PM0-9604	3700088	3700272	-1	promoter	[b4453]	3700088	0					4.591655779049255e-07			152.09993603317355
PM0-9605	3700136	3700135	1	promoter	[b4454]	3700272	1					4.591655779049255e-07			152.09993649233914
b4454	3700136	3700201	1	gene		3700272	1					4.591655779049255e-07			152.09993695150473
b3539	3700563	3701834	1	gene		3700563	0	P37660				4.591655779049255e-07			152.09993741067032
b3540	3701864	3702868	-1	gene		3701864	0	P37313	Dipeptide transport ATP-binding protein DppF OS=Escherichia coli (strain K12) GN=dppF PE=3 SV=1	dppF	Cell inner membrane	0.01751302220932734	0.0273168094698844	0.019230133726624705	152.0999378698359
b3541	3702865	3703848	-1	gene		3702868	0	P0AAG0	Dipeptide transport ATP-binding protein DppD OS=Escherichia coli (strain K12) GN=dppD PE=3 SV=1	dppD	Cell inner membrane	0.0217943765675586	0.021387395282938267	0.02237135330357079	152.11745089204524
b3542	3703859	3704761	-1	gene		3703859	0	P0AEG1	Dipeptide transport system permease protein dppC OS=Escherichia coli (strain K12) GN=dppC PE=1 SV=1	dppC	Cell inner membrane	0.0026452784101705837	0.0035011306803227346	0.0024061463030869697	152.1392452686128
b3543	3704771	3705790	-1	gene		3704771	0	P0AEF8	Dipeptide transport system permease protein dppB OS=Escherichia coli (strain K12) GN=dppB PE=1 SV=1	dppB	Cell inner membrane	0.0010629482412269143	0.0009325592965473896	0.0008189197166415451	152.14189054702297
b3544	3706098	3707705	-1	gene		3706098	0	P23847	Periplasmic dipeptide transport protein OS=Escherichia coli (strain K12) GN=dppA PE=1 SV=1	dppA	Periplasm	0.4890949275828512	0.5434369785237928	0.49398302049355297	152.14295349526418
PM00546	3707706	3707870	-1	promoter	[b3540, b3541, b3542, b3543, b3544]	3707706	0					4.591655779049255e-07			152.63204842284702
b3545	3708616	3708692	-1	gene		3708616	0					4.591655779049255e-07			152.6320488820126
PM00674	3708693	3708694	-1	promoter	[b3545]	3708693	0					4.591655779049255e-07			152.6320493411782
b3546	3708784	3710475	-1	gene		3708784	0	P37661	Phosphoethanolamine transferase eptB OS=Escherichia coli (strain K12) GN=eptB PE=1 SV=3	eptB	Cell inner membrane	6.78247346803052e-05	9.038813480853939e-05	0.00011522485777960357	152.6320498003438
PM0-10506	3710476	3710581	-1	promoter	[b3546]	3710476	0					4.591655779049255e-07			152.63211762507848
b3547	3710799	3712007	-1	gene		3710799	0	P37662				4.591655779049255e-07			152.63211808424407
PM0-46200	3712008	3712043	-1	promoter	[b3547]	3712008	0					4.591655779049255e-07			152.63211854340966
b3548	3712236	3712934	-1	gene		3712236	0	P37663				4.591655779049255e-07			152.63211900257525
b3549	3713092	3713655	1	gene		3713092	0	P05100				4.591655779049255e-07			152.63211946174084
b3550	3713652	3714092	1	gene		3713655	0	P37664				4.591655779049255e-07			152.63211992090643
b3551	3714061	3716394	-1	gene		3714092	0	P20099				4.591655779049255e-07			152.63212038007202
b3552	3716547	3717206	1	gene		3716547	0	P37665	Inner membrane lipoprotein yiaD OS=Escherichia coli (strain K12) GN=yiaD PE=1 SV=2	yiaD	Cell inner membrane	0.012097428855683861	0.01316024258605129	0.012670419606258771	152.63212083923761
b3553	3717310	3718284	1	gene		3717310	0	P37666	Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) GN=ghrB PE=1 SV=3	ghrB	Cytoplasm	0.11500569230235531	0.1025306527762535	0.10495331185775424	152.6442182680933
b3554	3718334	3719044	-1	gene		3718334	0	P0ADK0				4.591655779049255e-07			152.75922396039567
PM0-10148	3719045	3719097	-1	promoter	[b3554]	3719045	0					4.591655779049255e-07			152.75922441956126
PM0-8525	3719431	3719477	1	promoter	[b3555]	3719431	0					4.591655779049255e-07			152.75922487872685
b3555	3719478	3719768	1	gene		3719478	0	P0A9V5				4.591655779049255e-07			152.75922533789245
PM00452	3719889	3720048	1	promoter	[b3556]	3719889	0					4.591655779049255e-07			152.75922579705804
b3556	3720049	3720261	1	gene		3720049	0	P0A9X9	Cold shock protein CspA OS=Escherichia coli (strain K12) GN=cspA PE=1 SV=2	cspA	Cytoplasm	0.030205605094215635	0.02910802806427002	0.02654940913506422	152.75922625622363
b4647	3720448	3720632	-1	gene		3720448	0					4.591655779049255e-07			152.78943186131784
b4455	3720448	3720600	-1	gene		3720632	1	P37305				4.591655779049255e-07			152.78943232048343
b3557	3720680	3721201	1	gene		3720680	0	P19768				4.591655779049255e-07			152.78943277964902
PM0-8642	3721065	3721153	1	promoter	[b3558]	3721201	1					4.591655779049255e-07			152.7894332388146
b3558	3721198	3722049	1	gene		3721201	0	P19769				4.591655779049255e-07			152.7894336979802
b4614	3722076	3722105	1	gene		3722076	0					4.591655779049255e-07			152.7894341571458
b3559	3722328	3724397	-1	gene		3722328	0	P00961	Glycyl-tRNA synthetase beta subunit OS=Escherichia coli (strain K12) GN=glyS PE=1 SV=4	glyS	Cytoplasm	0.3739491093352535	0.3713152720647131	0.36692013774446425	152.78943461631138
b3560	3724407	3725318	-1	gene		3724407	0	P00960	Glycyl-tRNA synthetase alpha subunit OS=Escherichia coli (strain K12) GN=glyQ PE=1 SV=2	glyQ	Cytoplasm	0.09815272686748669	0.09573760619961838	0.09344928189595411	153.16338372564664
PM0-8862	3725319	3725354	-1	promoter	[b3559, b3560]	3725319	0					4.591655779049255e-07			153.26153645251412
b4553	3725413	3725712	-1	gene		3725413	0	Q2M7M3				4.591655779049255e-07			153.2615369116797
b3561	3725887	3726882	1	gene		3725887	0	P37669				4.591655779049255e-07			153.2615373708453
b3562	3726924	3727361	-1	gene		3726924	0	P0ADJ8				4.591655779049255e-07			153.2615378300109
b3563	3727407	3727748	-1	gene		3727407	0	P11286				4.591655779049255e-07			153.26153828917649
b3564	3727917	3729371	-1	gene		3727917	0	P09099				4.591655779049255e-07			153.26153874834208
b3565	3729443	3730765	-1	gene		3729443	0	P00944	Xylose isomerase OS=Escherichia coli (strain K12) GN=xylA PE=3 SV=1	xylA	Cytoplasm	0.02101394990507451	0.02320619585169972	0.02146061071791066	153.26153920750767
PM68	3730766	3730807	-1	promoter	[b3564, b3565]	3730766	0					4.591655779049255e-07			153.28255315741274
PM70	3731069	3731130	1	promoter	[b3566, b3567, b3568, b3569]	3731069	0					4.591655779049255e-07			153.28255361657833
b3566	3731131	3732123	1	gene		3731131	0	P37387	D-xylose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=xylF PE=1 SV=1	xylF	Periplasm	0.004520267187351584	0.00557269899863268	0.0059789725403672726	153.28255407574392
b3567	3732201	3733742	1	gene		3732201	0	P37388	Xylose import ATP-binding protein XylG OS=Escherichia coli (strain K12) GN=xylG PE=1 SV=1	xylG	Cell inner membrane	8.242112852985584e-05	0.00010303880022047915	8.703902977725517e-05	153.28707434293128
b3568	3733720	3734901	1	gene		3733742	0	P0AGI4	Xylose transport system permease protein xylH OS=Escherichia coli (strain K12) GN=xylH PE=1 SV=1	xylH	Cell inner membrane	0.00021619198037320717	4.341204953403888e-06	1.601939096928779e-06	153.2871567640598
PM69	3734906	3734978	1	promoter	[b3569]	3734906	0					4.591655779049255e-07			153.28737295604017
b3569	3734979	3736157	1	gene		3734979	0	P0ACI3				4.591655779049255e-07			153.28737341520576
b3570	3736353	3737177	-1	gene		3736353	0	P27297				4.591655779049255e-07			153.28737387437135
PM00185	3737470	3737496	1	promoter	[b3571]	3737470	0					4.591655779049255e-07			153.28737433353695
b3571	3737497	3739527	1	gene		3737497	0	P25718				4.591655779049255e-07			153.28737479270254
PM0-10149	3739674	3739704	1	promoter	[b3572]	3739674	0					4.591655779049255e-07			153.28737525186813
b3572	3739705	3740958	1	gene		3739705	0	P09053	Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=3 SV=3	avtA	Cytoplasm	0.04286742609541749	0.04120030778100259	0.04642691950043973	153.28737571103372
b3573	3741109	3741582	-1	gene		3741109	0	P56256				4.591655779049255e-07			153.33024313712914
b3574	3741684	3742532	-1	gene		3741684	0	P37671				4.591655779049255e-07			153.33024359629474
PM449	3742533	3742618	-1	promoter	[b3574]	3742533	0					4.591655779049255e-07			153.33024405546033
PM692	3742674	3742732	1	promoter	[b3577, b3583, b3582, b3581, b3580, b3579, b3578, b3576, b3575]	3742674	0					4.591655779049255e-07			153.33024451462592
PM0-9695	3742720	3742732	1	promoter	[b3583, b3582, b3581, b3580, b3579, b3578, b3577, b3576, b3575]	3742732	0					4.591655779049255e-07			153.3302449737915
b3575	3742733	3743731	1	gene		3742733	0	P37672				4.591655779049255e-07			153.3302454329571
b3576	3743743	3744210	1	gene		3743743	0	P37673				4.591655779049255e-07			153.3302458921227
b3577	3744328	3744801	1	gene		3744328	0	P37674				4.591655779049255e-07			153.33024635128828
b3578	3744804	3746081	1	gene		3744804	0	P37675				4.591655779049255e-07			153.33024681045387
b3579	3746094	3747080	1	gene		3746094	0	P37676				4.591655779049255e-07			153.33024726961946
b3580	3747084	3748580	1	gene		3747084	0	P37677				4.591655779049255e-07			153.33024772878505
b3581	3748577	3749239	1	gene		3748580	0	P37678				4.591655779049255e-07			153.33024818795064
b3582	3749232	3750092	1	gene		3749239	0	P37679				4.591655779049255e-07			153.33024864711624
b3583	3750086	3750781	1	gene		3750092	0	P37680				4.591655779049255e-07			153.33024910628183
b4648	3750813	3750914	-1	gene		3750813	0					4.591655779049255e-07			153.33024956544742
b4649	3750918	3751109	1	gene		3750918	0					4.591655779049255e-07			153.330250024613
b3584	3751128	3751868	-1	gene		3751128	0	P37681				4.591655779049255e-07			153.3302504837786
b3585	3751992	3752966	1	gene		3751992	0	P37682				4.591655779049255e-07			153.3302509429442
b3586	3752963	3754099	-1	gene		3752966	0	P37683				4.591655779049255e-07			153.33025140210978
b3587	3754105	3754428	-1	gene		3754105	0	P0ADK4				4.591655779049255e-07			153.33025186127537
b3588	3754973	3756511	-1	gene		3754973	0	P37685				4.591655779049255e-07			153.33025232044096
PM00187	3756512	3756535	-1	promoter	[b3588]	3756512	0					4.591655779049255e-07			153.33025277960655
b3589	3756676	3757827	-1	gene		3756676	0	P37686				4.591655779049255e-07			153.33025323877214
b3590	3758017	3759861	-1	gene		3758017	0	P14081	Selenocysteine-specific elongation factor OS=Escherichia coli (strain K12) GN=selB PE=1 SV=3	selB	Cytoplasm	0.004268684857964344	0.005562028115687573	0.00561442870636986	153.33025369793774
b3591	3759858	3761249	-1	gene		3759861	0	P0A821	L-seryl-tRNA(Sec) selenium transferase OS=Escherichia coli (strain K12) GN=selA PE=1 SV=1	selA	Cytoplasm	0.013710702613652419	0.015642728447222073	0.015186456797109636	153.3345223827957
PM0-10509	3761250	3761297	-1	promoter	[b3590, b3591]	3761250	0					4.591655779049255e-07			153.34823308540936
b3592	3761347	3761955	-1	gene		3761347	0	P0ACA1				4.591655779049255e-07			153.34823354457495
PM0-10150	3761956	3761975	-1	promoter	[b3592]	3761956	0					4.591655779049255e-07			153.34823400374054
b3593	3762183	3766316	1	gene		3762183	0	P16916				4.591655779049255e-07			153.34823446290613
b3594	3766337	3767179	1	gene		3766337	0	P0ADK6				4.591655779049255e-07			153.34823492207173
b3595	3767221	3768165	1	gene		3767221	0	P32109				4.591655779049255e-07			153.34823538123732
b3596	3768177	3768638	1	gene		3768177	0	P32106				4.591655779049255e-07			153.3482358404029
b4650	3768639	3768890	1	gene		3768639	0					4.591655779049255e-07			153.3482362995685
b4651	3768892	3769256	1	gene		3768892	0					4.591655779049255e-07			153.3482367587341
b4615	3769345	3769783	1	gene		3769345	0	A5A625				4.591655779049255e-07			153.34823721789968
b4652	3769948	3770146	1	gene		3769948	0					4.591655779049255e-07			153.34823767706527
b3597	3770243	3771379	-1	gene		3770243	0	P0AFV0				4.591655779049255e-07			153.34823813623086
b3598	3771382	3771744	-1	gene		3771382	0	P32108				4.591655779049255e-07			153.34823859539645
PM00272	3772188	3772280	1	promoter	[b3599, b3600, b3601]	3772188	0					4.591655779049255e-07			153.34823905456204
b3599	3772281	3774194	1	gene		3772281	0	P00550	PTS system mannitol-specific EIICBA component OS=Escherichia coli (strain K12) GN=mtlA PE=1 SV=1	mtlA	Cell inner membrane	0.05227071443133451	0.0654960108899793	0.0642678627840565	153.34823951372763
b3600	3774424	3775572	1	gene		3774424	0	P09424				4.591655779049255e-07			153.40051022815896
b3601	3775572	3776159	1	gene		3775572	0	P0AF10				4.591655779049255e-07			153.40051068732456
b4554	3776171	3776380	-1	gene		3776171	0	Q2M7R5				4.591655779049255e-07			153.40051114649015
b3602	3776665	3777027	1	gene		3776665	0	P0ADK8	Uncharacterized protein yibL OS=Escherichia coli (strain K12) GN=yibL PE=1 SV=1	yibL	Cytoplasm	0.04080467123674204	0.03491362959841104	0.03432633971204403	153.40051160565574
PM224	3777289	3777398	1	promoter	[b3605, b3604, b3603]	3777289	0					4.591655779049255e-07			153.44131627689248
b3603	3777399	3779054	1	gene		3777399	0	P33231				4.591655779049255e-07			153.44131673605807
b3604	3779054	3779830	1	gene		3779054	0	P0ACL7				4.591655779049255e-07			153.44131719522366
b3605	3779827	3781017	1	gene		3779830	0	P33232	L-lactate dehydrogenase [cytochrome] OS=Escherichia coli (strain K12) GN=lldD PE=1 SV=1	lldD	Cell inner membrane	0.010471210740802907	0.009646046074179628	0.010752106784765509	153.44131765438925
b3606	3781215	3781688	1	gene		3781215	0	P0AGJ7	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL OS=Escherichia coli (strain K12) GN=trmL PE=1 SV=1	trmL	Cytoplasm	0.001143960632528293	0.0011699641149017425	0.001419351454057383	153.45178886513006
b3607	3781741	3782562	-1	gene		3781741	0	P0A9D4	Serine acetyltransferase OS=Escherichia coli (strain K12) GN=cysE PE=1 SV=1	cysE	Cytoplasm	0.017165924396700078	0.0197818959227128	0.01944660975081534	153.4529328257626
PM00454	3782563	3782681	-1	promoter	[b3607]	3782563	0					4.591655779049255e-07			153.47009875015928
b3608	3782642	3783661	-1	gene		3782681	0	P0A6S7	Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain K12) GN=gpsA PE=3 SV=1	gpsA	Cytoplasm	0.02055922296481159	0.01969836932158658	0.018826775630714405	153.47009920932487
b3609	3783661	3784128	-1	gene		3783661	0	P0AG86	Protein-export protein SecB OS=Escherichia coli (strain K12) GN=secB PE=1 SV=1	secB	Cytoplasm	0.3875805310559515	0.47931890544234884	0.48045891173644256	153.49065843228968
PM0-46344	3784129	3784203	-1	promoter	[b3609, b3608]	3784129	0					4.591655779049255e-07			153.87823896334564
b3610	3784191	3784442	-1	gene		3784203	0					4.591655779049255e-07			153.87823942251123
b3611	3784584	3785015	-1	gene		3784584	0	P0AG27				4.591655779049255e-07			153.87823988167682
PM0-46345	3785016	3785195	-1	promoter	[b3610, b3611, b3608, b3609]	3785016	0					4.591655779049255e-07			153.8782403408424
PM0-46132	3785187	3785259	1	promoter	[b3614, b3613, b3612]	3785195	0					4.591655779049255e-07			153.878240800008
b3612	3785260	3786804	1	gene		3785260	0	P37689				4.591655779049255e-07			153.8782412591736
b3613	3786838	3788097	1	gene		3786838	0	P37690	Uncharacterized protein yibP OS=Escherichia coli (strain K12) GN=yibP PE=4 SV=2	envC	Periplasm	0.004384792588494032	0.005489032719008567	0.004144081176237988	153.87824171833918
b3614	3788101	3789060	1	gene		3788101	0	P37691				4.591655779049255e-07			153.88262651092768
b3615	3789047	3790081	-1	gene		3789060	0	P11290				4.591655779049255e-07			153.88262697009327
PM0-9640	3790082	3790149	-1	promoter	[b3615]	3790082	0					4.591655779049255e-07			153.88262742925886
b3616	3790320	3791345	-1	gene		3790320	0	P07913	L-threonine 3-dehydrogenase OS=Escherichia coli (strain K12) GN=tdh PE=1 SV=1	tdh	Cytoplasm	0.009939436317130257	0.01156943690532701	0.011165746778284224	153.88262788842445
b3617	3791355	3792551	-1	gene		3791355	0	P0AB77				4.591655779049255e-07			153.89256732474158
PM00115	3792552	3792577	-1	promoter	[b3616, b3617]	3792552	0					4.591655779049255e-07			153.89256778390717
b3618	3792826	3793683	-1	gene		3792826	0	P25666				4.591655779049255e-07			153.89256824307276
PM00513	3793865	3793986	1	promoter	[b3619, b3620, b3621, b3622]	3793865	0					4.591655779049255e-07			153.89256870223835
PM0-4422	3793896	3793986	1	promoter	[b3622, b3621, b3620, b3619]	3793986	0					4.591655779049255e-07			153.89256916140394
b3619	3793987	3794919	1	gene		3793987	0	P67910	ADP-L-glycero-D-manno-heptose-6-epimerase OS=Escherichia coli (strain K12) GN=hldD PE=1 SV=1	hldD	Cytoplasm	0.16431504866568827	0.16772653257811423	0.17392609901185677	153.89256962056953
b3620	3794929	3795975	1	gene		3794929	0	P37692				4.591655779049255e-07			154.05688466923522
b3621	3795979	3796938	1	gene		3795979	0	P24173				4.591655779049255e-07			154.0568851284008
b3622	3796948	3798207	1	gene		3796948	0	P27243	O-antigen ligase OS=Escherichia coli (strain K12) GN=rfaL PE=1 SV=2	rfaL	Cell inner membrane	0.0006438594753682312	0.0008404214429177821	0.00038697314380027473	154.0568855875664
b3623	3798239	3799312	-1	gene		3798239	0	P27242	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase OS=Escherichia coli (strain K12) GN=waaU PE=4 SV=2	waaU	Membrane	0.00018067963261863526	0.00016512726874719666	0.00019710330445809308	154.05752944704176
b3624	3799345	3800196	-1	gene		3799345	0	P27241				4.591655779049255e-07			154.05771012667438
b3625	3800267	3800965	-1	gene		3800267	0	P27240				4.591655779049255e-07			154.05771058583997
PM0-10370	3800966	3801136	-1	promoter	[b3624, b3625]	3800966	0					4.591655779049255e-07			154.05771104500556
b3626	3800983	3801999	-1	gene		3801136	0	P27129				4.591655779049255e-07			154.05771150417115
b3627	3802039	3803058	-1	gene		3802039	0	P27128				4.591655779049255e-07			154.05771196333674
b3628	3803058	3804137	-1	gene		3803058	0	P27127				4.591655779049255e-07			154.05771242250233
b3629	3804181	3805116	-1	gene		3804181	0	P27126				4.591655779049255e-07			154.05771288166792
b3630	3805153	3805950	-1	gene		3805153	0	P25741				4.591655779049255e-07			154.05771334083352
b3631	3805943	3807067	-1	gene		3805950	0	P25740				4.591655779049255e-07			154.0577137999991
b3632	3807064	3808098	-1	gene		3807067	0	P25742				4.591655779049255e-07			154.0577142591647
PM0-7504	3808099	3808180	-1	promoter	[b3623, b3624, b3625, b3626, b3627, b3628, b3629, b3630, b3631, b3632]	3808099	0					4.591655779049255e-07			154.0577147183303
PM0-7507	3808256	3808539	1	promoter	[b3633]	3808256	0					4.591655779049255e-07			154.05771517749588
b3633	3808540	3809817	1	gene		3808540	0	P0AC75	3-deoxy-D-manno-octulosonic-acid transferase OS=Escherichia coli (strain K12) GN=waaA PE=3 SV=1	waaA	Cell inner membrane	0.0024142727699486763	0.004088638008620613	0.0022988608676804646	154.05771563666147
b3634	3809825	3810304	1	gene		3809825	0	P0A6I6	Phosphopantetheine adenylyltransferase OS=Escherichia coli (strain K12) GN=coaD PE=1 SV=1	coaD	Cytoplasm	0.002103298194133882	0.0018216716722896178	0.0017064900799952383	154.06012990943142
b3635	3810343	3811152	-1	gene		3810343	0	P05523				4.591655779049255e-07			154.06223320762555
PM0-5763	3811153	3811175	-1	promoter	[b3635]	3811153	0					4.591655779049255e-07			154.06223366679114
b3636	3811250	3811417	-1	gene		3811250	0	P0A7N9	50S ribosomal protein L33 OS=Escherichia coli (strain K12) GN=rpmG PE=1 SV=2	rpmG	Cytoplasm	0.294801014437225	0.29272492541915307	0.3042929581364788	154.06223412595673
b3637	3811438	3811674	-1	gene		3811438	0	P0A7M2	50S ribosomal protein L28 OS=Escherichia coli (strain K12) GN=rpmB PE=1 SV=2	rpmB	Cytoplasm	0.1461061813699009	0.13875603004788126	0.14679278969620518	154.35703514039395
PM407	3811675	3811995	-1	promoter	[b3635, b3636, b3637]	3811675	0					4.591655779049255e-07			154.50314132176385
b3638	3811891	3812559	-1	gene		3811995	0	P25531				4.591655779049255e-07			154.50314178092944
PM0-5762	3812560	3812577	-1	promoter	[b3635, b3636, b3637, b3638]	3812560	0					4.591655779049255e-07			154.50314224009503
PM0-10152	3812703	3812730	1	promoter	[b3639]	3812703	0					4.591655779049255e-07			154.50314269926062
b3639	3812731	3813951	1	gene		3812731	0	P0ABQ0				4.591655779049255e-07			154.5031431584262
PM0-8701	3813852	3813931	1	promoter	[b3641, b3640]	3813951	1					4.591655779049255e-07			154.5031436175918
b3640	3813932	3814387	1	gene		3813951	0	P06968	Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Escherichia coli (strain K12) GN=dut PE=1 SV=1	dut	Cytoplasm	0.0846548739492364	0.08785034057002651	0.08274920192179147	154.5031440767574
b3641	3814494	3815090	1	gene		3814494	0	P0C093	HTH-type protein slmA OS=Escherichia coli (strain K12) GN=slmA PE=1 SV=1	slmA	Cytoplasm	0.0037055083438458786	0.005834852213696649	0.005739941499015081	154.58779895070663
b3642	3815127	3815768	-1	gene		3815127	0	P0A7E3				4.591655779049255e-07			154.59150445905047
b3643	3815834	3816549	-1	gene		3815834	0	P0CG19				4.591655779049255e-07			154.59150491821606
PM00455	3816550	3816580	-1	promoter	[b3642, b3643]	3816550	0					4.591655779049255e-07			154.59150537738165
PM0-10241	3816645	3816675	1	promoter	[b3644]	3816645	0					4.591655779049255e-07			154.59150583654724
b3644	3816676	3817539	1	gene		3816676	0	P23839				4.591655779049255e-07			154.59150629571283
PM0-10242	3817699	3817759	1	promoter	[b3645]	3817699	0					4.591655779049255e-07			154.59150675487842
b3645	3817760	3818584	1	gene		3817760	0	P23840				4.591655779049255e-07			154.59150721404401
b3646	3818874	3819491	1	gene		3818874	0	P0AGM2				4.591655779049255e-07			154.5915076732096
b3647	3819488	3821170	-1	gene		3819491	0	P25772				4.591655779049255e-07			154.5915081323752
PM0-10342	3821388	3821427	1	promoter	[b3648]	3821388	0					4.591655779049255e-07			154.5915085915408
b3648	3821428	3822051	1	gene		3821428	0	P60546	Guanylate kinase OS=Escherichia coli (strain K12) GN=gmk PE=1 SV=1	gmk	Cytoplasm	0.017922531606416253	0.017104410678575148	0.017075752275321637	154.59150905070638
PM0-10343	3822077	3822105	1	promoter	[b3649, b3650, b3651, b3652]	3822077	0					4.591655779049255e-07			154.6094315823128
b3649	3822106	3822381	1	gene		3822106	0	P0A800				4.591655779049255e-07			154.60943204147839
b3650	3822400	3824508	1	gene		3822400	0	P0AG24	Bifunctional (p)ppGpp synthase/hydrolase SpoT OS=Escherichia coli (strain K12) GN=spoT PE=1 SV=1	spoT	Cytoplasm	0.0017423055982489775	0.0026980113976328686	0.0018191001853263675	154.60943250064398
b3651	3824515	3825204	1	gene		3824515	0	P0AGJ2	tRNA guanosine-2'-O-methyltransferase OS=Escherichia coli (strain K12) GN=trmH PE=1 SV=1	trmH	Cytoplasm	0.0011241485653637126	0.0010306091606130112	0.0010217469333868715	154.61117480624222
b3652	3825210	3827291	1	gene		3825210	0	P24230	ATP-dependent DNA helicase recG OS=Escherichia coli (strain K12) GN=recG PE=1 SV=1	recG	Cytoplasm	0.0005014377459897672	0.00027710062333760594	0.00031728590324638084	154.61229895480759
b3653	3827460	3828665	-1	gene		3827460	0	P0AER8				4.591655779049255e-07			154.61280039255357
b3654	3828945	3830336	1	gene		3828945	0	P0AGM9				4.591655779049255e-07			154.61280085171916
PM0-10153	3830431	3830456	1	promoter	[b3655]	3830431	0					4.591655779049255e-07			154.61280131088475
b3655	3830457	3832166	1	gene		3830457	0	P31433				4.591655779049255e-07			154.61280177005034
b3656	3832219	3834537	-1	gene		3832219	0	P31434				4.591655779049255e-07			154.61280222921593
b3657	3834547	3835929	-1	gene		3834547	0	P31435				4.591655779049255e-07			154.61280268838152
PM-8820	3835930	3836664	-1	promoter	[b3656, b3657]	3835930	0					4.591655779049255e-07			154.6128031475471
PM0-10514	3836198	3836221	1	promoter	[b3658]	3836664	1					4.591655779049255e-07			154.6128036067127
b3658	3836222	3836316	1	gene		3836664	1					4.591655779049255e-07			154.6128040658783
b4653	3836425	3836556	1	gene		3836664	1					4.591655779049255e-07			154.61280452504388
b3659	3836953	3838137	1	gene		3836953	0	P31436				4.591655779049255e-07			154.61280498420948
b3660	3838248	3839171	1	gene		3838248	0	P31437				4.591655779049255e-07			154.61280544337507
