gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	W3110_control	W3110_control_cumulative_abundance	W3110_cumate	W3110_cumate_cumulative_abundance	Step_06_control	Step_06_control_cumulative_abundance	Step_06_cumate	Step_06_cumate_cumulative_abundance	Step_07_control	Step_07_control_cumulative_abundance	Step_07_cumate	Step_07_cumate_cumulative_abundance	Step_11_control	Step_11_control_cumulative_abundance	Step_11_cumate	Step_11_cumate_cumulative_abundance	Step_12_lowOD_control	Step_12_lowOD_control_cumulative_abundance	Step_12_lowOD_cumate	Step_12_lowOD_cumate_cumulative_abundance	Step_15_control	Step_15_control_cumulative_abundance	Step_15_cumate	Step_15_cumate_cumulative_abundance	Step_16_control	Step_16_control_cumulative_abundance	Step_16_cumate	Step_16_cumate_cumulative_abundance	MGF-01_control	MGF-01_control_cumulative_abundance	MGF-01_cumate	MGF-01_cumate_cumulative_abundance	MGF-02_control	MGF-02_control_cumulative_abundance	MGF-02_cumate	MGF-02_cumate_cumulative_abundance
b3114	3260124	3262418	-1	gene		3260124	0					4.59165577905e-07			100.193157292	0.00782237298252	0.521735463901	0.013158512623	0.544932212173	0.00769436897333	0.539832021364	0.00699010702993	0.555774320412	0.00710918130397	0.529264919558	0.00588677129503	0.551053912427	0.00686549383809	0.542377139413	0.00654081955915	0.564586555711	0.0175203246893	0.559858238105	0.0130459872345	0.508090340452	0.0106255324655	0.538790070509	0.0198891145745	0.550602471927	0.00887537416403	0.532003690568	0.0121156916774	0.549160973752	0.00870198604402	0.524137407119	0.0101117232555	0.545205782495	0.00719015890484	0.54718015429	0.00712123642764	0.554274458925
b3115	3262452	3263660	-1	gene		3262452	0	P11868				4.59165577905e-07			100.193157751	-0.0	0.529557836883	-0.0	0.558090724796	-0.0	0.547526390337	-0.0	0.562764427441	-0.0	0.536374100862	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521136327686	-0.0	0.549415602975	-0.0	0.570491586501	-0.0	0.540879064732	-0.0	0.561276665429	-0.0	0.532839393163	-0.0	0.55531750575	-0.0	0.554370313195	-0.0	0.561395695353
b3116	3263686	3265017	-1	gene		3263686	0	P0AAD8				4.59165577905e-07			100.19315821	0.0	0.529557836883	6.66630175653e-08	0.558090724796	3.45750281602e-07	0.547526390337	0.0	0.562764427441	4.94458331195e-07	0.536374100862	0.0	0.556940683722	0.0	0.549242633252	0.0	0.57112737527	0.0	0.577378562794	3.17238184087e-06	0.521136327686	7.32713341577e-07	0.549415602975	3.87039720696e-07	0.570491586501	1.16418378934e-06	0.540879064732	3.17198314298e-07	0.561276665429	5.00536704933e-07	0.532839393163	8.51087343123e-07	0.55531750575	0.0	0.554370313195	6.93977290608e-07	0.561395695353
b3117	3265039	3266028	-1	gene		3265039	0	P0AGF6				4.59165577905e-07			100.19315867	-0.0	0.529557836883	-0.0	0.558090791459	-0.0	0.547526736087	-0.0	0.562764427441	-0.0	0.53637459532	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521139500068	-0.0	0.549416335688	-0.0	0.570491973541	-0.0	0.540880228916	-0.0	0.561276982628	-0.0	0.532839893699	-0.0	0.555318356837	-0.0	0.554370313195	-0.0	0.56139638933
b3118	3266127	3267065	-1	gene		3266127	0	P0ACQ7				4.59165577905e-07			100.193159129	-0.0	0.529557836883	-0.0	0.558090791459	-0.0	0.547526736087	-0.0	0.562764427441	-0.0	0.53637459532	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521139500068	-0.0	0.549416335688	-0.0	0.570491973541	-0.0	0.540880228916	-0.0	0.561276982628	-0.0	0.532839893699	-0.0	0.555318356837	-0.0	0.554370313195	-0.0	0.56139638933
PM00168	3267066	3267093	-1	promoter	[b3111, b3112, b4471, b3113, b3114, b3115, b3116, b3117, b3118]	3267066	0					4.59165577905e-07			100.193159588	-0.0	0.529557836883	-0.0	0.558090791459	-0.0	0.547526736087	-0.0	0.562764427441	-0.0	0.53637459532	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521139500068	-0.0	0.549416335688	-0.0	0.570491973541	-0.0	0.540880228916	-0.0	0.561276982628	-0.0	0.532839893699	-0.0	0.555318356837	-0.0	0.554370313195	-0.0	0.56139638933
b3119	3267380	3267598	1	gene		3267380	0	P11866				4.59165577905e-07			100.193160047	-0.0	0.529557836883	-0.0	0.558090791459	-0.0	0.547526736087	-0.0	0.562764427441	-0.0	0.53637459532	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521139500068	-0.0	0.549416335688	-0.0	0.570491973541	-0.0	0.540880228916	-0.0	0.561276982628	-0.0	0.532839893699	-0.0	0.555318356837	-0.0	0.554370313195	-0.0	0.56139638933
b3120	3267854	3268393	1	gene		3267854	0	P11865				4.59165577905e-07			100.193160506	-0.0	0.529557836883	-0.0	0.558090791459	-0.0	0.547526736087	-0.0	0.562764427441	-0.0	0.53637459532	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521139500068	-0.0	0.549416335688	-0.0	0.570491973541	-0.0	0.540880228916	-0.0	0.561276982628	-0.0	0.532839893699	-0.0	0.555318356837	-0.0	0.554370313195	-0.0	0.56139638933
b3121	3268415	3269602	1	gene		3268415	0	P11864				4.59165577905e-07			100.193160965	-0.0	0.529557836883	-0.0	0.558090791459	-0.0	0.547526736087	-0.0	0.562764427441	-0.0	0.53637459532	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521139500068	-0.0	0.549416335688	-0.0	0.570491973541	-0.0	0.540880228916	-0.0	0.561276982628	-0.0	0.532839893699	-0.0	0.555318356837	-0.0	0.554370313195	-0.0	0.56139638933
b3123	3270216	3270592	-1	gene		3270216	0					4.59165577905e-07			100.193161425	-0.0	0.529557836883	-0.0	0.558090791459	-0.0	0.547526736087	-0.0	0.562764427441	-0.0	0.53637459532	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521139500068	-0.0	0.549416335688	-0.0	0.570491973541	-0.0	0.540880228916	-0.0	0.561276982628	-0.0	0.532839893699	-0.0	0.555318356837	-0.0	0.554370313195	-0.0	0.56139638933
PM643	3270593	3270592	-1	promoter	[b3123]	3270593	1					4.59165577905e-07			100.193161884	-0.0	0.529557836883	-0.0	0.558090791459	-0.0	0.547526736087	-0.0	0.562764427441	-0.0	0.53637459532	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521139500068	-0.0	0.549416335688	-0.0	0.570491973541	-0.0	0.540880228916	-0.0	0.561276982628	-0.0	0.532839893699	-0.0	0.555318356837	-0.0	0.554370313195	-0.0	0.56139638933
b3124	3270625	3271770	-1	gene		3270625	0	P23524				4.59165577905e-07			100.193162343	-0.0	0.529557836883	-0.0	0.558090791459	-0.0	0.547526736087	-0.0	0.562764427441	-0.0	0.53637459532	-0.0	0.556940683722	-0.0	0.549242633252	-0.0	0.57112737527	-0.0	0.577378562794	-0.0	0.521139500068	-0.0	0.549416335688	-0.0	0.570491973541	-0.0	0.540880228916	-0.0	0.561276982628	-0.0	0.532839893699	-0.0	0.555318356837	-0.0	0.554370313195	-0.0	0.56139638933
b3125	3271867	3272751	-1	gene		3271867	0	P0ABQ2				4.59165577905e-07			100.193162802	4.72237025264e-06	0.529557836883	7.53421046016e-06	0.558090791459	1.28549777241e-05	0.547526736087	9.2633564022e-06	0.562764427441	9.98111045046e-06	0.53637459532	1.11955500194e-05	0.556940683722	4.39512861567e-06	0.549242633252	1.24637004244e-05	0.57112737527	1.5985920436e-05	0.577378562794	9.53452898164e-06	0.521139500068	1.1410760031e-05	0.549416335688	8.98917618836e-06	0.570491973541	6.17794291643e-06	0.540880228916	8.22729908958e-06	0.561276982628	8.61938970713e-06	0.532839893699	4.68959506489e-06	0.555318356837	5.96323247213e-06	0.554370313195	4.38664328074e-06	0.56139638933
b3126	3272787	3273557	-1	gene		3272787	0	P23522				4.59165577905e-07			100.193163261	-0.0	0.529562559254	-0.0	0.558098325669	-0.0	0.547539591065	-0.0	0.562773690798	-0.0	0.536384576431	-0.0	0.556951879272	-0.0	0.54924702838	-0.0	0.571139838971	-0.0	0.577394548715	-0.0	0.521149034597	-0.0	0.549427746448	-0.0	0.570500962717	-0.0	0.540886406859	-0.0	0.561285209927	-0.0	0.532848513089	-0.0	0.555323046432	-0.0	0.554376276427	-0.0	0.561400775973
b3127	3273573	3274907	-1	gene		3273573	0	P0AA80				4.59165577905e-07			100.19316372	-0.0	0.529562559254	-0.0	0.558098325669	-0.0	0.547539591065	-0.0	0.562773690798	-0.0	0.536384576431	-0.0	0.556951879272	-0.0	0.54924702838	-0.0	0.571139838971	-0.0	0.577394548715	-0.0	0.521149034597	-0.0	0.549427746448	-0.0	0.570500962717	-0.0	0.540886406859	-0.0	0.561285209927	-0.0	0.532848513089	-0.0	0.555323046432	-0.0	0.554376276427	-0.0	0.561400775973
PM582	3274908	3274934	-1	promoter	[b3123, b3124, b3125, b3126, b3127]	3274908	0					4.59165577905e-07			100.19316418	-0.0	0.529562559254	-0.0	0.558098325669	-0.0	0.547539591065	-0.0	0.562773690798	-0.0	0.536384576431	-0.0	0.556951879272	-0.0	0.54924702838	-0.0	0.571139838971	-0.0	0.577394548715	-0.0	0.521149034597	-0.0	0.549427746448	-0.0	0.570500962717	-0.0	0.540886406859	-0.0	0.561285209927	-0.0	0.532848513089	-0.0	0.555323046432	-0.0	0.554376276427	-0.0	0.561400775973
b3128	3275282	3276853	1	gene		3275282	0	P39829				4.59165577905e-07			100.193164639	0.0	0.529562559254	9.65724602097e-08	0.558098325669	0.0	0.547539591065	0.0	0.562773690798	0.0	0.536384576431	0.0	0.556951879272	1.26955779098e-05	0.54924702838	3.94483616781e-05	0.571139838971	2.10488136698e-06	0.577394548715	0.0	0.521149034597	1.51181817788e-06	0.549427746448	3.40913915099e-06	0.570500962717	1.33696783897e-06	0.540886406859	3.46549166431e-06	0.561285209927	1.82997117905e-06	0.532848513089	2.8092589813e-06	0.555323046432	1.39041745307e-06	0.554376276427	3.1617010743e-06	0.561400775973
PM0-9689	3276972	3277001	1	promoter	[b3130, b3129]	3276972	0					4.59165577905e-07			100.193165098	-0.0	0.529562559254	-0.0	0.558098422242	-0.0	0.547539591065	-0.0	0.562773690798	-0.0	0.536384576431	-0.0	0.556951879272	-0.0	0.549259723958	-0.0	0.571179287332	-0.0	0.577396653596	-0.0	0.521149034597	-0.0	0.549429258266	-0.0	0.570504371856	-0.0	0.540887743827	-0.0	0.561288675418	-0.0	0.53285034306	-0.0	0.555325855691	-0.0	0.554377666845	-0.0	0.561403937674
b3129	3277002	3277337	1	gene		3277002	0	P15373	Antitoxin PrlF OS=Escherichia coli (strain K12) GN=sohA PE=1 SV=1	prlF	Cytoplasm	0.00143629412602	0.00132255159414	0.00148631699853	100.193165557	3.20170290137e-06	0.529562559254	3.49951913312e-06	0.558098422242	3.43995993759e-06	0.547539591065	3.2401919896e-06	0.562773690798	4.5907181595e-06	0.536384576431	3.59241340446e-06	0.556951879272	6.30574843189e-06	0.549259723958	6.66234016656e-06	0.571179287332	3.39299307822e-06	0.577396653596	3.93153489635e-06	0.521149034597	4.88023850892e-06	0.549429258266	4.41805024152e-06	0.570504371856	5.75364952282e-06	0.540887743827	4.10726216499e-06	0.561288675418	4.04913158087e-06	0.53285034306	3.60793766889e-06	0.555325855691	4.91182986649e-06	0.554377666845	3.68309422704e-06	0.561403937674
b3130	3277337	3277801	1	gene		3277337	0	P64594				4.59165577905e-07			100.194601851	-0.0	0.529565760956	-0.0	0.558101921761	-0.0	0.547543031025	-0.0	0.56277693099	-0.0	0.536389167149	-0.0	0.556955471686	-0.0	0.549266029706	-0.0	0.571185949672	-0.0	0.577400046589	-0.0	0.521152966132	-0.0	0.549434138505	-0.0	0.570508789907	-0.0	0.540893497476	-0.0	0.56129278268	-0.0	0.532854392192	-0.0	0.555329463629	-0.0	0.554382578675	-0.0	0.561407620768
b3131	3277856	3278665	-1	gene		3277856	0	P0ACK2				4.59165577905e-07			100.19460231	1.93805413839e-05	0.529565760956	2.24841182326e-05	0.558101921761	2.16194137443e-05	0.547543031025	2.71878929031e-05	0.56277693099	2.25323716591e-05	0.536389167149	2.57494537515e-05	0.556955471686	2.19805994065e-05	0.549266029706	2.00079645676e-05	0.571185949672	1.6007023186e-05	0.577400046589	2.83186457634e-05	0.521152966132	1.86260617895e-05	0.549434138505	2.37478775401e-05	0.570508789907	1.84273839322e-05	0.540893497476	2.06135853211e-05	0.56129278268	2.20164044774e-05	0.532854392192	2.71388013725e-05	0.555329463629	2.11410029382e-05	0.554382578675	2.1204389311e-05	0.561407620768
PM0-6882	3278666	3278703	-1	promoter	[b3131]	3278666	0					4.59165577905e-07			100.194602769	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577416053612	-0.0	0.521181284778	-0.0	0.549452764567	-0.0	0.570532537784	-0.0	0.54091192486	-0.0	0.561313396266	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554403719678	-0.0	0.561428825158
PM0-6881	3278866	3278913	1	promoter	[b3135, b3134, b3133, b3132]	3278866	0					4.59165577905e-07			100.194603229	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577416053612	-0.0	0.521181284778	-0.0	0.549452764567	-0.0	0.570532537784	-0.0	0.54091192486	-0.0	0.561313396266	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554403719678	-0.0	0.561428825158
b3132	3278914	3280194	1	gene		3278914	0	P0C8K0				4.59165577905e-07			100.194603688	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577416053612	-0.0	0.521181284778	-0.0	0.549452764567	-0.0	0.570532537784	-0.0	0.54091192486	-0.0	0.561313396266	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554403719678	-0.0	0.561428825158
b3133	3280217	3280690	1	gene		3280217	0	P42904	N-acetylgalactosamine-specific phosphotransferase enzyme IIB component 2 OS=Escherichia coli (strain K12) GN=agaV PE=4 SV=1	agaV	Cytoplasm	0.000728571101936	0.000197037271103	0.000508452695641	100.194604147	0.0	0.529585141498	0.0	0.558124405879	0.0	0.547564650439	0.0	0.562804118883	0.0	0.53641169952	0.0	0.556981221139	0.0	0.549288010306	0.0	0.571205957637	2.81939660636e-06	0.577416053612	1.51805160329e-06	0.521181284778	0.0	0.549452764567	1.26544029362e-06	0.570532537784	0.0	0.54091192486	9.10313607035e-07	0.561313396266	0.0	0.532876408596	0.0	0.55535660243	6.66985029118e-07	0.554403719678	0.0	0.561428825158
b3134	3280701	3281075	1	gene		3280701	0	P42905				4.59165577905e-07			100.195332718	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3135	3281071	3281625	1	gene		3281075	0	P42906				4.59165577905e-07			100.195333177	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
PM0-6883	3281889	3281975	1	promoter	[b3141, b3140, b3139, b3138, b3137, b3136]	3281889	0					4.59165577905e-07			100.195333636	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3136	3281976	3283130	1	gene		3281976	0	P42907				4.59165577905e-07			100.195334096	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3137	3283143	3284003	1	gene		3283143	0	P0AB74				4.59165577905e-07			100.195334555	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3138	3284170	3284646	1	gene		3284170	0	P42909				4.59165577905e-07			100.195335014	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3139	3284685	3285488	1	gene		3284685	0	P42910				4.59165577905e-07			100.195335473	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3140	3285478	3286269	1	gene		3285488	0	P42911				4.59165577905e-07			100.195335932	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3141	3286270	3287025	1	gene		3286270	0	P42912				4.59165577905e-07			100.195336391	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3142	3287426	3288010	1	gene		3287426	0	P42913				4.59165577905e-07			100.195336851	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3143	3288090	3288785	1	gene		3288090	0	P42914				4.59165577905e-07			100.19533731	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3144	3288814	3291330	1	gene		3288814	0	P42915				4.59165577905e-07			100.195337769	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3145	3291341	3292432	1	gene		3291341	0	P43319				4.59165577905e-07			100.195338228	-0.0	0.529585141498	-0.0	0.558124405879	-0.0	0.547564650439	-0.0	0.562804118883	-0.0	0.53641169952	-0.0	0.556981221139	-0.0	0.549288010306	-0.0	0.571205957637	-0.0	0.577418873009	-0.0	0.521182802829	-0.0	0.549452764567	-0.0	0.570533803224	-0.0	0.54091192486	-0.0	0.561314306579	-0.0	0.532876408596	-0.0	0.55535660243	-0.0	0.554404386663	-0.0	0.561428825158
b3146	3292475	3293335	-1	gene		3292475	0	P67087	Ribosomal RNA small subunit methyltransferase I OS=Escherichia coli (strain K12) GN=rsmI PE=1 SV=1	rsmI	Cytoplasm	0.019453786361	0.0207425079283	0.0198929255418	100.195338687	6.48492712034e-05	0.529585141498	6.9894523828e-05	0.558124405879	8.31327111366e-05	0.547564650439	7.35316160558e-05	0.562804118883	7.62370411589e-05	0.53641169952	6.58688210095e-05	0.556981221139	6.51455380309e-05	0.549288010306	6.88690085476e-05	0.571205957637	0.000211185954378	0.577418873009	0.000124405942426	0.521182802829	0.000206195210433	0.549452764567	0.000230052995748	0.570533803224	0.000204121166037	0.54091192486	0.000215895977144	0.561314306579	0.000167820880841	0.532876408596	0.000171474881446	0.55535660243	0.000167028115218	0.554404386663	0.000240757668114	0.561428825158
b3147	3293400	3295436	1	gene		3293400	0	P45464	Penicillin-binding protein activator LpoA OS=Escherichia coli (strain K12) GN=lpoA PE=1 SV=1	lpoA	Cell outer membrane	0.0609223060629	0.0591508905935	0.0558467746929	100.214792474	0.000151592413351	0.529649990769	0.000154233646561	0.558194300403	0.000110079377913	0.54764778315	0.000140840497771	0.562877650499	0.000126405055715	0.536487936562	0.000159086062629	0.55704708996	0.000106942065232	0.549353155844	0.000297619014218	0.571274826646	5.87053976382e-05	0.577630058963	0.000104682245017	0.521307208772	8.61993333599e-05	0.549658959777	0.00012238702183	0.57076385622	7.24778899646e-05	0.541116046026	0.000129876171171	0.561530202557	9.22368026204e-05	0.533044229477	0.000158063608212	0.555528077312	6.26326912702e-05	0.554571414778	0.000114476020097	0.561669582826
b3148	3295394	3295789	1	gene		3295436	0	P45465				4.59165577905e-07			100.27571478	-0.0	0.529801583182	-0.0	0.558348534049	-0.0	0.547757862528	-0.0	0.563018490997	-0.0	0.536614341617	-0.0	0.557206176023	-0.0	0.549460097909	-0.0	0.57157244566	-0.0	0.577688764361	-0.0	0.521411891017	-0.0	0.549745159111	-0.0	0.570886243242	-0.0	0.541188523916	-0.0	0.561660078728	-0.0	0.53313646628	-0.0	0.55568614092	-0.0	0.554634047469	-0.0	0.561784058846
b3149	3295809	3296399	1	gene		3295809	0	P66817				4.59165577905e-07			100.275715239	2.98735129088e-05	0.529801583182	2.92458281499e-05	0.558348534049	3.04197458991e-05	0.547757862528	2.76203379081e-05	0.563018490997	2.65726305161e-05	0.536614341617	2.96510430758e-05	0.557206176023	2.68121720103e-05	0.549460097909	2.80724681587e-05	0.57157244566	1.43514148293e-05	0.577688764361	2.19023019537e-05	0.521411891017	2.25530170771e-05	0.549745159111	2.06986444582e-05	0.570886243242	1.91951263925e-05	0.541188523916	1.88264981481e-05	0.561660078728	1.41001981938e-05	0.53313646628	1.60779399153e-05	0.55568614092	2.08983574587e-05	0.554634047469	3.13071516735e-05	0.561784058846
PM-8779	3296072	3296408	1	promoter	[b3150]	3296399	0					4.59165577905e-07			100.275715698	-0.0	0.529831456695	-0.0	0.558377779878	-0.0	0.547788282274	-0.0	0.563046111334	-0.0	0.536640914248	-0.0	0.557235827066	-0.0	0.549486910081	-0.0	0.571600518128	-0.0	0.577703115776	-0.0	0.521433793319	-0.0	0.549767712128	-0.0	0.570906941886	-0.0	0.541207719043	-0.0	0.561678905226	-0.0	0.533150566478	-0.0	0.55570221886	-0.0	0.554654945826	-0.0	0.561815365998
b3150	3296409	3296984	1	gene		3296409	0	P64596	Uncharacterized protein yraP OS=Escherichia coli (strain K12) GN=yraP PE=4 SV=1	yraP	Periplasm	0.0259354834704	0.0237851596593	0.0250368978356	100.275716157	0.000192131998213	0.529831456695	0.000165993809776	0.558377779878	5.91886804749e-05	0.547788282274	4.82444956391e-05	0.563046111334	6.49777305785e-05	0.536640914248	7.10140943192e-05	0.557235827066	4.66762742663e-05	0.549486910081	7.93702215583e-05	0.571600518128	4.71259614148e-05	0.577703115776	3.36216240356e-05	0.521433793319	6.09115420468e-05	0.549767712128	6.28547065456e-05	0.570906941886	4.20145101771e-05	0.541207719043	6.28880309184e-05	0.561678905226	5.04857861001e-05	0.533150566478	7.90833656173e-05	0.55570221886	3.6266862667e-05	0.554654945826	5.05973111562e-05	0.561815365998
b3151	3297098	3298138	-1	gene		3297098	0	P45468	UPF0718 protein yraQ OS=Escherichia coli (strain K12) GN=yraQ PE=3 SV=1	yraQ	Cell membrane	0.000624654975473	0.000759588976684	0.000598650093455	100.301651641	-0.0	0.530023588694	-0.0	0.558543773687	-0.0	0.547847470954	-0.0	0.56309435583	-0.0	0.536705891978	-0.0	0.557306841161	-0.0	0.549533586355	-0.0	0.571679888349	-0.0	0.577750241737	-0.0	0.521467414943	-0.0	0.54982862367	-0.0	0.570969796593	-0.0	0.541249733553	-0.0	0.561741793257	-0.0	0.533201052264	-0.0	0.555781302226	-0.0	0.554691212689	-0.0	0.561865963309
b3152	3298211	3298846	-1	gene		3298211	0	P45469				4.59165577905e-07			100.302276296	1.90801908935e-06	0.530023588694	4.62582627641e-06	0.558543773687	7.62385153093e-06	0.547847470954	4.86344182376e-06	0.56309435583	6.60191655287e-06	0.536705891978	2.9467790852e-06	0.557306841161	3.20816648289e-06	0.549533586355	7.05213740509e-06	0.571679888349	2.87691904765e-06	0.577750241737	1.54533841598e-06	0.521467414943	2.72178564778e-06	0.54982862367	4.40349061068e-06	0.570969796593	6.65876753857e-07	0.541249733553	4.06779456767e-06	0.561741793257	1.51611902479e-06	0.533201052264	2.76381102112e-06	0.555781302226	1.23631014375e-06	0.554691212689	7.91113104319e-07	0.561865963309
