gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
b3500	3646299	3647651	1	gene		3646299	0	P06715	Glutathione reductase OS=Escherichia coli (strain K12) GN=gor PE=1 SV=1	gor	Cytoplasm	0.07874861217325829	0.07976054145215046	0.08278068373115334	110.73090803705458	407086.41806012177
b4613	3647705	3647788	-1	gene		3647705	0	A5A624							110.73090803705458	407096.41806012177
PM0-8643	3647789	3647982	-1	promoter	[b4613]	3647789	0								10.0	407207.1489681588
PM0-46267	3648063	3648062	1	promoter	[b4712]	3648063	1								10.0	407317.87987619586
b4712	3648063	3648146	1	gene		3648063	0								110.73090803705458	407327.87987619586
PM0-46268	3648294	3648293	1	promoter	[b4713]	3648294	1								10.0	407337.87987619586
b4713	3648294	3648377	1	gene		3648294	0								110.73090803705458	407448.6107842329
PM336	3648512	3648527	1	promoter	[b3501, b3502, b3503]	3648512	0								10.0	407458.6107842329
b3501	3648528	3648881	1	gene		3648528	0	P37309							110.73090803705458	407569.34169226995
b3502	3648935	3650224	1	gene		3648935	0	P0AB93							110.73090803705458	407579.34169226995
b3503	3650237	3650662	1	gene		3650237	0	P0AB96							110.73090803705458	407690.072600307
b3504	3651291	3653713	1	gene		3651291	0								110.73090803705458	407800.80350834405
b3505	3652182	3653198	-1	gene		3653713	1	P0CE58							110.73090803705458	407911.5344163811
PM00137	3653936	3653960	1	promoter	[b3507, b3506]	3653936	0								10.0	408022.26532441814
b3506	3653961	3654527	1	gene		3653961	0	P37194	Outer membrane protein slp OS=Escherichia coli (strain K12) GN=slp PE=1 SV=1	slp	Cell outer membrane	0.021315376496349177	0.019188457409502764	0.01771932809092025	110.73090803705458	408132.9962324552
b3507	3654683	3655213	1	gene		3654683	0	P37195							110.73090803705458	408142.9962324552
b3508	3655255	3655902	-1	gene		3655255	0	P0AFV2							110.73090803705458	408253.72714049224
b3509	3655966	3656292	-1	gene		3655966	0	P0AET2	Protein hdeB OS=Escherichia coli (strain K12) GN=hdeB PE=1 SV=1	hdeB	Periplasm	0.0014961218113571145	0.0014053943424091931	0.0016918639228222804	110.73090803705458	408364.4580485293
b3510	3656408	3656740	-1	gene		3656408	0	P0AES9	Chaperone-like protein hdeA OS=Escherichia coli (strain K12) GN=hdeA PE=1 SV=1	hdeA	Periplasm	0.04123771558045775	0.039874760172645005	0.0437048714545016	110.73090803705458	408475.18895656633
PM928	3656741	3656791	-1	promoter	[b3508, b3509, b3510]	3656741	0								10.0	408585.9198646034
PM0-5143	3656960	3656994	1	promoter	[b3511]	3656960	0								10.0	408696.6507726404
b3511	3656995	3657567	1	gene		3656995	0	P0AET5	Protein hdeD OS=Escherichia coli (strain K12) GN=hdeD PE=1 SV=1	hdeD	Cell inner membrane	0.00012100581716403243	7.131599697589072e-05	5.946643380607376e-05	110.73090803705458	408706.6507726404
PM0-10349	3657800	3658365	1	promoter	[b3512]	3657800	0								10.0	408716.6507726404
b4704	3657986	3658054	-1	gene		3658365	1								110.73090803705458	408827.38168067747
PM0-36220	3658055	3658054	-1	promoter	[b4704]	3658365	1								10.0	408837.38168067747
PM0-10366	3658062	3658365	1	promoter	[b3514, b3513, b3512]	3658365	0								10.0	408948.1125887145
PM0-5141	3658242	3658365	1	promoter	[b3512]	3658365	0								10.0	408958.1125887145
PM0-5982	3658345	3658365	1	promoter	[b3514, b3513, b3512]	3658365	0								10.0	408968.1125887145
b3512	3658366	3658893	1	gene		3658366	0	P63204							110.73090803705458	408978.1125887145
PM0-10251	3659084	3659231	1	promoter	[b3514, b3513]	3659084	0								10.0	408988.1125887145
b3513	3659232	3660389	1	gene		3659232	0	P37636	Multidrug resistance protein mdtE OS=Escherichia coli (strain K12) GN=mdtE PE=1 SV=1	mdtE	Cell inner membrane	0.0010564267631970026	0.0008839754727880407	0.0008468471908369761	110.73090803705458	409098.84349675156
b3514	3660414	3663527	1	gene		3660414	0	P37637	Multidrug resistance protein MdtF OS=Escherichia coli (strain K12) GN=mdtF PE=1 SV=1	mdtF	Cell inner membrane	3.1862450521724424e-06	3.1023868783174454e-05	7.813211140669206e-05	110.73090803705458	409108.84349675156
b3515	3663890	3664618	-1	gene		3663890	0	P63201							110.73090803705458	409219.5744047886
PM0-10288	3664619	3664781	-1	promoter	[b3515]	3664619	0								10.0	409330.30531282566
PM0-6061	3664864	3664863	1	promoter	[b4452]	3664864	1								10.0	409441.0362208627
b4452	3664864	3664968	1	gene		3664864	0								110.73090803705458	409451.0362208627
b3516	3664986	3665810	-1	gene		3664986	0	P37639							110.73090803705458	409461.0362208627
PM0-2441	3665811	3665839	-1	promoter	[b3515, b3516]	3665811	0								10.0	409571.76712889975
b3517	3666180	3667580	-1	gene		3666180	0	P69908	Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) GN=gadA PE=1 SV=1	gadA	Cytoplasm	0.00234616311587331	0.0018148468398739876	0.002187503192839065	110.73090803705458	409682.4980369368
PM461	3667581	3667607	-1	promoter	[b3516, b3517]	3667581	0								10.0	409692.4980369368
b3518	3667791	3669188	-1	gene		3667791	0	P37197							110.73090803705458	409803.22894497385
PM0-9588	3669189	3669261	-1	promoter	[b3518]	3669189	0								10.0	409813.22894497385
PM0-46122	3669551	3669591	1	promoter	[b3519]	3669551	0								10.0	409923.9598530109
b3519	3669592	3671241	1	gene		3669592	0	P62601							110.73090803705458	409933.9598530109
b3520	3671292	3671894	-1	gene		3671292	0	P37640							110.73090803705458	409943.9598530109
PM0-10468	3672136	3672413	1	promoter	[b3521]	3672136	0								10.0	410054.69076104794
b3521	3672414	3673313	1	gene		3672414	0	P37641							110.73090803705458	410165.421669085
b3522	3673362	3674375	1	gene		3673362	0	P37642	Inner membrane protein yhjD OS=Escherichia coli (strain K12) GN=yhjD PE=1 SV=1	yhjD	Cell inner membrane	0.0015835408779906097	0.0015696021512082781	0.0017511669247715965	110.73090803705458	410175.421669085
b3523	3674786	3676108	1	gene		3674786	0	P37643	Inner membrane metabolite transport protein yhjE OS=Escherichia coli (strain K12) GN=yhjE PE=1 SV=1	yhjE	Cell inner membrane	0.03659981013007791	0.04232821303036623	0.03638631659743399	110.73090803705458	410286.15257712203
b3524	3676290	3678350	-1	gene		3676290	0	P37645	Uncharacterized protein yhjG OS=Escherichia coli (strain K12) GN=yhjG PE=4 SV=3	yhjG	Cell membrane	0.0019834569457671224	0.0018661025352006673	0.0021866660170291354	110.73090803705458	410396.8834851591
PM0-9766	3678351	3678412	-1	promoter	[b3524]	3678351	0								10.0	410507.6143931961
b3525	3678420	3679187	-1	gene		3678420	0	P37646							110.73090803705458	410618.3453012332
PM0-1730	3679188	3679229	-1	promoter	[b3525]	3679188	0								10.0	410628.3453012332
b3526	3679419	3680348	1	gene		3679419	0	P37647							110.73090803705458	410739.0762092702
b3527	3680444	3681940	-1	gene		3680444	0	P37648	Protein yhjJ OS=Escherichia coli (strain K12) GN=yhjJ PE=1 SV=1	yhjJ	Periplasm	0.009873827916463896	0.010727215759521064	0.01078482916697272	110.73090803705458	410749.0762092702
PM-8803	3681941	3682016	-1	promoter	[b3527]	3681941	0								10.0	410859.80711730727
b3528	3682161	3683447	-1	gene		3682161	0	P0A830	Aerobic C4-dicarboxylate transport protein OS=Escherichia coli (strain K12) GN=dctA PE=1 SV=1	dctA	Cell inner membrane	0.0034750006943935338	0.0027291476345797905	0.0027751713406585768	110.73090803705458	410970.5380253443
PM0-1621	3683448	3683498	-1	promoter	[b3528]	3683448	0								10.0	410980.5380253443
b3529	3683630	3685618	-1	gene		3683630	0	P37649	Protein YhjK OS=Escherichia coli (strain K12) GN=yhjK PE=1 SV=3	yhjK	Cell membrane	0.000492657833873021	0.0003170494404524543	0.0003714463221458908	110.73090803705458	411091.26893338136
b3530	3685700	3689173	-1	gene		3685700	0	P37650							110.73090803705458	411101.26893338136
b3531	3689155	3690261	-1	gene		3689173	0	P37651							110.73090803705458	411211.9998414184
b3532	3690268	3692607	-1	gene		3690268	0	P37652							110.73090803705458	411322.73074945546
PM0-8735	3692608	3692673	-1	promoter	[b3531, b3532]	3692608	0								10.0	411433.4616574925
b3533	3692618	3695236	-1	gene		3692673	0	P37653							110.73090803705458	411544.19256552955
b3534	3695233	3695985	-1	gene		3695236	0	P37655							110.73090803705458	411554.19256552955
b3535	3695997	3696185	-1	gene		3695997	0	P0ADJ3							110.73090803705458	411664.9234735666
PM0-46354	3696186	3696364	-1	promoter	[b3535]	3696186	0								10.0	411775.65438160364
PM0-46353	3696443	3696457	1	promoter	[b3538, b3537, b3536]	3696443	0								10.0	411886.3852896407
b3536	3696458	3698029	1	gene		3696458	0	P37657							110.73090803705458	411896.3852896407
b3537	3698026	3698217	1	gene		3698029	0	P0ADJ5							110.73090803705458	411906.3852896407
b3538	3698214	3699893	1	gene		3698217	0	P37659	Uncharacterized protein yhjU OS=Escherichia coli (strain K12) GN=yhjU PE=4 SV=1	bcsG	Cell membrane	0.004358087399559754	0.004503794713198064	0.003334350330105664	110.73090803705458	412017.11619767774
b4453	3699980	3700087	-1	gene		3699980	0	Q6BF25							110.73090803705458	412127.8471057148
PM0-9604	3700088	3700272	-1	promoter	[b4453]	3700088	0								10.0	412238.57801375183
PM0-9605	3700136	3700135	1	promoter	[b4454]	3700272	1								10.0	412349.3089217889
b4454	3700136	3700201	1	gene		3700272	1								110.73090803705458	412359.3089217889
b3539	3700563	3701834	1	gene		3700563	0	P37660							110.73090803705458	412369.3089217889
b3540	3701864	3702868	-1	gene		3701864	0	P37313	Dipeptide transport ATP-binding protein DppF OS=Escherichia coli (strain K12) GN=dppF PE=3 SV=1	dppF	Cell inner membrane	0.01751302220932734	0.0273168094698844	0.019230133726624705	110.73090803705458	412480.0398298259
b3541	3702865	3703848	-1	gene		3702868	0	P0AAG0	Dipeptide transport ATP-binding protein DppD OS=Escherichia coli (strain K12) GN=dppD PE=3 SV=1	dppD	Cell inner membrane	0.0217943765675586	0.021387395282938267	0.02237135330357079	110.73090803705458	412590.770737863
b3542	3703859	3704761	-1	gene		3703859	0	P0AEG1	Dipeptide transport system permease protein dppC OS=Escherichia coli (strain K12) GN=dppC PE=1 SV=1	dppC	Cell inner membrane	0.0026452784101705837	0.0035011306803227346	0.0024061463030869697	110.73090803705458	412701.5016459
b3543	3704771	3705790	-1	gene		3704771	0	P0AEF8	Dipeptide transport system permease protein dppB OS=Escherichia coli (strain K12) GN=dppB PE=1 SV=1	dppB	Cell inner membrane	0.0010629482412269143	0.0009325592965473896	0.0008189197166415451	110.73090803705458	412812.23255393706
b3544	3706098	3707705	-1	gene		3706098	0	P23847	Periplasmic dipeptide transport protein OS=Escherichia coli (strain K12) GN=dppA PE=1 SV=1	dppA	Periplasm	0.4890949275828512	0.5434369785237928	0.49398302049355297	110.73090803705458	412922.9634619741
PM00546	3707706	3707870	-1	promoter	[b3540, b3541, b3542, b3543, b3544]	3707706	0								10.0	413033.69437001116
b3545	3708616	3708692	-1	gene		3708616	0								110.73090803705458	413144.4252780482
PM00674	3708693	3708694	-1	promoter	[b3545]	3708693	0								10.0	413154.4252780482
b3546	3708784	3710475	-1	gene		3708784	0	P37661	Phosphoethanolamine transferase eptB OS=Escherichia coli (strain K12) GN=eptB PE=1 SV=3	eptB	Cell inner membrane	6.78247346803052e-05	9.038813480853939e-05	0.00011522485777960357	110.73090803705458	413265.15618608525
PM0-10506	3710476	3710581	-1	promoter	[b3546]	3710476	0								10.0	413275.15618608525
b3547	3710799	3712007	-1	gene		3710799	0	P37662							110.73090803705458	413385.8870941223
PM0-46200	3712008	3712043	-1	promoter	[b3547]	3712008	0								10.0	413395.8870941223
b3548	3712236	3712934	-1	gene		3712236	0	P37663							110.73090803705458	413506.61800215935
b3549	3713092	3713655	1	gene		3713092	0	P05100							110.73090803705458	413516.61800215935
b3550	3713652	3714092	1	gene		3713655	0	P37664							110.73090803705458	413627.3489101964
b3551	3714061	3716394	-1	gene		3714092	0	P20099							110.73090803705458	413738.07981823344
b3552	3716547	3717206	1	gene		3716547	0	P37665	Inner membrane lipoprotein yiaD OS=Escherichia coli (strain K12) GN=yiaD PE=1 SV=2	yiaD	Cell inner membrane	0.012097428855683861	0.01316024258605129	0.012670419606258771	110.73090803705458	413848.8107262705
b3553	3717310	3718284	1	gene		3717310	0	P37666	Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) GN=ghrB PE=1 SV=3	ghrB	Cytoplasm	0.11500569230235531	0.1025306527762535	0.10495331185775424	110.73090803705458	413959.54163430753
b3554	3718334	3719044	-1	gene		3718334	0	P0ADK0							110.73090803705458	414070.2725423446
PM0-10148	3719045	3719097	-1	promoter	[b3554]	3719045	0								10.0	414181.0034503816
PM0-8525	3719431	3719477	1	promoter	[b3555]	3719431	0								10.0	414291.7343584187
b3555	3719478	3719768	1	gene		3719478	0	P0A9V5							110.73090803705458	414301.7343584187
PM00452	3719889	3720048	1	promoter	[b3556]	3719889	0								10.0	414311.7343584187
b3556	3720049	3720261	1	gene		3720049	0	P0A9X9	Cold shock protein CspA OS=Escherichia coli (strain K12) GN=cspA PE=1 SV=2	cspA	Cytoplasm	0.030205605094215635	0.02910802806427002	0.02654940913506422	110.73090803705458	414422.4652664557
b4647	3720448	3720632	-1	gene		3720448	0								110.73090803705458	414432.4652664557
b4455	3720448	3720600	-1	gene		3720632	1	P37305							110.73090803705458	414543.19617449277
b3557	3720680	3721201	1	gene		3720680	0	P19768							110.73090803705458	414653.9270825298
PM0-8642	3721065	3721153	1	promoter	[b3558]	3721201	1								10.0	414764.65799056686
b3558	3721198	3722049	1	gene		3721201	0	P19769							110.73090803705458	414875.3888986039
b4614	3722076	3722105	1	gene		3722076	0								110.73090803705458	414885.3888986039
b3559	3722328	3724397	-1	gene		3722328	0	P00961	Glycyl-tRNA synthetase beta subunit OS=Escherichia coli (strain K12) GN=glyS PE=1 SV=4	glyS	Cytoplasm	0.3739491093352535	0.3713152720647131	0.36692013774446425	110.73090803705458	414996.11980664096
b3560	3724407	3725318	-1	gene		3724407	0	P00960	Glycyl-tRNA synthetase alpha subunit OS=Escherichia coli (strain K12) GN=glyQ PE=1 SV=2	glyQ	Cytoplasm	0.09815272686748669	0.09573760619961838	0.09344928189595411	110.73090803705458	415106.850714678
PM0-8862	3725319	3725354	-1	promoter	[b3559, b3560]	3725319	0								10.0	415217.58162271505
b4553	3725413	3725712	-1	gene		3725413	0	Q2M7M3							110.73090803705458	415328.3125307521
b3561	3725887	3726882	1	gene		3725887	0	P37669							110.73090803705458	415338.3125307521
b3562	3726924	3727361	-1	gene		3726924	0	P0ADJ8							110.73090803705458	415449.04343878914
b3563	3727407	3727748	-1	gene		3727407	0	P11286							110.73090803705458	415559.7743468262
b3564	3727917	3729371	-1	gene		3727917	0	P09099							110.73090803705458	415670.50525486324
b3565	3729443	3730765	-1	gene		3729443	0	P00944	Xylose isomerase OS=Escherichia coli (strain K12) GN=xylA PE=3 SV=1	xylA	Cytoplasm	0.02101394990507451	0.02320619585169972	0.02146061071791066	110.73090803705458	415781.2361629003
PM68	3730766	3730807	-1	promoter	[b3564, b3565]	3730766	0								10.0	415891.96707093733
PM70	3731069	3731130	1	promoter	[b3566, b3567, b3568, b3569]	3731069	0								10.0	416002.6979789744
b3566	3731131	3732123	1	gene		3731131	0	P37387	D-xylose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=xylF PE=1 SV=1	xylF	Periplasm	0.004520267187351584	0.00557269899863268	0.0059789725403672726	110.73090803705458	416012.6979789744
b3567	3732201	3733742	1	gene		3732201	0	P37388	Xylose import ATP-binding protein XylG OS=Escherichia coli (strain K12) GN=xylG PE=1 SV=1	xylG	Cell inner membrane	8.242112852985584e-05	0.00010303880022047915	8.703902977725517e-05	110.73090803705458	416022.6979789744
b3568	3733720	3734901	1	gene		3733742	0	P0AGI4	Xylose transport system permease protein xylH OS=Escherichia coli (strain K12) GN=xylH PE=1 SV=1	xylH	Cell inner membrane	0.00021619198037320717	4.341204953403888e-06	1.601939096928779e-06	110.73090803705458	416133.4288870114
PM69	3734906	3734978	1	promoter	[b3569]	3734906	0								10.0	416244.1597950485
b3569	3734979	3736157	1	gene		3734979	0	P0ACI3							110.73090803705458	416354.8907030855
b3570	3736353	3737177	-1	gene		3736353	0	P27297							110.73090803705458	416364.8907030855
PM00185	3737470	3737496	1	promoter	[b3571]	3737470	0								10.0	416475.62161112257
b3571	3737497	3739527	1	gene		3737497	0	P25718							110.73090803705458	416586.3525191596
PM0-10149	3739674	3739704	1	promoter	[b3572]	3739674	0								10.0	416596.3525191596
b3572	3739705	3740958	1	gene		3739705	0	P09053	Valine--pyruvate aminotransferase OS=Escherichia coli (strain K12) GN=avtA PE=3 SV=3	avtA	Cytoplasm	0.04286742609541749	0.04120030778100259	0.04642691950043973	110.73090803705458	416707.08342719666
b3573	3741109	3741582	-1	gene		3741109	0	P56256							110.73090803705458	416717.08342719666
b3574	3741684	3742532	-1	gene		3741684	0	P37671							110.73090803705458	416827.8143352337
PM449	3742533	3742618	-1	promoter	[b3574]	3742533	0								10.0	416938.54524327075
PM692	3742674	3742732	1	promoter	[b3577, b3583, b3582, b3581, b3580, b3579, b3578, b3576, b3575]	3742674	0								10.0	417049.2761513078
PM0-9695	3742720	3742732	1	promoter	[b3583, b3582, b3581, b3580, b3579, b3578, b3577, b3576, b3575]	3742732	0								10.0	417059.2761513078
b3575	3742733	3743731	1	gene		3742733	0	P37672							110.73090803705458	417069.2761513078
b3576	3743743	3744210	1	gene		3743743	0	P37673							110.73090803705458	417079.2761513078
b3577	3744328	3744801	1	gene		3744328	0	P37674							110.73090803705458	417190.00705934485
b3578	3744804	3746081	1	gene		3744804	0	P37675							110.73090803705458	417300.7379673819
b3579	3746094	3747080	1	gene		3746094	0	P37676							110.73090803705458	417411.46887541894
b3580	3747084	3748580	1	gene		3747084	0	P37677							110.73090803705458	417522.199783456
b3581	3748577	3749239	1	gene		3748580	0	P37678							110.73090803705458	417632.93069149303
b3582	3749232	3750092	1	gene		3749239	0	P37679							110.73090803705458	417743.6615995301
b3583	3750086	3750781	1	gene		3750092	0	P37680							110.73090803705458	417854.3925075671
b4648	3750813	3750914	-1	gene		3750813	0								110.73090803705458	417965.1234156042
b4649	3750918	3751109	1	gene		3750918	0								110.73090803705458	418075.8543236412
b3584	3751128	3751868	-1	gene		3751128	0	P37681							110.73090803705458	418186.58523167827
b3585	3751992	3752966	1	gene		3751992	0	P37682							110.73090803705458	418297.3161397153
b3586	3752963	3754099	-1	gene		3752966	0	P37683							110.73090803705458	418408.04704775236
b3587	3754105	3754428	-1	gene		3754105	0	P0ADK4							110.73090803705458	418518.7779557894
b3588	3754973	3756511	-1	gene		3754973	0	P37685							110.73090803705458	418629.50886382646
PM00187	3756512	3756535	-1	promoter	[b3588]	3756512	0								10.0	418740.2397718635
b3589	3756676	3757827	-1	gene		3756676	0	P37686							110.73090803705458	418850.97067990055
b3590	3758017	3759861	-1	gene		3758017	0	P14081	Selenocysteine-specific elongation factor OS=Escherichia coli (strain K12) GN=selB PE=1 SV=3	selB	Cytoplasm	0.004268684857964344	0.005562028115687573	0.00561442870636986	110.73090803705458	418860.97067990055
b3591	3759858	3761249	-1	gene		3759861	0	P0A821	L-seryl-tRNA(Sec) selenium transferase OS=Escherichia coli (strain K12) GN=selA PE=1 SV=1	selA	Cytoplasm	0.013710702613652419	0.015642728447222073	0.015186456797109636	110.73090803705458	418971.7015879376
PM0-10509	3761250	3761297	-1	promoter	[b3590, b3591]	3761250	0								10.0	419082.43249597464
b3592	3761347	3761955	-1	gene		3761347	0	P0ACA1							110.73090803705458	419193.1634040117
PM0-10150	3761956	3761975	-1	promoter	[b3592]	3761956	0								10.0	419203.1634040117
b3593	3762183	3766316	1	gene		3762183	0	P16916							110.73090803705458	419313.89431204874
b3594	3766337	3767179	1	gene		3766337	0	P0ADK6							110.73090803705458	419323.89431204874
b3595	3767221	3768165	1	gene		3767221	0	P32109							110.73090803705458	419434.6252200858
b3596	3768177	3768638	1	gene		3768177	0	P32106							110.73090803705458	419545.35612812283
b4650	3768639	3768890	1	gene		3768639	0								110.73090803705458	419656.0870361599
b4651	3768892	3769256	1	gene		3768892	0								110.73090803705458	419766.8179441969
b4615	3769345	3769783	1	gene		3769345	0	A5A625							110.73090803705458	419877.548852234
b4652	3769948	3770146	1	gene		3769948	0								110.73090803705458	419988.279760271
b3597	3770243	3771379	-1	gene		3770243	0	P0AFV0							110.73090803705458	420099.01066830807
b3598	3771382	3771744	-1	gene		3771382	0	P32108							110.73090803705458	420209.7415763451
PM00272	3772188	3772280	1	promoter	[b3599, b3600, b3601]	3772188	0								10.0	420320.47248438216
b3599	3772281	3774194	1	gene		3772281	0	P00550	PTS system mannitol-specific EIICBA component OS=Escherichia coli (strain K12) GN=mtlA PE=1 SV=1	mtlA	Cell inner membrane	0.05227071443133451	0.0654960108899793	0.0642678627840565	110.73090803705458	420431.2033924192
b3600	3774424	3775572	1	gene		3774424	0	P09424							110.73090803705458	420441.2033924192
b3601	3775572	3776159	1	gene		3775572	0	P0AF10							110.73090803705458	420551.93430045625
b4554	3776171	3776380	-1	gene		3776171	0	Q2M7R5							110.73090803705458	420662.6652084933
b3602	3776665	3777027	1	gene		3776665	0	P0ADK8	Uncharacterized protein yibL OS=Escherichia coli (strain K12) GN=yibL PE=1 SV=1	yibL	Cytoplasm	0.04080467123674204	0.03491362959841104	0.03432633971204403	110.73090803705458	420773.39611653035
PM224	3777289	3777398	1	promoter	[b3605, b3604, b3603]	3777289	0								10.0	420884.1270245674
b3603	3777399	3779054	1	gene		3777399	0	P33231							110.73090803705458	420994.85793260444
b3604	3779054	3779830	1	gene		3779054	0	P0ACL7							110.73090803705458	421004.85793260444
b3605	3779827	3781017	1	gene		3779830	0	P33232	L-lactate dehydrogenase [cytochrome] OS=Escherichia coli (strain K12) GN=lldD PE=1 SV=1	lldD	Cell inner membrane	0.010471210740802907	0.009646046074179628	0.010752106784765509	110.73090803705458	421115.5888406415
b3606	3781215	3781688	1	gene		3781215	0	P0AGJ7	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL OS=Escherichia coli (strain K12) GN=trmL PE=1 SV=1	trmL	Cytoplasm	0.001143960632528293	0.0011699641149017425	0.001419351454057383	110.73090803705458	421226.31974867854
b3607	3781741	3782562	-1	gene		3781741	0	P0A9D4	Serine acetyltransferase OS=Escherichia coli (strain K12) GN=cysE PE=1 SV=1	cysE	Cytoplasm	0.017165924396700078	0.0197818959227128	0.01944660975081534	110.73090803705458	421337.0506567156
PM00454	3782563	3782681	-1	promoter	[b3607]	3782563	0								10.0	421447.78156475263
b3608	3782642	3783661	-1	gene		3782681	0	P0A6S7	Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain K12) GN=gpsA PE=3 SV=1	gpsA	Cytoplasm	0.02055922296481159	0.01969836932158658	0.018826775630714405	110.73090803705458	421558.5124727897
b3609	3783661	3784128	-1	gene		3783661	0	P0AG86	Protein-export protein SecB OS=Escherichia coli (strain K12) GN=secB PE=1 SV=1	secB	Cytoplasm	0.3875805310559515	0.47931890544234884	0.48045891173644256	110.73090803705458	421568.5124727897
PM0-46344	3784129	3784203	-1	promoter	[b3609, b3608]	3784129	0								10.0	421679.2433808267
b3610	3784191	3784442	-1	gene		3784203	0								110.73090803705458	421789.97428886377
b3611	3784584	3785015	-1	gene		3784584	0	P0AG27							110.73090803705458	421799.97428886377
PM0-46345	3785016	3785195	-1	promoter	[b3610, b3611, b3608, b3609]	3785016	0								10.0	421910.7051969008
PM0-46132	3785187	3785259	1	promoter	[b3614, b3613, b3612]	3785195	0								10.0	422021.43610493786
b3612	3785260	3786804	1	gene		3785260	0	P37689							110.73090803705458	422031.43610493786
b3613	3786838	3788097	1	gene		3786838	0	P37690	Uncharacterized protein yibP OS=Escherichia coli (strain K12) GN=yibP PE=4 SV=2	envC	Periplasm	0.004384792588494032	0.005489032719008567	0.004144081176237988	110.73090803705458	422041.43610493786
b3614	3788101	3789060	1	gene		3788101	0	P37691							110.73090803705458	422152.1670129749
b3615	3789047	3790081	-1	gene		3789060	0	P11290							110.73090803705458	422262.89792101196
PM0-9640	3790082	3790149	-1	promoter	[b3615]	3790082	0								10.0	422373.628829049
b3616	3790320	3791345	-1	gene		3790320	0	P07913	L-threonine 3-dehydrogenase OS=Escherichia coli (strain K12) GN=tdh PE=1 SV=1	tdh	Cytoplasm	0.009939436317130257	0.01156943690532701	0.011165746778284224	110.73090803705458	422484.35973708605
b3617	3791355	3792551	-1	gene		3791355	0	P0AB77							110.73090803705458	422494.35973708605
PM00115	3792552	3792577	-1	promoter	[b3616, b3617]	3792552	0								10.0	422605.0906451231
b3618	3792826	3793683	-1	gene		3792826	0	P25666							110.73090803705458	422715.82155316015
PM00513	3793865	3793986	1	promoter	[b3619, b3620, b3621, b3622]	3793865	0								10.0	422725.82155316015
PM0-4422	3793896	3793986	1	promoter	[b3622, b3621, b3620, b3619]	3793986	0								10.0	422836.5524611972
b3619	3793987	3794919	1	gene		3793987	0	P67910	ADP-L-glycero-D-manno-heptose-6-epimerase OS=Escherichia coli (strain K12) GN=hldD PE=1 SV=1	hldD	Cytoplasm	0.16431504866568827	0.16772653257811423	0.17392609901185677	110.73090803705458	422846.5524611972
b3620	3794929	3795975	1	gene		3794929	0	P37692							110.73090803705458	422856.5524611972
b3621	3795979	3796938	1	gene		3795979	0	P24173							110.73090803705458	422967.28336923424
b3622	3796948	3798207	1	gene		3796948	0	P27243	O-antigen ligase OS=Escherichia coli (strain K12) GN=rfaL PE=1 SV=2	rfaL	Cell inner membrane	0.0006438594753682312	0.0008404214429177821	0.00038697314380027473	110.73090803705458	423078.0142772713
b3623	3798239	3799312	-1	gene		3798239	0	P27242	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase OS=Escherichia coli (strain K12) GN=waaU PE=4 SV=2	waaU	Membrane	0.00018067963261863526	0.00016512726874719666	0.00019710330445809308	110.73090803705458	423188.74518530833
b3624	3799345	3800196	-1	gene		3799345	0	P27241							110.73090803705458	423299.4760933454
b3625	3800267	3800965	-1	gene		3800267	0	P27240							110.73090803705458	423410.2070013824
PM0-10370	3800966	3801136	-1	promoter	[b3624, b3625]	3800966	0								10.0	423520.9379094195
b3626	3800983	3801999	-1	gene		3801136	0	P27129							110.73090803705458	423631.6688174565
b3627	3802039	3803058	-1	gene		3802039	0	P27128							110.73090803705458	423641.6688174565
b3628	3803058	3804137	-1	gene		3803058	0	P27127							110.73090803705458	423752.39972549357
b3629	3804181	3805116	-1	gene		3804181	0	P27126							110.73090803705458	423863.1306335306
b3630	3805153	3805950	-1	gene		3805153	0	P25741							110.73090803705458	423973.86154156766
b3631	3805943	3807067	-1	gene		3805950	0	P25740							110.73090803705458	424084.5924496047
b3632	3807064	3808098	-1	gene		3807067	0	P25742							110.73090803705458	424195.32335764176
PM0-7504	3808099	3808180	-1	promoter	[b3623, b3624, b3625, b3626, b3627, b3628, b3629, b3630, b3631, b3632]	3808099	0								10.0	424306.0542656788
PM0-7507	3808256	3808539	1	promoter	[b3633]	3808256	0								10.0	424416.78517371585
b3633	3808540	3809817	1	gene		3808540	0	P0AC75	3-deoxy-D-manno-octulosonic-acid transferase OS=Escherichia coli (strain K12) GN=waaA PE=3 SV=1	waaA	Cell inner membrane	0.0024142727699486763	0.004088638008620613	0.0022988608676804646	110.73090803705458	424426.78517371585
