E_coli_K12	E_coli_W3110	Identity_E_coli_K12.to.E_coli_W3110	Identity_E_coli_W3110.to.E_coli_K12
sp|P19769|INSK_ECOLI	W3110_lambdaRed.CDS.3728	100.0	100.0
sp|P19925|ENTD_ECOLI	W3110_lambdaRed.CDS.585	100.0	100.0
sp|P19930|HYAD_ECOLI	W3110_lambdaRed.CDS.980	100.0	100.0
sp|P19931|HYAE_ECOLI	W3110_lambdaRed.CDS.981	100.0	100.0
sp|P19932|HYAF_ECOLI	W3110_lambdaRed.CDS.982	100.0	100.0
sp|P19934|TOLA_ECOLI	W3110_lambdaRed.CDS.743	100.0	100.0
sp|P20083|PARE_ECOLI	W3110_lambdaRed.CDS.3029	100.0	100.0
sp|P20099|BISC_ECOLI	W3110_lambdaRed.CDS.3736	100.0	100.0
sp|P20605|FIC_ECOLI	W3110_lambdaRed.CDS.3937	100.0	100.0
sp|P20966|PTFBC_ECOLI	W3110_lambdaRed.CDS.2160	100.0	100.0
sp|P21151|FADA_ECOLI	W3110_lambdaRed.CDS.3441	100.0	100.0
sp|P21165|PEPQ_ECOLI	W3110_lambdaRed.CDS.3439	100.0	100.0
sp|P21437|GLPX2_ECOLI	W3110_lambdaRed.CDS.2929	100.0	100.0
sp|P21169|DCOR_ECOLI	W3110_lambdaRed.CDS.2965	100.0	100.0
sp|P21170|SPEA_ECOLI	W3110_lambdaRed.CDS.2936	100.0	100.0
sp|P21177|FADB_ECOLI	W3110_lambdaRed.CDS.3440	100.0	100.0
sp|P21179|CATE_ECOLI	W3110_lambdaRed.CDS.1718	100.0	100.0
sp|P21189|DPO2_ECOLI	W3110_lambdaRed.CDS.56	100.0	100.0
sp|P21338|RNI_ECOLI	W3110_lambdaRed.CDS.618	100.0	100.0
sp|P21345|GLTP_ECOLI	W3110_lambdaRed.CDS.4098	100.0	100.0
sp|P21361|YCIG_ECOLI	W3110_lambdaRed.CDS.1230	100.0	100.0
sp|P21362|YCIF_ECOLI	W3110_lambdaRed.CDS.1229	100.0	100.0
sp|P21363|YCIE_ECOLI	W3110_lambdaRed.CDS.1228	100.0	100.0
sp|P21365|YCIC_ECOLI	W3110_lambdaRed.CDS.1226	100.0	100.0
sp|P21367|YCAC_ECOLI	W3110_lambdaRed.CDS.900	100.0	100.0
sp|P21369|PNCA_ECOLI	W3110_lambdaRed.CDS.1756	100.0	100.0
sp|P21418|YDFC_ECOLI	W3110_lambdaRed.CDS.1555	100.0	100.0
sp|P19323|FHLA_ECOLI	W3110_lambdaRed.CDS.2724	100.0	100.0
sp|P19319|NARZ_ECOLI	W3110_lambdaRed.CDS.1450	100.0	100.0
sp|P19318|NARY_ECOLI	W3110_lambdaRed.CDS.1449	100.0	100.0
sp|P19317|NARW_ECOLI	W3110_lambdaRed.CDS.1448	100.0	100.0
sp|P17117|NFSA_ECOLI	W3110_lambdaRed.CDS.853	100.0	100.0
sp|P17169|GLMS_ECOLI	W3110_lambdaRed.CDS.3545	100.0	100.0
sp|P17334|PTQC_ECOLI	W3110_lambdaRed.CDS.1723	100.0	100.0
sp|P17410|CHBR_ECOLI	W3110_lambdaRed.CDS.1721	100.0	100.0
sp|P17411|CHBF_ECOLI	W3110_lambdaRed.CDS.1720	100.0	100.0
sp|P17443|MURG_ECOLI	W3110_lambdaRed.CDS.88	100.0	100.0
sp|P17444|BETA_ECOLI	W3110_lambdaRed.CDS.307	100.0	100.0
sp|P17445|BETB_ECOLI	W3110_lambdaRed.CDS.308	100.0	100.0
sp|P17446|BETI_ECOLI	W3110_lambdaRed.CDS.309	100.0	100.0
sp|P17583|CYNX_ECOLI	W3110_lambdaRed.CDS.338	100.0	100.0
sp|P17802|MUTY_ECOLI	W3110_lambdaRed.CDS.2960	100.0	100.0
sp|P17846|CYSI_ECOLI	W3110_lambdaRed.CDS.2759	100.0	100.0
sp|P17854|CYSH_ECOLI	W3110_lambdaRed.CDS.2758	100.0	100.0
sp|P17888|PRIA_ECOLI	W3110_lambdaRed.CDS.3346	100.0	100.0
sp|P17952|MURC_ECOLI	W3110_lambdaRed.CDS.89	100.0	100.0
sp|P17993|UBIG_ECOLI	W3110_lambdaRed.CDS.2232	100.0	100.0
sp|P17994|YFAA_ECOLI	W3110_lambdaRed.CDS.2230	100.0	100.0
sp|P18133|PNCB_ECOLI	W3110_lambdaRed.CDS.936	100.0	100.0
sp|P18196|MINC_ECOLI	W3110_lambdaRed.CDS.1141	100.0	100.0
sp|P18335|ARGD_ECOLI	W3110_lambdaRed.CDS.3939	100.0	100.0
sp|P18390|YJJA_ECOLI	W3110_lambdaRed.CDS.4397	100.0	100.0
sp|P18392|RSTB_ECOLI	W3110_lambdaRed.CDS.1591	100.0	100.0
sp|P18393|YBDZ_ECOLI	W3110_lambdaRed.CDS.589	100.0	100.0
sp|P18775|DMSA_ECOLI	W3110_lambdaRed.CDS.897	100.0	100.0
sp|P18776|DMSB_ECOLI	W3110_lambdaRed.CDS.898	100.0	100.0
sp|P18777|DMSC_ECOLI	W3110_lambdaRed.CDS.899	100.0	100.0
sp|P18811|MALI_ECOLI	W3110_lambdaRed.CDS.1602	100.0	100.0
sp|P18843|NADE_ECOLI	W3110_lambdaRed.CDS.1726	100.0	100.0
sp|P18956|GGT_ECOLI	W3110_lambdaRed.CDS.3851	100.0	100.0
sp|P21420|NMPC_ECOLI	W3110_lambdaRed.CDS.553	100.0	100.0
sp|P21499|RNR_ECOLI	W3110_lambdaRed.CDS.4205	100.0	100.0
sp|P10384|FADL_ECOLI	W3110_lambdaRed.CDS.2352	100.0	100.0
sp|P23839|YICC_ECOLI	W3110_lambdaRed.CDS.3638	100.0	100.0
sp|P23331|KITH_ECOLI	W3110_lambdaRed.CDS.1206	100.0	100.0
sp|P23367|MUTL_ECOLI	W3110_lambdaRed.CDS.4196	100.0	100.0
sp|P23481|HYFA_ECOLI	W3110_lambdaRed.CDS.2478	100.0	100.0
sp|P23482|HYFB_ECOLI	W3110_lambdaRed.CDS.2479	100.0	100.0
sp|P23484|FECI_ECOLI	W3110_lambdaRed.CDS.4318	100.0	100.0
sp|P23485|FECR_ECOLI	W3110_lambdaRed.CDS.4317	100.0	100.0
sp|P23522|GARL_ECOLI	W3110_lambdaRed.CDS.3126	100.0	100.0
sp|P23524|GLXK1_ECOLI	W3110_lambdaRed.CDS.3124	100.0	100.0
sp|P23538|PPSA_ECOLI	W3110_lambdaRed.CDS.1687	100.0	100.0
sp|P23721|SERC_ECOLI	W3110_lambdaRed.CDS.911	100.0	100.0
sp|P23827|ECOT_ECOLI	W3110_lambdaRed.CDS.2206	100.0	100.0
sp|P23830|PSS_ECOLI	W3110_lambdaRed.CDS.2588	100.0	100.0
sp|P23836|PHOP_ECOLI	W3110_lambdaRed.CDS.1096	100.0	100.0
sp|P23837|PHOQ_ECOLI	W3110_lambdaRed.CDS.1095	100.0	100.0
sp|P23840|DIND_ECOLI	W3110_lambdaRed.CDS.3637	100.0	100.0
sp|P21503|YCAD_ECOLI	W3110_lambdaRed.CDS.902	100.0	100.0
sp|P23841|XAPR_ECOLI	W3110_lambdaRed.CDS.2408	100.0	100.0
sp|P23842|PDEA_ECOLI	W3110_lambdaRed.CDS.2403	100.0	100.0
sp|P23843|OPPA_ECOLI	W3110_lambdaRed.CDS.1214	100.0	100.0
sp|P23845|CYSN_ECOLI	W3110_lambdaRed.CDS.2745	100.0	100.0
sp|P23847|DPPA_ECOLI	W3110_lambdaRed.CDS.3743	100.0	100.0
sp|P23849|TRKG_ECOLI	W3110_lambdaRed.CDS.1338	100.0	100.0
sp|P23857|PSPE_ECOLI	W3110_lambdaRed.CDS.1284	100.0	100.0
sp|P23862|PRIC_ECOLI	W3110_lambdaRed.CDS.467	100.0	100.0
sp|P23865|PRC_ECOLI	W3110_lambdaRed.CDS.1821	100.0	100.0
sp|P23869|PPIB_ECOLI	W3110_lambdaRed.CDS.524	100.0	100.0
sp|P23871|HEMH_ECOLI	W3110_lambdaRed.CDS.476	100.0	100.0
sp|P23872|AES_ECOLI	W3110_lambdaRed.CDS.477	100.0	100.0
sp|P23873|HIPB_ECOLI	W3110_lambdaRed.CDS.1492	100.0	100.0
sp|P23874|HIPA_ECOLI	W3110_lambdaRed.CDS.1491	100.0	100.0
sp|P23325|ARPA_ECOLI	W3110_lambdaRed.CDS.4029	100.0	100.0
sp|P23305|YIGA_ECOLI	W3110_lambdaRed.CDS.3473	100.0	100.0
sp|P23256|MALY_ECOLI	W3110_lambdaRed.CDS.1604	100.0	100.0
sp|P23200|MGLC_ECOLI	W3110_lambdaRed.CDS.2139	100.0	100.0
sp|P21507|SRMB_ECOLI	W3110_lambdaRed.CDS.2579	100.0	100.0
sp|P21513|RNE_ECOLI	W3110_lambdaRed.CDS.1047	100.0	100.0
sp|P21514|PDEL_ECOLI	W3110_lambdaRed.CDS.311	100.0	100.0
sp|P21515|ACPH_ECOLI	W3110_lambdaRed.CDS.403	100.0	100.0
sp|P21517|MALZ_ECOLI	W3110_lambdaRed.CDS.402	100.0	100.0
sp|P21599|KPYK2_ECOLI	W3110_lambdaRed.CDS.1846	100.0	100.0
sp|P21645|LPXD_ECOLI	W3110_lambdaRed.CDS.180	100.0	100.0
sp|P21693|DBPA_ECOLI	W3110_lambdaRed.CDS.1321	100.0	100.0
sp|P21829|YBHA_ECOLI	W3110_lambdaRed.CDS.763	100.0	100.0
sp|P21865|KDPD_ECOLI	W3110_lambdaRed.CDS.698	100.0	100.0
sp|P21866|KDPE_ECOLI	W3110_lambdaRed.CDS.697	100.0	100.0
sp|P21888|SYC_ECOLI	W3110_lambdaRed.CDS.525	100.0	100.0
sp|P21893|RECJ_ECOLI	W3110_lambdaRed.CDS.2890	100.0	100.0
sp|P22106|ASNB_ECOLI	W3110_lambdaRed.CDS.674	100.0	100.0
sp|P22186|MRAZ_ECOLI	W3110_lambdaRed.CDS.79	100.0	100.0
sp|P22188|MURE_ECOLI	W3110_lambdaRed.CDS.83	100.0	100.0
sp|P22255|CYSQ_ECOLI	W3110_lambdaRed.CDS.4239	100.0	100.0
sp|P22256|GABT_ECOLI	W3110_lambdaRed.CDS.2655	100.0	100.0
sp|P22259|PCKA_ECOLI	W3110_lambdaRed.CDS.3894	100.0	100.0
sp|P22333|ADD_ECOLI	W3110_lambdaRed.CDS.1605	100.0	100.0
sp|P22523|MUKB_ECOLI	W3110_lambdaRed.CDS.928	100.0	100.0
sp|P22524|MUKE_ECOLI	W3110_lambdaRed.CDS.927	100.0	100.0
sp|P22525|YCBB_ECOLI	W3110_lambdaRed.CDS.929	100.0	100.0
sp|P22564|RIHC_ECOLI	W3110_lambdaRed.CDS.24	100.0	100.0
sp|P22729|LIVM_ECOLI	W3110_lambdaRed.CDS.3841	100.0	100.0
sp|P22731|LIVF_ECOLI	W3110_lambdaRed.CDS.3843	100.0	100.0
sp|P22787|YIFB_ECOLI	W3110_lambdaRed.CDS.3515	100.0	100.0
sp|P22939|ISPA_ECOLI	W3110_lambdaRed.CDS.420	100.0	100.0
sp|P23003|TRMA_ECOLI	W3110_lambdaRed.CDS.3315	100.0	100.0
sp|P17115|GUTQ_ECOLI	W3110_lambdaRed.CDS.2700	100.0	100.0
sp|P17109|MEND_ECOLI	W3110_lambdaRed.CDS.2267	100.0	100.0
sp|P16926|MREC_ECOLI	W3110_lambdaRed.CDS.3253	100.0	100.0
sp|P13024|FDHE_ECOLI	W3110_lambdaRed.CDS.3394	100.0	100.0
sp|P11880|MURF_ECOLI	W3110_lambdaRed.CDS.84	100.0	100.0
sp|P11988|BGLB_ECOLI	W3110_lambdaRed.CDS.3554	100.0	100.0
sp|P11989|BGLG_ECOLI	W3110_lambdaRed.CDS.3552	100.0	100.0
sp|P12008|AROC_ECOLI	W3110_lambdaRed.CDS.2336	100.0	100.0
sp|P12281|MOEA_ECOLI	W3110_lambdaRed.CDS.829	100.0	100.0
sp|P12282|MOEB_ECOLI	W3110_lambdaRed.CDS.828	100.0	100.0
sp|P12295|UNG_ECOLI	W3110_lambdaRed.CDS.2583	100.0	100.0
sp|P12758|UDP_ECOLI	W3110_lambdaRed.CDS.3453	100.0	100.0
sp|P12998|BIOF_ECOLI	W3110_lambdaRed.CDS.778	100.0	100.0
sp|P12999|BIOC_ECOLI	W3110_lambdaRed.CDS.779	100.0	100.0
sp|P13000|BIOD1_ECOLI	W3110_lambdaRed.CDS.780	100.0	100.0
sp|P13001|BIOH_ECOLI	W3110_lambdaRed.CDS.3885	100.0	100.0
sp|P13009|METH_ECOLI	W3110_lambdaRed.CDS.4031	100.0	100.0
sp|P13016|AMPD_ECOLI	W3110_lambdaRed.CDS.106	100.0	100.0
sp|P13029|KATG_ECOLI	W3110_lambdaRed.CDS.3338	100.0	100.0
sp|P16919|RHSD_ECOLI	W3110_lambdaRed.CDS.498	100.0	100.0
sp|P13033|GLPB_ECOLI	W3110_lambdaRed.CDS.2242	100.0	100.0
sp|P13035|GLPD_ECOLI	W3110_lambdaRed.CDS.3872	100.0	100.0
sp|P13036|FECA_ECOLI	W3110_lambdaRed.CDS.4316	100.0	100.0
sp|P13039|FES_ECOLI	W3110_lambdaRed.CDS.588	100.0	100.0
sp|P13458|SBCC_ECOLI	W3110_lambdaRed.CDS.394	100.0	100.0
sp|P13482|TREA_ECOLI	W3110_lambdaRed.CDS.1164	100.0	100.0
sp|P13518|CSRD_ECOLI	W3110_lambdaRed.CDS.3255	100.0	100.0
sp|P13656|CHIA_ECOLI	W3110_lambdaRed.CDS.3961	100.0	100.0
sp|P13669|MNGR_ECOLI	W3110_lambdaRed.CDS.732	100.0	100.0
sp|P13738|NHAA_ECOLI	W3110_lambdaRed.CDS.15	100.0	100.0
sp|P13857|RIML_ECOLI	W3110_lambdaRed.CDS.1406	100.0	100.0
sp|P14081|SELB_ECOLI	W3110_lambdaRed.CDS.3694	100.0	100.0
sp|P14175|PROV_ECOLI	W3110_lambdaRed.CDS.2670	100.0	100.0
sp|P14176|PROW_ECOLI	W3110_lambdaRed.CDS.2671	100.0	100.0
sp|P11875|SYR_ECOLI	W3110_lambdaRed.CDS.1868	100.0	100.0
sp|P11865|YHAB_ECOLI	W3110_lambdaRed.CDS.3121	100.0	100.0
sp|P11864|YHAC_ECOLI	W3110_lambdaRed.CDS.3122	100.0	100.0
sp|P11667|ARGO_ECOLI	W3110_lambdaRed.CDS.2922	100.0	100.0
sp|P10408|SECA_ECOLI	W3110_lambdaRed.CDS.96	100.0	100.0
sp|P10423|IAP_ECOLI	W3110_lambdaRed.CDS.2747	100.0	100.0
sp|P10441|LPXB_ECOLI	W3110_lambdaRed.CDS.183	100.0	100.0
sp|P10442|RNH2_ECOLI	W3110_lambdaRed.CDS.184	100.0	100.0
sp|P10443|DPO3A_ECOLI	W3110_lambdaRed.CDS.185	100.0	100.0
sp|P10805|ENVY_ECOLI	W3110_lambdaRed.CDS.566	100.0	100.0
sp|P10902|NADB_ECOLI	W3110_lambdaRed.CDS.2577	100.0	100.0
sp|P10903|NARK_ECOLI	W3110_lambdaRed.CDS.1195	100.0	100.0
sp|P10905|UGPA_ECOLI	W3110_lambdaRed.CDS.3846	100.0	100.0
sp|P10906|UGPE_ECOLI	W3110_lambdaRed.CDS.3847	100.0	100.0
sp|P10907|UGPC_ECOLI	W3110_lambdaRed.CDS.3848	100.0	100.0
sp|P10908|UGPQ_ECOLI	W3110_lambdaRed.CDS.3849	100.0	100.0
sp|P11071|ACEK_ECOLI	W3110_lambdaRed.CDS.4028	100.0	100.0
sp|P11072|LIT_ECOLI	W3110_lambdaRed.CDS.1104	100.0	100.0
sp|P11286|YIAB_ECOLI	W3110_lambdaRed.CDS.3722	100.0	100.0
sp|P11289|YFIL_ECOLI	W3110_lambdaRed.CDS.2601	100.0	100.0
sp|P11290|YIBD_ECOLI	W3110_lambdaRed.CDS.3667	100.0	100.0
sp|P11291|Y3808_ECOLI	W3110_lambdaRed.CDS.3476	100.0	100.0
sp|P11349|NARH_ECOLI	W3110_lambdaRed.CDS.1197	100.0	100.0
sp|P11350|NARI_ECOLI	W3110_lambdaRed.CDS.1199	100.0	100.0
sp|P11446|ARGC_ECOLI	W3110_lambdaRed.CDS.3323	100.0	100.0
sp|P11447|ARLY_ECOLI	W3110_lambdaRed.CDS.3321	100.0	100.0
sp|P11454|ENTF_ECOLI	W3110_lambdaRed.CDS.590	100.0	100.0
sp|P11458|NADA_ECOLI	W3110_lambdaRed.CDS.747	100.0	100.0
sp|P11551|FUCP_ECOLI	W3110_lambdaRed.CDS.2803	100.0	100.0
sp|P11553|FUCK_ECOLI	W3110_lambdaRed.CDS.2805	100.0	100.0
sp|P11557|DAMX_ECOLI	W3110_lambdaRed.CDS.3910	100.0	100.0
sp|P11663|FUME_ECOLI	W3110_lambdaRed.CDS.2928	100.0	100.0
sp|P11664|YGGC_ECOLI	W3110_lambdaRed.CDS.2927	100.0	100.0
sp|P14294|TOP3_ECOLI	W3110_lambdaRed.CDS.1751	100.0	100.0
sp|P14375|ZRAR_ECOLI	W3110_lambdaRed.CDS.3281	100.0	100.0
sp|P14377|ZRAS_ECOLI	W3110_lambdaRed.CDS.3282	100.0	100.0
sp|P16429|HYCC_ECOLI	W3110_lambdaRed.CDS.2716	100.0	100.0
sp|P16431|HYCE_ECOLI	W3110_lambdaRed.CDS.2714	100.0	100.0
sp|P16432|HYCF_ECOLI	W3110_lambdaRed.CDS.2713	100.0	100.0
sp|P16433|HYCG_ECOLI	W3110_lambdaRed.CDS.2712	100.0	100.0
sp|P16456|SELD_ECOLI	W3110_lambdaRed.CDS.1752	100.0	100.0
sp|P16525|TUS_ECOLI	W3110_lambdaRed.CDS.1592	100.0	100.0
sp|P16528|ICLR_ECOLI	W3110_lambdaRed.CDS.4030	100.0	100.0
sp|P16659|SYP_ECOLI	W3110_lambdaRed.CDS.196	100.0	100.0
sp|P16676|CYSA_ECOLI	W3110_lambdaRed.CDS.2427	100.0	100.0
sp|P16677|PHNC_ECOLI	W3110_lambdaRed.CDS.4132	100.0	100.0
sp|P16678|PHNK_ECOLI	W3110_lambdaRed.CDS.4123	100.0	100.0
sp|P16679|PHNL_ECOLI	W3110_lambdaRed.CDS.4122	100.0	100.0
sp|P16681|PHNB_ECOLI	W3110_lambdaRed.CDS.4133	100.0	100.0
sp|P16682|PHND_ECOLI	W3110_lambdaRed.CDS.4131	100.0	100.0
sp|P16684|PHNF_ECOLI	W3110_lambdaRed.CDS.4128	100.0	100.0
sp|P16685|PHNG_ECOLI	W3110_lambdaRed.CDS.4127	100.0	100.0
sp|P16686|PHNH_ECOLI	W3110_lambdaRed.CDS.4126	100.0	100.0
sp|P16687|PHNI_ECOLI	W3110_lambdaRed.CDS.4125	100.0	100.0
sp|P16688|PHNJ_ECOLI	W3110_lambdaRed.CDS.4124	100.0	100.0
sp|P16689|PHNM_ECOLI	W3110_lambdaRed.CDS.4121	100.0	100.0
sp|P16690|PHNN_ECOLI	W3110_lambdaRed.CDS.4120	100.0	100.0
sp|P16691|PHNO_ECOLI	W3110_lambdaRed.CDS.4119	100.0	100.0
sp|P16692|PHNP_ECOLI	W3110_lambdaRed.CDS.4118	100.0	100.0
sp|P16700|CYSP_ECOLI	W3110_lambdaRed.CDS.2430	100.0	100.0
sp|P16701|CYST_ECOLI	W3110_lambdaRed.CDS.2429	100.0	100.0
sp|P16703|CYSM_ECOLI	W3110_lambdaRed.CDS.2426	100.0	100.0
sp|P16869|FHUE_ECOLI	W3110_lambdaRed.CDS.1066	100.0	100.0
sp|P16916|RHSA_ECOLI	W3110_lambdaRed.CDS.3690	100.0	100.0
sp|P16917|RHSB_ECOLI	W3110_lambdaRed.CDS.3814	100.0	100.0
sp|P16918|RHSC_ECOLI	W3110_lambdaRed.CDS.704	100.0	100.0
sp|P16430|HYCD_ECOLI	W3110_lambdaRed.CDS.2715	100.0	100.0
sp|P16384|MIAA_ECOLI	W3110_lambdaRed.CDS.4197	100.0	100.0
sp|P14407|FUMB_ECOLI	W3110_lambdaRed.CDS.4148	100.0	100.0
sp|P16256|PANF_ECOLI	W3110_lambdaRed.CDS.3262	100.0	100.0
sp|P14900|MURD_ECOLI	W3110_lambdaRed.CDS.86	100.0	100.0
sp|P15005|MCRB_ECOLI	W3110_lambdaRed.CDS.4383	100.0	100.0
sp|P15028|FECB_ECOLI	W3110_lambdaRed.CDS.4315	100.0	100.0
sp|P15029|FECD_ECOLI	W3110_lambdaRed.CDS.4313	100.0	100.0
sp|P15030|FECC_ECOLI	W3110_lambdaRed.CDS.4314	100.0	100.0
sp|P15031|FECE_ECOLI	W3110_lambdaRed.CDS.4311	100.0	100.0
sp|P15032|RECE_ECOLI	W3110_lambdaRed.CDS.1326	100.0	100.0
sp|P15033|RACC_ECOLI	W3110_lambdaRed.CDS.1327	100.0	100.0
sp|P15034|AMPP_ECOLI	W3110_lambdaRed.CDS.2906	100.0	100.0
sp|P15038|HELD_ECOLI	W3110_lambdaRed.CDS.967	100.0	100.0
sp|P15042|DNLJ_ECOLI	W3110_lambdaRed.CDS.2416	100.0	100.0
sp|P15047|ENTA_ECOLI	W3110_lambdaRed.CDS.601	100.0	100.0
sp|P15067|GLGX_ECOLI	W3110_lambdaRed.CDS.3866	100.0	100.0
sp|P15070|FLIN_ECOLI	W3110_lambdaRed.CDS.1934	100.0	100.0
sp|P15078|CSTA_ECOLI	W3110_lambdaRed.CDS.603	100.0	100.0
sp|P15081|GUTM_ECOLI	W3110_lambdaRed.CDS.2698	100.0	100.0
sp|P15082|SRLR_ECOLI	W3110_lambdaRed.CDS.2699	100.0	100.0
sp|P15254|PUR4_ECOLI	W3110_lambdaRed.CDS.2560	100.0	100.0
sp|P15286|FLK_ECOLI	W3110_lambdaRed.CDS.2328	100.0	100.0
sp|P15288|PEPD_ECOLI	W3110_lambdaRed.CDS.233	100.0	100.0
sp|P15373|PRLF_ECOLI	W3110_lambdaRed.CDS.3131	100.0	100.0
sp|P15639|PUR9_ECOLI	W3110_lambdaRed.CDS.3279	100.0	100.0
sp|P15640|PUR2_ECOLI	W3110_lambdaRed.CDS.3280	100.0	100.0
sp|P15723|DGTP_ECOLI	W3110_lambdaRed.CDS.160	100.0	100.0
sp|P15770|AROE_ECOLI	W3110_lambdaRed.CDS.4016	100.0	100.0
sp|P15877|DHG_ECOLI	W3110_lambdaRed.CDS.120	100.0	100.0
sp|P15977|MALQ_ECOLI	W3110_lambdaRed.CDS.3881	100.0	100.0
sp|P15993|AROP_ECOLI	W3110_lambdaRed.CDS.108	100.0	100.0
sp|P16095|SDHL_ECOLI	W3110_lambdaRed.CDS.1804	100.0	100.0
sp|P0CE51|INSH3_ECOLI	W3110_lambdaRed.CDS.1309	100.0	100.0
sp|V9HVX0|YPAA_ECOLI	W3110_lambdaRed.CDS.2246	100.0	100.0
sp|P0CE50|INSH2_ECOLI	W3110_lambdaRed.CDS.629	100.0	100.0
sp|P0AF10|MTLR_ECOLI	W3110_lambdaRed.CDS.3682	100.0	100.0
sp|P0AET2|HDEB_ECOLI	W3110_lambdaRed.CDS.3782	100.0	100.0
sp|P0AET5|HDED_ECOLI	W3110_lambdaRed.CDS.3780	100.0	100.0
sp|P0AET8|HDHA_ECOLI	W3110_lambdaRed.CDS.1601	100.0	100.0
sp|P0AEU0|HISJ_ECOLI	W3110_lambdaRed.CDS.2315	100.0	100.0
sp|P0AEU3|HISM_ECOLI	W3110_lambdaRed.CDS.2313	100.0	100.0
sp|P0AEU7|SKP_ECOLI	W3110_lambdaRed.CDS.179	100.0	100.0
sp|P0AEV1|RSSB_ECOLI	W3110_lambdaRed.CDS.1203	100.0	100.0
sp|P0AEV4|HYCA_ECOLI	W3110_lambdaRed.CDS.2718	100.0	100.0
sp|P0AEV7|HYCH_ECOLI	W3110_lambdaRed.CDS.2711	100.0	100.0
sp|P0AEV9|HYCI_ECOLI	W3110_lambdaRed.CDS.2710	100.0	100.0
sp|P0AEW1|HYFE_ECOLI	W3110_lambdaRed.CDS.2482	100.0	100.0
sp|P0AEW4|CPDA_ECOLI	W3110_lambdaRed.CDS.3031	100.0	100.0
sp|P0AEW6|INGK_ECOLI	W3110_lambdaRed.CDS.478	100.0	100.0
sp|P0AEW9|K1PF_ECOLI	W3110_lambdaRed.CDS.2161	100.0	100.0
sp|P0AEX3|KGTP_ECOLI	W3110_lambdaRed.CDS.2590	100.0	100.0
sp|P0AEX5|KPPR_ECOLI	W3110_lambdaRed.CDS.3943	100.0	100.0
sp|P0AEX7|LIVH_ECOLI	W3110_lambdaRed.CDS.3840	100.0	100.0
sp|P0AEX9|MALE_ECOLI	W3110_lambdaRed.CDS.4048	100.0	100.0
sp|P0AEY1|MARC_ECOLI	W3110_lambdaRed.CDS.1514	100.0	100.0
sp|P0AEY3|MAZG_ECOLI	W3110_lambdaRed.CDS.2780	100.0	100.0
sp|P0AEY5|MDAB_ECOLI	W3110_lambdaRed.CDS.3027	100.0	100.0
sp|P0AEY8|MDFA_ECOLI	W3110_lambdaRed.CDS.844	100.0	100.0
sp|P0AEZ1|METF_ECOLI	W3110_lambdaRed.CDS.3339	100.0	100.0
sp|P0AEZ3|MIND_ECOLI	W3110_lambdaRed.CDS.1140	100.0	100.0
sp|P0AEZ7|MLTD_ECOLI	W3110_lambdaRed.CDS.208	100.0	100.0
sp|P0AEZ9|MOAB_ECOLI	W3110_lambdaRed.CDS.784	100.0	100.0
sp|P0AF01|MODB_ECOLI	W3110_lambdaRed.CDS.761	100.0	100.0
sp|P0AF03|MOG_ECOLI	W3110_lambdaRed.CDS.8	100.0	100.0
sp|P0AF06|MOTB_ECOLI	W3110_lambdaRed.CDS.1882	100.0	100.0
sp|P0AES9|HDEA_ECOLI	W3110_lambdaRed.CDS.3781	100.0	100.0
sp|P0AES6|GYRB_ECOLI	W3110_lambdaRed.CDS.3581	100.0	100.0
sp|P0AES4|GYRA_ECOLI	W3110_lambdaRed.CDS.2231	100.0	100.0
sp|P0AEN1|FRE_ECOLI	W3110_lambdaRed.CDS.3442	100.0	100.0
sp|P0AEJ8|EUTN_ECOLI	W3110_lambdaRed.CDS.2452	100.0	100.0
sp|P0AEK0|EXOX_ECOLI	W3110_lambdaRed.CDS.1835	100.0	100.0
sp|P0AEK2|FABG_ECOLI	W3110_lambdaRed.CDS.1057	100.0	100.0
sp|P0AEK4|FABI_ECOLI	W3110_lambdaRed.CDS.1262	100.0	100.0
sp|P0AEK7|FDNI_ECOLI	W3110_lambdaRed.CDS.1459	100.0	100.0
sp|P0AEL0|FDOI_ECOLI	W3110_lambdaRed.CDS.3393	100.0	100.0
sp|P0AEL3|FEOA_ECOLI	W3110_lambdaRed.CDS.3889	100.0	100.0
sp|P0AEL6|FEPB_ECOLI	W3110_lambdaRed.CDS.597	100.0	100.0
sp|P0AEL8|FIMZ_ECOLI	W3110_lambdaRed.CDS.535	100.0	100.0
sp|P0AEM0|FKBX_ECOLI	W3110_lambdaRed.CDS.22	100.0	100.0
sp|P0AEM4|FLGM_ECOLI	W3110_lambdaRed.CDS.1034	100.0	100.0
sp|P0AEM6|FLIA_ECOLI	W3110_lambdaRed.CDS.1914	100.0	100.0
sp|P0AEM9|FLIY_ECOLI	W3110_lambdaRed.CDS.1912	100.0	100.0
sp|P0AEN4|FTSL_ECOLI	W3110_lambdaRed.CDS.81	100.0	100.0
sp|P0AES2|GUDD_ECOLI	W3110_lambdaRed.CDS.2787	100.0	100.0
sp|P0AEN8|FUCM_ECOLI	W3110_lambdaRed.CDS.2806	100.0	100.0
sp|P0AEP1|GALP_ECOLI	W3110_lambdaRed.CDS.2940	100.0	100.0
sp|P0AEP3|GALU_ECOLI	W3110_lambdaRed.CDS.1204	100.0	100.0
sp|P0AEP7|GCL_ECOLI	W3110_lambdaRed.CDS.506	100.0	100.0
